map EGL-G1-D
fac 5 10 {0,46,164,42,197}
hosp 2 {0,22}
n_ALS 5 1 {2:0,2:46,1:197}
n_BLS 19 1 {4:0,4:46,3:164,3:42,5:197}
n_CLS 5 0 {3:46,1:164,1:42}
      c_m  head  tail      c_af      c_d  c_tau  c_h
115    20   145   146  0.397754  {0,3,0}     26    1
59     28   175   176  0.331563  {0,2,0}     31    1
7      28     0     1  0.227422  {1,1,0}     39    1
109    49   222   223  0.211765  {0,1,0}     30    0
127    63    75    77  0.056507  {1,0,0}     20    1
57     89   101   110  0.858994  {0,1,1}     37    1
92    109   231   236  0.495891  {0,2,0}     24    1
101   119    17    19  0.430301  {0,1,0}     36    0
54    120    23    86  0.635964  {0,1,0}     21    1
65    130    53    55  0.427594  {1,1,0}     26    1
99    138   157   159  0.800978  {0,0,1}     22    1
90    139   212   218  0.091889  {0,1,0}     23    1
44    146   124   149  0.440927  {1,0,0}     20    1
58    160   226   231  0.008948  {0,3,0}     23    0
64    177   210   212  0.786402  {0,3,0}     36    0
38    185   155   161  0.655436  {1,0,0}     29    1
83    230   189   241  0.945189  {1,0,0}     23    1
73    231   129   130  0.209633  {1,1,0}     22    1
105   245   194   195  0.952622  {1,0,0}     39    1
46    290   176   179  0.178151  {0,0,1}     36    1
108   290   118   119  0.074233  {1,1,0}     34    1
62    303    47    64  0.291468  {0,2,0}     26    1
94    350    32    33  0.848160  {0,2,0}     33    1
37    352    96   111  0.004706  {0,1,1}     38    1
40    367   202   204  0.232211  {1,1,0}     28    1
17    373   229   230  0.451133  {0,1,1}     40    1
25    379   220   222  0.627810  {0,2,0}     21    0
124   391     6    27  0.522440  {1,0,0}     27    1
93    407    29    31  0.980225  {0,3,0}     34    1
111   435   146   147  0.331537  {0,3,0}     25    0
104   464   162   166  0.351616  {0,2,0}     23    1
11    473   120   154  0.729301  {0,2,0}     34    1
42    496   144   145  0.385903  {0,1,0}     38    0
39    501    83    84  0.631270  {1,0,0}     23    1
34    511   128   137  0.303278  {1,1,0}     36    1
35    511   198   199  0.389487  {1,1,0}     36    1
56    534   243   244  0.364102  {1,1,0}     26    1
15    551   175   176  0.606799  {1,0,0}     28    1
2     584   164   165  0.552311  {0,2,0}     33    0
89    586   151   154  0.863494  {0,1,0}     38    1
47    586   231   236  0.651112  {0,1,0}     22    1
14    593   130   131  0.927213  {0,1,0}     27    0
71    593    29    30  0.420912  {0,3,0}     34    1
113   597   213   216  0.715186  {0,0,1}     27    1
28    602    19    25  0.777782  {1,1,0}     39    1
36    609   228   230  0.187785  {0,3,0}     32    0
6     614    78    79  0.236858  {0,1,0}     32    1
117   619   216   217  0.059131  {0,2,0}     40    0
75    620    92    93  0.078069  {0,1,0}     28    1
12    622   160   164  0.932429  {0,1,0}     36    1
116   623    50    53  0.104560  {0,3,0}     35    1
98    634   144   145  0.526001  {1,1,0}     34    1
53    667    90    95  0.719555  {0,3,0}     21    1
100   670    41    51  0.879263  {0,0,1}     24    1
88    673   153   156  0.986625  {0,3,0}     30    1
30    679   106   107  0.898945  {1,0,0}     37    1
22    682   158   160  0.556501  {0,1,0}     39    1
20    693    38    40  0.803243  {0,2,0}     28    1
21    698   246   248  0.232676  {0,2,0}     35    1
13    700    59    71  0.894649  {0,2,0}     27    0
114   707    31    32  0.821609  {0,2,0}     36    1
43    711   122   123  0.142635  {1,0,0}     33    1
126   714   198   199  0.629068  {0,2,0}     29    1
63    726   142   143  0.262877  {0,2,0}     31    1
51    730    30    33  0.575583  {0,3,0}     24    0
60    748   150   152  0.264902  {1,0,0}     38    1
4     761    25    26  0.428425  {1,1,0}     20    1
33    778    18    19  0.330986  {0,0,1}     34    1
103   790    50    51  0.271240  {1,0,0}     24    1
70    792   185   186  0.393671  {1,1,0}     39    1
72    801   220   222  0.996028  {0,1,0}     25    1
23    812   130   131  0.032249  {1,1,0}     37    1
48    813   228   229  0.258988  {0,1,0}     40    1
29    815    16    18  0.393947  {0,2,0}     26    0
96    816    66    67  0.657547  {0,2,0}     31    0
1     821     5    26  0.032386  {0,2,0}     23    0
10    858   132   134  0.901471  {1,1,0}     32    1
9     865     5     6  0.622087  {1,1,0}     32    1
45    895   169   173  0.563913  {1,0,0}     30    1
80    909   105   117  0.816707  {0,1,0}     28    0
50    931   211   213  0.668553  {0,0,1}     32    1
26    932   105   117  0.933284  {0,1,1}     30    1
125   933    59    71  0.471084  {0,2,0}     34    1
118   940   244   245  0.011895  {0,3,0}     40    1
121   948   165   177  0.067663  {0,1,0}     36    1
106   955   125   126  0.378977  {0,3,0}     32    0
95    955   139   141  0.272502  {0,3,0}     34    1
27    958   101   110  0.548800  {0,2,0}     32    1
78    959    75    77  0.355208  {0,1,0}     30    1
79    974   157   159  0.047123  {0,0,1}     20    1
81    980    58    59  0.795022  {0,2,0}     38    1
16    991   125   149  0.444072  {0,2,0}     40    1
32   1003    50    53  0.795907  {0,1,0}     29    1
119  1006    24    26  0.680988  {0,1,0}     39    0
97   1014    50    53  0.505703  {0,1,0}     33    0
67   1028   125   149  0.158871  {0,1,0}     31    0
66   1033   150   151  0.713968  {1,0,0}     21    1
123  1052   140   149  0.690998  {0,1,0}     27    1
24   1084   169   170  0.983080  {0,3,0}     39    1
31   1095    68    79  0.978367  {0,1,1}     23    1
19   1105    97   126  0.063881  {0,2,0}     35    1
86   1113     2     3  0.131852  {1,1,0}     38    1
82   1120   179   180  0.615453  {0,1,0}     33    0
120  1124   150   151  0.298137  {0,2,0}     24    1
0    1131     7    30  0.600967  {1,1,0}     38    1
52   1150    88    89  0.270306  {0,2,0}     34    0
41   1151    42    43  0.881574  {0,2,0}     38    1
112  1161   197   198  0.451563  {0,2,0}     32    1
