map EGL-G1-C
fac 5 10 {0,209,132,28,155}
hosp 1 {0}
n_ALS 10 1 {2:0,2:209,2:132,1:28,3:155}
n_BLS 21 1 {2:0,4:209,7:132,4:28,4:155}
n_CLS 9 0 {2:0,1:209,1:132,4:28,1:155}
      c_m  head  tail      c_af      c_d  c_tau  c_h
98      2   114   115  0.722345  {1,0,0}     29    1
120     7   203   210  0.265471  {1,0,0}     30    1
125    44   118   119  0.704450  {0,2,0}     38    0
108    55   220   222  0.038377  {0,1,0}     24    1
36     67    45    64  0.071135  {1,0,0}     22    1
113   194    66    68  0.221177  {1,3,0}     37    1
91    195   174   176  0.060737  {0,2,0}     36    1
109   201     6    27  0.351363  {0,0,1}     33    0
60    222     8    33  0.627464  {1,1,0}     20    1
68    258   175   176  0.120306  {0,0,1}     35    0
127   275   179   180  0.791702  {0,1,0}     32    1
93    411    68    69  0.533471  {0,1,0}     38    1
87    417   138   139  0.807788  {0,3,0}     31    1
50    419   244   249  0.313823  {1,0,0}     20    1
64    455    59    71  0.485959  {1,0,0}     24    1
70    483   118   119  0.399557  {0,0,1}     21    1
21    494    18    20  0.788325  {0,3,0}     33    0
20    494   192   193  0.125457  {1,1,0}     39    1
118   497    66    68  0.554109  {1,0,0}     37    1
57    549   155   156  0.295670  {1,1,0}     35    1
88    567   140   141  0.015634  {0,1,0}     25    0
117   568   211   213  0.501992  {0,2,0}     21    1
39    579    70    71  0.071710  {0,2,0}     39    0
0     600     2    14  0.098529  {1,1,0}     22    1
112   606    24    26  0.589085  {0,2,0}     33    1
48    619    49    56  0.995907  {0,2,0}     23    0
116   625   225   226  0.197894  {1,0,0}     39    1
67    628    80    88  0.286759  {1,1,0}     21    1
77    635    18    20  0.821645  {0,2,0}     40    1
94    643    25    26  0.045636  {0,1,0}     26    1
97    646   244   249  0.338724  {0,1,0}     22    1
106   648    73    75  0.123350  {0,1,0}     21    1
80    651   207   208  0.205912  {1,0,0}     29    1
13    651    85    86  0.320030  {0,1,0}     39    1
22    654     5    23  0.041602  {1,0,0}     24    1
102   681   108   109  0.743816  {0,1,0}     28    1
2     685   135   136  0.127907  {1,0,0}     27    1
38    695    66    67  0.402893  {0,2,0}     39    1
43    696    93    94  0.484576  {1,1,0}     22    1
74    710    60    67  0.664977  {0,3,0}     29    1
95    716    91    92  0.201951  {0,2,0}     32    1
23    723   139   140  0.583991  {0,0,1}     38    1
31    723    14    15  0.007959  {0,1,1}     37    0
96    733    54    58  0.658590  {0,0,1}     24    1
81    755   165   166  0.772628  {1,3,0}     37    1
12    761   244   245  0.280466  {0,1,0}     31    1
8     766   104   105  0.460741  {0,3,0}     36    1
90    768   191   193  0.342636  {0,1,1}     33    1
85    768    24    26  0.073768  {0,1,0}     29    1
19    771     1     2  0.317146  {0,2,0}     33    1
63    773    25    26  0.056153  {0,1,0}     27    1
24    788   225   248  0.080591  {0,1,0}     33    0
58    789    10    41  0.657702  {0,2,0}     21    0
28    790   237   240  0.104829  {1,0,0}     31    1
46    799   121   123  0.099149  {0,2,0}     34    1
59    801   134   135  0.036392  {0,3,0}     37    1
86    809   196   197  0.736082  {0,3,0}     27    0
53    826   193   194  0.513119  {0,1,0}     28    0
107   828    43    46  0.683800  {0,1,1}     25    0
32    830   223   224  0.539289  {0,1,0}     21    0
16    862   127   128  0.434187  {1,0,0}     38    1
122   863   149   150  0.023259  {1,0,0}     35    1
119   895    90    95  0.064552  {1,1,0}     40    1
15    899    86    87  0.533146  {1,0,0}     30    1
3     901    10    41  0.118567  {0,0,1}     40    0
51    920   222   225  0.873530  {1,0,0}     23    1
121   932     1    12  0.973032  {0,2,0}     33    1
27    940   220   222  0.368909  {0,2,0}     24    0
76    942    39    40  0.661411  {1,0,0}     21    1
18    950   103   104  0.234409  {1,0,0}     29    1
42    958    32    34  0.997602  {1,1,0}     33    1
78    967   165   177  0.345884  {0,1,0}     39    1
66    974   176   179  0.505436  {1,0,0}     37    1
54    974   145   146  0.703356  {0,2,0}     27    0
40    990   162   166  0.255029  {0,3,0}     36    1
17    997   193   194  0.112898  {0,3,0}     21    0
11   1002    54    58  0.943619  {1,1,0}     33    1
75   1005   129   130  0.801656  {1,0,0}     32    1
72   1005   157   159  0.883544  {1,0,0}     25    1
105  1010   194   195  0.489184  {1,1,0}     31    1
69   1012   107   108  0.485326  {0,0,1}     37    0
110  1019    90    95  0.343816  {1,1,0}     38    1
123  1020   238   240  0.369625  {0,2,0}     40    1
45   1022    17    22  0.557751  {0,3,0}     31    1
83   1027   237   238  0.188903  {1,0,0}     30    1
100  1028   212   243  0.426166  {1,0,0}     22    1
7    1029   141   142  0.472230  {0,0,1}     27    1
84   1030   150   152  0.346444  {0,3,0}     22    1
52   1032     2    14  0.136643  {0,2,0}     27    1
6    1035    11    42  0.246662  {0,3,0}     24    1
101  1036    32    33  0.673873  {0,1,0}     28    1
73   1038    12    13  0.624577  {0,1,0}     26    1
9    1040    40    41  0.786484  {1,0,0}     26    1
114  1041   191   193  0.892810  {0,3,0}     33    1
26   1047    14    15  0.533637  {0,1,1}     21    0
71   1050   162   167  0.494994  {0,2,0}     33    0
29   1055    41    51  0.889890  {0,3,0}     32    1
33   1062    29    30  0.963970  {0,1,1}     36    1
35   1077    55    56  0.421411  {0,3,0}     29    1
41   1095     2     3  0.796219  {0,2,0}     34    1
103  1109   121   122  0.871972  {0,3,0}     40    1
34   1114    85    86  0.302255  {0,2,0}     24    0
126  1161    27    28  0.624551  {0,1,0}     34    0
4    1182    67    68  0.698670  {0,1,0}     20    1
25   1186    65    91  0.541250  {0,1,0}     25    1
104  1186    84   100  0.285743  {0,1,1}     31    1
55   1196   178   182  0.444473  {0,2,0}     38    1
82   1210   245   246  0.064230  {0,1,0}     22    1
49   1233   232   234  0.971721  {0,2,0}     40    1
65   1235   225   227  0.877684  {0,2,0}     20    1
115  1235    37    74  0.914814  {0,1,0}     36    0
1    1251   115   122  0.193392  {1,0,0}     35    1
61   1257    40    41  0.824077  {0,2,0}     30    1
62   1274   156   160  0.886259  {0,1,0}     37    1
56   1332    88    96  0.693797  {0,2,0}     29    0
10   1336   132   134  0.024239  {0,1,0}     40    1
30   1339     8    33  0.144883  {1,1,0}     28    0
79   1343   189   241  0.107245  {0,1,1}     39    1
44   1345    80    88  0.619192  {0,2,0}     26    1
89   1347   135   145  0.601031  {1,1,0}     30    1
92   1358    18    19  0.270079  {0,1,0}     32    0
14   1376   222   223  0.512285  {0,3,0}     30    0
37   1397    32    34  0.900955  {0,2,0}     25    0
124  1406   134   146  0.487346  {1,0,0}     36    1
47   1410    35    36  0.690811  {1,1,0}     22    1
5    1412    90    95  0.005544  {1,0,0}     39    1
111  1416    50    52  0.931776  {1,1,0}     40    1
99   1437   101   102  0.508526  {0,1,1}     22    0
