map EGL-G2-E
fac 5 10 {0,14,157,102,208}
hosp 3 {0,135,213}
n_ALS 7 1 {2:14,2:157,1:102,2:208}
n_BLS 18 1 {1:0,6:14,3:157,4:102,4:208}
n_CLS 10 0 {1:0,2:14,1:157,5:102,1:208}
      c_m  head  tail      c_af      c_d  c_tau  c_h
101    11   120   162  0.995066  {0,2,0}     27    1
53     19     5     6  0.416223  {1,3,0}     23    1
120    24     5    26  0.804998  {1,0,0}     22    1
82     26   158   159  0.646129  {0,1,0}     27    1
93    108   237   238  0.073572  {0,1,0}     25    1
89    123    36    38  0.138372  {1,0,0}     40    1
114   139   141   150  0.043638  {1,1,0}     28    1
4     170   150   151  0.089891  {0,1,0}     29    1
96    218   129   138  0.974122  {0,0,1}     21    1
24    237   111   114  0.899452  {0,3,0}     32    1
39    239    69    80  0.262248  {0,3,0}     20    1
72    256   122   123  0.586615  {0,1,0}     21    0
108   283   154   158  0.777276  {0,1,0}     35    0
116   303    61    62  0.110803  {0,1,0}     24    0
10    330     1    12  0.894061  {0,2,0}     39    1
104   381   121   155  0.898477  {0,2,0}     22    1
91    411   237   238  0.467679  {0,1,0}     24    1
75    424    24    26  0.263343  {1,2,0}     24    1
8     426   141   150  0.294692  {0,0,1}     20    0
70    445   178   185  0.059335  {0,2,0}     30    1
109   483    97    98  0.477321  {0,1,0}     22    1
103   531    16    17  0.283074  {1,1,0}     21    1
11    546   186   188  0.371690  {0,2,0}     26    0
105   563    71    73  0.721752  {0,2,0}     38    0
106   565   121   155  0.011802  {0,3,0}     38    1
26    586   206   207  0.606714  {0,3,0}     24    1
78    589   243   245  0.776652  {0,1,0}     23    0
21    589    16    17  0.571117  {0,3,0}     21    1
85    598    99   100  0.780430  {0,1,0}     36    1
47    603    14    15  0.871411  {0,1,0}     37    1
40    609    83    84  0.822890  {1,1,0}     38    0
14    614    73    74  0.105227  {0,3,0}     29    0
56    621    24    26  0.104008  {0,2,0}     20    0
17    626   157   163  0.552897  {0,1,0}     37    1
71    650    23   150  0.453307  {0,1,0}     38    0
2     656    42    43  0.341409  {0,3,0}     28    0
62    657    49    50  0.764956  {0,1,0}     36    1
86    668    36    38  0.150096  {0,2,0}     36    0
42    671   196   198  0.725365  {1,0,0}     34    1
124   674   172   173  0.028970  {0,2,0}     21    1
18    694    90    92  0.465852  {0,2,0}     31    0
20    697   225   228  0.502182  {0,1,0}     40    1
84    701     1    12  0.893379  {1,0,0}     40    1
44    710     1     2  0.236875  {1,1,0}     40    1
66    711   119   120  0.122760  {1,0,0}     35    1
79    728   126   150  0.808640  {0,1,0}     32    1
121   738   157   161  0.941533  {0,2,0}     31    1
15    739    10    11  0.956192  {0,1,0}     26    0
13    760   142   143  0.345728  {1,0,0}     36    1
113   772    68    69  0.210196  {1,1,0}     29    1
48    797   225   228  0.369315  {0,3,0}     23    1
126   798   175   177  0.580746  {0,1,0}     39    1
28    813   119   120  0.407457  {0,3,0}     35    1
83    814   185   186  0.236970  {0,2,0}     27    1
80    816     5    23  0.702914  {1,1,0}     31    1
46    818   102   103  0.546181  {1,3,0}     30    1
94    819   198   199  0.480664  {0,1,0}     27    0
107   827   131   132  0.630331  {1,0,0}     37    1
31    828   107   109  0.098727  {0,2,0}     38    1
34    834   193   194  0.041628  {0,3,0}     29    0
33    840    91    92  0.251454  {1,1,0}     38    1
30    841   163   168  0.449352  {0,2,0}     27    1
45    843   250   251  0.321123  {0,1,0}     20    0
64    844    45    46  0.439226  {1,0,0}     40    1
125   854   192   194  0.826644  {1,0,0}     30    1
81    858    91    96  0.449577  {0,2,0}     38    0
6     876   157   161  0.157673  {0,1,0}     30    1
115   878    34    41  0.527611  {0,2,0}     32    0
111   886    14    15  0.869328  {0,1,0}     20    0
88    887    43    46  0.227572  {0,1,0}     34    0
92    907   204   206  0.905800  {1,0,0}     39    1
1     918   186   188  0.337058  {0,2,0}     25    1
7     920   227   229  0.496821  {0,2,0}     24    1
22    921   205   208  0.727943  {0,1,0}     26    1
118   932   195   196  0.040620  {0,2,0}     28    1
123   935    19    25  0.111327  {0,0,1}     39    1
73    938   155   156  0.387237  {0,2,0}     31    0
29    942   221   222  0.238591  {1,0,0}     39    1
52    942   117   121  0.557377  {0,2,0}     26    0
117   944   109   110  0.358647  {0,2,0}     27    1
43    951   123   124  0.428207  {1,1,0}     29    1
95    960   174   183  0.070269  {1,1,0}     39    1
51    965   168   176  0.105121  {0,1,0}     39    0
38    971    56    57  0.835985  {0,1,0}     23    1
61    987   191   195  0.744545  {0,2,0}     25    1
58    995    23    87  0.207374  {1,1,0}     32    1
119  1000   246   247  0.164434  {0,2,0}     33    1
69   1002   102   111  0.363225  {0,2,0}     39    1
110  1013   213   214  0.477981  {1,2,0}     31    1
74   1034   154   158  0.588798  {1,0,0}     21    1
76   1063    61    65  0.732234  {0,3,0}     34    1
97   1065   193   194  0.397894  {1,1,0}     26    1
59   1077   104   105  0.844734  {0,3,0}     26    0
19   1085    80    81  0.852488  {1,1,0}     37    1
63   1088    57    61  0.278318  {1,0,0}     25    1
67   1092   234   235  0.707862  {0,2,0}     27    1
9    1123   140   141  0.481195  {1,0,0}     32    1
37   1142   126   127  0.598702  {0,1,1}     40    1
35   1145   131   132  0.224781  {0,1,0}     27    1
25   1161    68    69  0.874884  {0,0,1}     39    1
99   1167    89    97  0.754921  {0,1,0}     34    1
50   1184   180   181  0.406236  {0,2,0}     33    1
90   1195   213   214  0.926500  {0,3,0}     24    0
77   1202    81    89  0.039647  {1,2,0}     22    1
32   1202    13    14  0.689600  {0,3,0}     38    1
54   1202   181   182  0.507114  {1,0,0}     23    1
16   1214   217   218  0.846095  {1,0,0}     40    1
122  1219   101   112  0.992236  {0,3,0}     32    1
60   1220   247   249  0.781142  {0,1,0}     33    1
0    1229   245   246  0.592031  {1,0,0}     26    1
41   1237    84    85  0.659922  {1,0,0}     21    1
100  1257   146   147  0.743608  {1,0,0}     30    1
102  1270   179   180  0.785712  {0,3,0}     38    1
27   1305    21    35  0.363696  {0,2,0}     21    1
57   1306    70    71  0.081939  {1,1,0}     27    1
127  1306   102   103  0.981179  {0,1,0}     24    0
98   1314   175   176  0.522694  {0,1,0}     31    0
65   1314    61    65  0.338763  {0,2,0}     28    0
36   1332    26    28  0.977575  {0,3,0}     27    0
112  1337   117   118  0.951113  {0,1,0}     37    1
49   1343    25    26  0.897074  {1,1,0}     26    1
23   1344   239   244  0.554562  {0,3,0}     31    0
3    1363    43    45  0.335271  {0,1,1}     39    1
55   1374     7    30  0.738886  {0,0,1}     40    0
12   1396   219   223  0.250030  {0,3,0}     22    0
5    1415   185   186  0.999451  {0,1,1}     40    1
68   1434   185   186  0.241385  {0,3,0}     35    1
87   1435   159   160  0.380581  {1,1,0}     20    1
