map EGL-G2-A
fac 5 10 {0,246,89,244,251}
hosp 1 {0}
n_ALS 7 1 {1:246,4:89,1:244,1:251}
n_BLS 16 1 {5:0,6:246,2:89,1:244,2:251}
n_CLS 5 0 {1:0,1:89,3:251}
      c_m  head  tail      c_af      c_d  c_tau  c_h
113     7    57    61  0.114990  {0,1,1}     30    1
122    21   117   118  0.424467  {0,2,0}     25    1
90     26    99   100  0.377253  {1,1,0}     33    1
102    57    36    38  0.957737  {1,0,0}     40    1
43     62    91    92  0.641765  {0,3,0}     24    0
72     93    13    14  0.395554  {1,1,0}     29    1
70    108   159   160  0.989141  {1,2,0}     35    1
105   126   116   123  0.315139  {0,1,1}     34    0
89    138   118   119  0.263722  {1,0,0}     21    1
38    179   146   147  0.317900  {0,2,0}     28    0
118   191   217   218  0.168492  {0,1,1}     28    1
22    242   209   216  0.317280  {0,1,0}     31    1
127   295   186   188  0.418317  {0,3,0}     32    0
25    348    36    39  0.198523  {0,1,0}     26    1
56    404    96    98  0.597575  {0,1,0}     37    0
36    422   188   189  0.769397  {1,1,0}     39    1
24    428    83    84  0.126802  {0,1,0}     38    1
65    430     4     5  0.457460  {1,0,0}     24    1
88    442     8    33  0.415145  {0,3,0}     38    1
81    445     5    23  0.732724  {0,0,1}     30    1
114   460   209   216  0.264393  {1,1,0}     23    0
92    471   242   243  0.651302  {0,0,1}     35    0
3     489   190   191  0.780945  {0,3,0}     25    1
49    493   130   131  0.486665  {0,3,0}     26    1
117   538   151   152  0.748952  {0,1,0}     22    1
14    540   244   245  0.856224  {0,1,0}     36    1
32    548    42    43  0.826214  {0,1,0}     30    0
94    559    17    22  0.619377  {0,0,1}     33    1
54    587    43    45  0.462472  {0,0,1}     39    1
61    593   101   102  0.354138  {0,2,0}     36    0
12    607    42    43  0.054531  {0,0,1}     28    1
121   618   107   108  0.685750  {0,0,1}     20    1
87    620    84    86  0.316098  {0,2,0}     26    1
74    622     5     6  0.421758  {0,2,0}     32    1
101   634   128   129  0.458733  {0,3,0}     24    0
28    635   220   221  0.164275  {1,0,0}     30    1
50    635    97    98  0.016880  {0,2,0}     33    1
126   658   219   223  0.833758  {1,1,0}     26    1
51    678   231   232  0.809230  {0,1,0}     39    1
34    694   113   115  0.486377  {0,3,0}     31    1
48    696   237   238  0.715023  {0,1,0}     31    1
111   703   198   199  0.389083  {0,1,0}     40    0
76    706    98   127  0.520997  {0,1,0}     30    0
15    714   135   147  0.360616  {0,2,0}     25    1
125   728   146   147  0.489080  {0,2,0}     27    1
8     729   226   251  0.368192  {0,1,0}     21    0
75    730   103   104  0.331465  {0,2,0}     20    0
6     732   170   171  0.706715  {0,3,0}     28    1
16    749    19    20  0.661161  {0,3,0}     38    0
45    755    17    22  0.953529  {0,1,0}     25    1
53    757   195   248  0.300339  {0,1,0}     32    1
120   757   180   181  0.942016  {1,0,0}     40    1
46    760    29    31  0.470166  {0,2,0}     37    1
119   767   106   108  0.446880  {1,1,0}     39    1
83    768   140   142  0.212220  {0,2,0}     26    1
17    781   218   250  0.746220  {0,2,0}     27    0
79    797    71    73  0.557851  {0,1,0}     25    1
106   805   195   248  0.964755  {0,3,0}     29    0
77    824    99   131  0.498966  {0,1,1}     36    1
69    831    42    43  0.662878  {0,1,0}     35    0
47    832   141   150  0.426023  {0,1,0}     27    1
27    838   119   120  0.385643  {0,1,0}     20    1
39    867   131   132  0.399932  {1,2,0}     26    1
98    879   210   211  0.451303  {0,0,1}     22    0
93    888    68    69  0.437278  {0,3,0}     21    1
19    903    22    24  0.899729  {0,1,0}     22    1
73    907   128   129  0.865206  {1,2,0}     30    1
29    908   161   165  0.358861  {0,1,0}     39    0
82    915    39    40  0.726007  {1,0,0}     28    1
26    919   123   124  0.364670  {0,1,0}     31    0
5     920   233   235  0.555858  {0,1,0}     34    0
20    920     3     4  0.808658  {1,1,0}     40    1
85    924   243   245  0.977091  {1,0,0}     30    1
41    936   209   216  0.648149  {0,3,0}     22    0
9     936   239   240  0.254298  {0,2,0}     40    0
13    960   247   249  0.185214  {0,3,0}     28    1
30    965   133   135  0.286912  {1,0,0}     21    1
1     966    30    33  0.545270  {1,0,0}     34    1
84    967    76    78  0.671921  {0,1,0}     29    0
124   974   126   127  0.420857  {0,0,1}     33    0
55    980   226   251  0.766239  {0,1,0}     36    0
37    986   185   186  0.774640  {1,1,0}     24    1
52    989   154   157  0.981195  {0,1,0}     32    0
7     996     5     6  0.368213  {0,1,0}     29    0
115  1014    53    54  0.881444  {0,2,0}     26    1
123  1021   210   211  0.867256  {0,2,0}     22    1
0    1023   107   108  0.505086  {0,1,0}     23    0
86   1033   117   121  0.250166  {0,2,0}     23    0
11   1044    50    52  0.936330  {1,0,0}     23    1
58   1061    82    83  0.779802  {1,0,0}     29    1
64   1067   166   167  0.073703  {0,2,0}     22    1
116  1083    46    47  0.691059  {0,3,0}     33    0
10   1084   126   127  0.267983  {0,1,1}     25    0
78   1086   159   161  0.892297  {1,1,0}     34    1
42   1093    43    45  0.771310  {1,1,0}     25    1
100  1094    97   115  0.882392  {0,2,0}     23    1
21   1105   200   201  0.529723  {0,2,0}     28    1
71   1107   131   132  0.196866  {0,2,0}     23    1
35   1110   133   134  0.536113  {0,1,0}     36    0
107  1115   192   194  0.825600  {0,3,0}     26    1
62   1117    53    55  0.780644  {0,1,0}     20    1
110  1128   244   245  0.815989  {1,0,0}     30    0
112  1130   137   138  0.334250  {0,2,0}     36    1
108  1148    95    99  0.898128  {0,1,1}     33    1
40   1150   180   181  0.422915  {0,1,1}     22    1
18   1151    27    28  0.371320  {0,1,1}     38    0
80   1158    23    87  0.737081  {0,1,0}     29    1
97   1168   158   160  0.193662  {0,1,0}     24    1
33   1171   101   112  0.551199  {0,3,0}     38    0
59   1188   143   144  0.680552  {0,2,0}     38    0
109  1204    42    43  0.617779  {0,2,0}     40    1
99   1232   161   164  0.517957  {1,0,0}     39    1
91   1239    51    52  0.989533  {0,3,0}     37    1
68   1246   125   126  0.292293  {0,0,1}     33    0
63   1257    39    73  0.357090  {0,1,0}     27    1
60   1257   185   187  0.414610  {0,2,0}     23    1
44   1271    71    72  0.154329  {0,3,0}     38    1
23   1276    55    56  0.689605  {0,2,0}     25    0
31   1290   116   123  0.546461  {0,1,0}     20    0
67   1308   113   114  0.107266  {0,2,0}     31    1
96   1330   226   251  0.432321  {1,0,0}     25    1
66   1330    47    48  0.002393  {1,0,0}     33    1
4    1340   171   172  0.939799  {0,2,0}     26    0
57   1358    82    85  0.471843  {0,3,0}     28    1
104  1367   218   225  0.942592  {0,2,0}     37    1
2    1412    83    84  0.167441  {0,0,1}     31    0
95   1431    92    93  0.890679  {0,1,0}     34    0
103  1439   236   238  0.354411  {1,1,0}     25    1
