map EGL-G2-C
fac 5 10 {0,249,175,82,235}
hosp 3 {0,36,87}
n_ALS 10 1 {1:0,2:249,2:175,1:82,4:235}
n_BLS 15 1 {1:0,5:249,1:175,3:82,5:235}
n_CLS 7 0 {2:0,3:175,1:82,1:235}
      c_m  head  tail      c_af      c_d  c_tau  c_h
80      3    16    18  0.960235  {0,3,0}     28    1
70      6   220   221  0.940045  {1,3,0}     30    1
91     20   215   221  0.530913  {0,1,0}     37    1
84     36    29    30  0.431271  {0,2,0}     22    1
66     37   118   119  0.669922  {0,1,0}     33    1
67     40   179   180  0.854635  {1,3,0}     33    1
38     48   162   163  0.003924  {0,0,1}     32    1
52    114    49    50  0.918715  {0,1,0}     34    1
40    127    70    79  0.680882  {0,1,0}     26    1
124   163   184   185  0.386520  {0,2,0}     22    0
49    165   195   196  0.586235  {0,1,0}     32    1
27    187    90    92  0.153956  {0,1,0}     39    0
19    208     3    15  0.979739  {0,1,0}     29    0
114   212     9    10  0.363009  {0,1,0}     40    1
64    222    70    71  0.319682  {0,1,0}     36    0
108   256    43    46  0.719700  {0,2,0}     32    1
5     320   202   209  0.984072  {1,1,0}     29    1
62    327   166   178  0.432038  {1,1,0}     34    1
97    353    36    39  0.766720  {1,0,0}     28    1
8     361    78    82  0.433432  {0,1,0}     32    1
1     371   179   184  0.176638  {1,0,0}     23    1
53    422   107   109  0.375830  {0,1,0}     31    1
83    441    90    92  0.576699  {0,3,0}     27    1
23    449   225   226  0.596480  {1,1,0}     25    1
33    453    69    70  0.024831  {1,1,0}     36    1
17    478     3    15  0.857710  {0,3,0}     34    1
90    478   146   147  0.017303  {0,2,0}     25    0
58    488   115   116  0.788360  {0,2,0}     39    1
71    496   177   180  0.129295  {1,1,0}     24    1
89    500   133   134  0.694906  {0,2,0}     28    1
57    521    69    80  0.074346  {0,1,0}     37    1
78    557    36    39  0.506079  {1,2,0}     23    1
48    564   140   141  0.294523  {0,1,0}     20    0
81    573   213   215  0.728639  {0,1,0}     33    0
126   589   102   103  0.333066  {0,1,0}     25    1
59    590   240   242  0.490951  {0,3,0}     34    1
95    594   231   232  0.297537  {0,0,1}     29    0
31    615   159   160  0.109123  {0,3,0}     24    1
30    617    89    90  0.409778  {0,1,0}     37    0
37    627    49    50  0.641320  {1,0,0}     30    1
28    629   215   221  0.805324  {0,0,1}     22    0
68    631   177   180  0.062950  {0,1,0}     26    1
117   634    42    43  0.962005  {0,1,0}     38    0
15    636   146   147  0.642529  {1,2,0}     40    1
99    654    26    28  0.162250  {1,0,0}     21    1
63    668   239   240  0.636673  {0,1,0}     40    0
120   672   156   157  0.569228  {0,3,0}     38    1
25    673    24    26  0.816341  {1,1,0}     23    1
107   675    62    63  0.550070  {0,2,0}     39    0
92    683    87    88  0.772112  {1,1,0}     33    1
122   701    15    17  0.701530  {0,0,1}     23    0
47    705    17    22  0.238233  {1,3,0}     23    1
125   727   213   215  0.993366  {1,1,0}     22    1
61    738    63    64  0.615708  {0,2,0}     33    1
88    747   167   168  0.543308  {0,1,0}     31    1
104   747   227   231  0.572545  {1,1,0}     25    1
35    776    81    89  0.015697  {0,3,0}     26    1
112   779   146   147  0.057802  {1,0,0}     27    1
65    779   252   253  0.667555  {1,1,0}     26    1
74    780     1     2  0.383594  {0,3,0}     36    1
18    797   186   188  0.724738  {1,1,0}     28    1
56    797   126   127  0.409635  {0,1,0}     35    1
16    804   153   154  0.147425  {0,1,0}     22    1
75    807    11    42  0.013020  {1,0,0}     33    1
82    809    25    26  0.865797  {0,1,0}     32    0
85    810   174   189  0.960908  {0,2,0}     32    0
51    816   231   232  0.486947  {0,2,0}     25    1
21    819    42    43  0.686751  {1,0,0}     40    1
10    822   228   229  0.202061  {0,2,0}     28    0
86    823    70    71  0.709113  {0,1,1}     31    1
72    830   210   215  0.658779  {1,0,0}     35    1
69    832    19    20  0.503316  {0,1,0}     35    1
29    849    16    17  0.470083  {0,3,0}     35    0
96    890    58    59  0.928394  {1,0,0}     20    1
54    902   126   150  0.385435  {1,0,0}     31    1
2     910    94    95  0.952001  {0,3,0}     21    0
103   916    29    30  0.166144  {0,1,1}     21    0
4     926   225   228  0.374990  {0,1,0}     20    1
109   935   197   200  0.558591  {1,1,0}     34    1
9     937   192   194  0.754060  {0,1,0}     20    1
110   940   191   195  0.917359  {1,1,0}     37    1
24    950   136   146  0.346112  {0,1,0}     36    1
121   955   249   252  0.054916  {0,2,0}     28    1
105   968    66    67  0.207124  {0,2,0}     21    1
3     976    50    51  0.937250  {0,0,1}     34    1
6     993     8     9  0.896729  {0,1,1}     37    0
36   1008    66    93  0.160754  {0,2,0}     38    1
39   1012    70    79  0.037584  {0,1,0}     31    1
93   1023     5    26  0.442207  {1,0,0}     36    1
76   1034    71    72  0.948964  {0,0,1}     35    1
73   1050    70    79  0.034833  {0,2,0}     31    0
106  1056   236   238  0.842413  {1,0,0}     24    1
77   1064   155   156  0.259535  {0,3,0}     38    1
87   1064   178   179  0.356167  {0,1,0}     21    0
79   1077   216   218  0.632551  {1,1,0}     27    1
102  1078   208   209  0.692635  {0,2,0}     29    1
34   1086    16    17  0.252251  {0,2,0}     28    0
118  1094   116   117  0.638395  {1,1,0}     37    1
113  1099    30    33  0.636491  {0,1,0}     29    1
42   1102   104   105  0.046181  {0,3,0}     39    0
11   1109   239   243  0.352899  {1,0,0}     29    1
60   1120   177   181  0.117303  {1,2,0}     37    1
32   1122   133   135  0.676101  {0,0,1}     31    1
111  1126    65    66  0.886571  {0,3,0}     40    0
14   1126   135   136  0.100056  {0,2,0}     38    0
41   1136     0    21  0.299462  {0,1,0}     27    0
55   1146   226   229  0.968649  {1,1,0}     22    1
119  1159   237   238  0.625564  {0,1,0}     22    0
13   1167    40    41  0.712917  {0,3,0}     20    0
26   1176   141   142  0.177036  {0,1,0}     38    1
127  1184   161   164  0.156132  {0,3,0}     25    0
123  1240   190   192  0.020805  {0,1,0}     24    0
45   1244   108   109  0.440025  {0,1,0}     20    0
100  1259    27    30  0.798567  {1,0,0}     37    1
43   1277    78    79  0.659623  {0,2,0}     27    0
115  1306    10    41  0.137591  {0,3,0}     40    0
22   1310    82    83  0.881632  {0,1,0}     34    0
7    1318   121   155  0.914420  {0,3,0}     39    1
101  1321   167   168  0.642414  {0,1,0}     26    1
44   1324   219   223  0.584061  {1,0,0}     34    1
0    1328   215   221  0.671715  {0,2,0}     21    1
94   1355    29    31  0.504412  {0,3,0}     28    1
12   1360   128   129  0.503352  {0,2,0}     25    1
46   1361    43    45  0.915899  {1,1,0}     26    1
50   1384   219   220  0.275810  {0,1,0}     21    0
20   1390   195   196  0.123745  {1,1,0}     31    1
98   1416   204   206  0.995604  {0,1,1}     21    1
116  1430   122   124  0.675606  {0,1,0}     26    1
