map EGL-G1-D
fac 5 10 {0,47,202,72,37}
hosp 2 {0,223}
n_ALS 8 1 {3:47,2:202,3:72}
n_BLS 19 1 {5:0,6:47,1:202,3:72,4:37}
n_CLS 8 0 {1:0,1:47,2:202,2:72,2:37}
      c_m  head  tail      c_af      c_d  c_tau  c_h
65     43    12    16  0.788733  {0,2,0}     21    1
13     74   151   154  0.479007  {1,2,0}     35    1
19     82     1    12  0.297293  {0,2,0}     24    1
107    94    69    78  0.549022  {0,3,0}     34    1
8     169    39    72  0.963932  {1,0,0}     20    1
80    219    48    49  0.602300  {1,1,0}     26    1
57    268   244   245  0.839718  {0,1,0}     39    1
76    300   223   224  0.258271  {0,1,0}     34    1
118   353   163   168  0.463850  {0,3,0}     37    1
48    390   115   122  0.243550  {0,3,0}     24    0
42    440   158   160  0.706304  {1,1,0}     23    1
20    455   161   162  0.380882  {0,1,0}     37    1
32    466    16    18  0.037367  {0,3,0}     22    0
110   483    16    18  0.252448  {1,1,0}     20    1
2     499    78    79  0.450875  {0,3,0}     20    1
22    541   142   144  0.534430  {0,1,0}     34    1
111   542   240   242  0.797076  {0,0,1}     37    0
108   546    23   149  0.616307  {1,0,0}     32    1
41    549    39    52  0.041848  {0,1,0}     21    1
62    554    49    56  0.439592  {1,1,0}     26    1
100   555    96    97  0.767315  {1,0,0}     39    1
123   562    30    33  0.279244  {0,2,0}     24    1
109   563   112   113  0.702862  {1,0,0}     30    1
25    563   160   163  0.765433  {0,3,0}     34    1
106   607    39    52  0.907940  {0,2,0}     36    1
116   608   108   109  0.067481  {0,1,1}     38    1
16    618    59    60  0.686542  {0,1,0}     22    1
0     622   114   115  0.558036  {0,1,0}     33    1
113   628    83    84  0.660357  {1,1,0}     31    1
78    632    92    93  0.110812  {0,1,0}     39    1
101   632   139   141  0.562938  {0,2,0}     29    0
46    641   125   149  0.307568  {1,1,0}     26    1
81    644    27    28  0.736251  {1,1,0}     27    1
30    647   135   136  0.060823  {0,1,0}     22    1
23    650   222   223  0.406038  {0,1,0}     29    1
4     665   246   247  0.903989  {0,1,0}     21    0
120   665   163   168  0.980733  {1,1,0}     40    1
21    666    17    22  0.218859  {0,1,0}     28    0
60    675   155   161  0.951704  {1,0,0}     20    1
45    693   185   186  0.437274  {1,1,0}     23    1
121   693   106   107  0.432013  {1,1,0}     26    1
49    694     4    22  0.776245  {0,1,0}     40    1
33    697    45    64  0.501559  {1,1,0}     22    1
104   725   210   212  0.501220  {1,0,0}     36    1
54    726   138   139  0.051799  {0,2,0}     24    0
36    737   163   168  0.372479  {0,1,1}     22    0
92    737   184   185  0.679330  {0,2,0}     21    1
66    750   164   165  0.973277  {0,0,1}     25    1
91    760   232   233  0.596054  {0,3,0}     32    0
83    769    23   170  0.280152  {1,3,0}     23    1
93    773   165   166  0.884803  {1,0,0}     35    1
112   775   128   137  0.619853  {1,3,0}     27    1
122   778   139   140  0.737138  {0,1,0}     30    1
29    795    32    33  0.101712  {0,2,0}     29    1
24    798    69    78  0.599688  {0,1,0}     21    1
40    819   195   197  0.238910  {0,1,0}     31    1
39    848   199   202  0.067855  {0,1,0}     38    0
37    864    43    45  0.020036  {0,1,0}     39    1
119   868    56    57  0.159969  {0,3,0}     29    0
7     878    65    91  0.069421  {1,3,0}     37    1
87    885    23   170  0.701795  {0,1,0}     31    0
88    892   161   162  0.605917  {0,2,0}     32    0
17    900   227   228  0.057439  {1,0,0}     22    1
117   905   207   208  0.049553  {0,2,0}     22    1
53    905   129   136  0.860529  {1,0,0}     23    1
38    907     5    26  0.287105  {1,2,0}     31    1
18    912   106   107  0.523404  {0,2,0}     31    1
75    926   241   242  0.784771  {0,1,0}     33    1
35    928    29    30  0.777213  {0,1,1}     34    1
95    930     4     5  0.772909  {1,1,0}     25    1
59    941    10    41  0.406333  {0,3,0}     25    1
103   948   119   161  0.533447  {0,3,0}     37    1
52    970   165   166  0.270231  {0,2,0}     37    0
47    980   160   163  0.454004  {0,2,0}     23    1
50    983   173   181  0.446343  {1,3,0}     29    1
34   1005    29    31  0.144517  {0,2,0}     28    0
14   1016   206   207  0.717624  {0,3,0}     26    1
70   1017    45    64  0.502799  {0,1,0}     31    1
10   1019   118   119  0.501313  {0,2,0}     35    0
71   1024   177   184  0.255844  {0,1,0}     36    1
124  1024    91    92  0.973876  {0,2,0}     37    1
114  1033    12    13  0.988788  {1,1,0}     20    1
51   1041    43    46  0.656832  {0,1,0}     35    1
63   1058    49    56  0.354061  {0,1,0}     23    0
3    1067   164   165  0.060445  {1,0,0}     21    1
82   1075   234   235  0.428050  {1,0,0}     24    1
64   1088    98   131  0.973163  {0,2,0}     21    0
72   1097   103   104  0.711754  {0,1,0}     21    0
44   1098   219   220  0.183864  {0,3,0}     25    1
56   1105    39    40  0.710058  {1,0,0}     26    1
12   1108   238   240  0.196217  {1,1,0}     36    1
77   1113   228   230  0.686284  {0,3,0}     33    0
68   1113   240   242  0.885848  {1,0,0}     36    1
26   1118    59    60  0.177374  {1,0,0}     31    1
