map EGL-G2-C
fac 5 10 {0,14,19,113,46}
hosp 2 {0,95}
n_ALS 7 1 {2:0,2:19,3:113}
n_BLS 19 1 {3:0,2:14,5:19,2:113,7:46}
n_CLS 6 0 {3:14,2:113,1:46}
      c_m  head  tail      c_af      c_d  c_tau  c_h
87      0    11    42  0.562745  {0,1,0}     37    0
102    41   152   155  0.737237  {0,1,0}     32    1
14     56   218   225  0.964568  {0,0,1}     32    1
114    59    60    68  0.282663  {0,2,0}     34    1
35    109    25    26  0.839883  {1,0,0}     39    1
47    117   205   208  0.282040  {0,1,0}     30    0
127   151   117   119  0.924594  {0,0,1}     22    1
34    167    48    49  0.696663  {0,2,0}     34    1
115   198    57    61  0.753374  {0,1,0}     21    0
81    218   141   150  0.676386  {0,1,0}     38    1
117   237    93    94  0.668997  {0,1,0}     25    1
7     242   141   142  0.048567  {1,0,0}     40    1
105   251   105   107  0.477874  {0,1,1}     35    1
9     261   148   149  0.060589  {0,1,0}     34    1
120   267    32    34  0.671707  {0,2,0}     23    1
11    279   210   215  0.339381  {0,1,0}     33    1
4     293   205   208  0.194131  {1,1,0}     26    1
39    330   225   228  0.912090  {0,1,0}     20    0
25    359     8     9  0.678618  {0,2,0}     33    1
103   382   223   224  0.021771  {1,1,0}     20    1
119   398   244   253  0.881672  {1,0,0}     30    1
84    420   242   243  0.273823  {1,0,0}     20    1
26    420    66    67  0.145064  {1,0,0}     36    1
113   422   125   150  0.700794  {0,1,0}     31    0
75    433    84    86  0.023682  {0,1,0}     21    1
63    469    71    73  0.581669  {0,2,0}     29    1
107   472    72    73  0.223116  {0,3,0}     34    0
77    486   113   114  0.100195  {1,1,0}     34    1
76    544   140   142  0.308153  {0,1,0}     36    0
54    559   129   138  0.552193  {1,0,0}     30    1
122   561   253   254  0.913342  {0,1,0}     26    0
49    563    60    68  0.285345  {0,1,1}     38    1
79    571     0    21  0.382102  {0,2,0}     34    1
100   578     8     9  0.854046  {1,1,0}     28    1
71    599   152   153  0.733642  {0,1,0}     33    1
6     611     0    21  0.097910  {0,3,0}     23    0
55    631    54    58  0.389213  {0,1,0}     24    1
52    641    86    87  0.484169  {0,2,0}     27    1
118   643   249   252  0.072050  {0,0,1}     36    0
40    654   146   147  0.959156  {0,0,1}     27    1
30    658   109   110  0.151535  {0,1,0}     38    1
29    662   243   245  0.521423  {0,1,0}     36    1
45    665   101   112  0.847468  {0,2,0}     38    0
121   672   193   194  0.528131  {0,0,1}     37    1
68    680    93    94  0.049649  {0,2,0}     40    1
104   682     3    15  0.803644  {0,2,0}     38    0
101   685    55    56  0.623574  {0,2,0}     29    1
85    687    60    68  0.412868  {1,1,0}     25    1
78    737    71    72  0.816780  {0,2,0}     34    0
50    744    98   127  0.736158  {0,3,0}     30    1
18    752   179   184  0.504334  {0,3,0}     38    0
60    754    45    64  0.641709  {1,0,0}     26    1
42    763    23   171  0.883461  {0,1,0}     36    1
99    768   205   208  0.433915  {0,3,0}     24    0
109   770   212   213  0.744782  {1,0,0}     21    1
62    775   115   116  0.519412  {0,2,0}     28    1
96    790   116   123  0.504631  {0,1,0}     22    0
2     793    53    54  0.796468  {0,3,0}     33    0
37    795   127   128  0.145881  {1,3,0}     31    1
24    801   180   181  0.904790  {0,0,1}     40    1
51    804   126   127  0.279324  {1,1,0}     27    1
15    808   166   175  0.196072  {0,2,0}     28    0
58    815   239   240  0.536449  {1,0,0}     38    1
67    816    28    29  0.609482  {0,1,0}     39    1
88    824   138   139  0.939362  {0,3,0}     35    0
33    833    55    56  0.226397  {1,0,0}     21    1
36    839   106   108  0.550796  {0,1,0}     24    1
126   840    89    90  0.106410  {0,1,1}     23    1
123   861   127   128  0.669807  {1,1,0}     29    1
22    864   158   159  0.026340  {0,1,0}     39    0
64    865    93    94  0.364279  {1,1,0}     36    1
23    880   234   239  0.160288  {1,1,0}     40    1
116   881   133   134  0.226570  {1,1,0}     33    1
57    899   136   146  0.159374  {1,0,0}     29    0
112   911   198   199  0.710543  {0,1,0}     39    1
97    921   216   218  0.500529  {1,1,0}     40    1
73    926   163   167  0.746144  {0,2,0}     27    0
93    926   206   207  0.959500  {1,3,0}     29    0
56    931    35    36  0.582492  {0,2,0}     24    0
28    959    84    86  0.454696  {0,2,0}     21    1
86    967   125   126  0.013266  {0,1,1}     27    1
43    975    70    71  0.863049  {0,1,0}     32    1
12    977    19    25  0.274043  {0,0,1}     37    1
13    984    50    52  0.285792  {0,3,0}     37    1
110   988    66    93  0.685063  {1,1,0}     22    1
106  1012   162   163  0.077403  {0,1,0}     30    1
59   1021    76    77  0.268125  {0,1,0}     27    0
125  1023   158   159  0.475390  {1,0,0}     39    1
72   1038    84    85  0.349253  {0,2,0}     25    1
111  1050    39    40  0.548952  {1,1,0}     30    1
32   1053   102   103  0.484171  {0,2,0}     28    0
8    1058    46    47  0.860347  {1,1,0}     31    1
44   1064   167   168  0.992445  {0,3,0}     38    0
74   1074   154   158  0.746114  {0,2,0}     24    1
80   1084    79    80  0.337114  {0,3,0}     28    0
38   1087   247   249  0.666788  {1,0,0}     33    1
16   1089   245   246  0.627805  {0,1,0}     29    0
3    1098    83    84  0.512571  {1,1,0}     30    1
94   1106   152   153  0.713139  {0,0,1}     21    1
21   1110   181   182  0.433010  {0,3,0}     28    1
82   1116   135   136  0.424312  {0,3,0}     27    1
89   1141   179   184  0.793824  {0,1,0}     25    1
0    1147   244   253  0.664266  {0,3,0}     20    0
1    1150   184   188  0.174043  {1,1,0}     31    1
20   1155   236   237  0.892548  {1,0,0}     21    1
69   1199    21    35  0.713946  {1,1,0}     37    1
5    1218   105   106  0.661432  {0,2,0}     27    1
27   1233   185   187  0.637646  {1,0,0}     28    1
70   1237   165   166  0.207371  {0,1,1}     33    0
108  1246   186   198  0.728841  {1,1,0}     38    1
92   1267   164   169  0.833766  {0,2,0}     35    1
10   1278   251   252  0.224641  {0,1,0}     39    1
53   1278    55    56  0.458431  {1,0,0}     36    1
61   1280   245   246  0.507135  {0,1,0}     21    1
90   1280   108   109  0.623947  {1,0,0}     24    1
65   1284    15    17  0.498936  {0,1,0}     39    0
19   1310    47    64  0.650449  {0,1,0}     34    1
95   1314    91    92  0.084013  {0,2,0}     27    1
91   1335   122   123  0.717294  {0,3,0}     28    1
98   1337    13    14  0.272508  {1,1,0}     22    1
83   1339    85   101  0.301235  {1,0,0}     21    1
124  1372   228   230  0.951535  {1,1,0}     27    1
17   1386   234   235  0.934147  {0,0,1}     31    1
31   1388   123   124  0.884406  {1,1,0}     23    1
66   1406    93    94  0.245796  {0,1,0}     30    1
48   1413    16    18  0.123886  {1,0,0}     36    1
46   1428     2     3  0.003291  {0,3,0}     24    1
41   1430   158   160  0.697377  {1,1,0}     39    1
