map EGL-G1-C
fac 5 10 {0,243,233,36,220}
hosp 1 {0}
n_ALS 6 1 {3:0,1:233,2:36}
n_BLS 25 1 {4:0,5:243,2:233,5:36,9:220}
n_CLS 10 0 {3:0,2:243,1:233,3:36,1:220}
      c_m  head  tail      c_af      c_d  c_tau  c_h
50     39    89    90  0.906407  {0,3,0}     29    0
8      41    57    61  0.892406  {0,3,0}     28    0
120    81   180   181  0.661264  {1,1,0}     22    0
96    121    57    61  0.398491  {0,3,0}     31    1
117   121   154   155  0.231771  {0,3,0}     22    0
119   130   206   207  0.092890  {1,1,0}     30    1
22    156   202   204  0.319397  {0,0,1}     29    0
108   166   190   191  0.762123  {0,2,0}     37    1
37    171   142   143  0.138740  {1,0,0}     20    1
84    207   100   101  0.436557  {0,1,0}     28    0
75    233   131   132  0.244342  {1,0,0}     38    1
67    254    37    74  0.416277  {0,1,0}     40    0
69    281    37    74  0.185994  {0,1,0}     23    0
1     296   189   241  0.525282  {0,1,0}     23    0
14    336    91    92  0.605024  {0,2,0}     34    0
52    343   243   244  0.848423  {0,2,0}     29    1
64    362    41    51  0.735425  {1,0,0}     28    1
118   390   178   182  0.582903  {1,1,0}     26    1
41    414   111   112  0.663143  {0,3,0}     26    1
110   432   173   181  0.841649  {0,2,0}     24    0
32    434     9    34  0.539169  {0,0,1}     40    1
43    461   219   220  0.099521  {0,2,0}     34    0
54    475    61    62  0.458273  {1,1,0}     37    1
2     479     2    14  0.073454  {0,3,0}     30    1
20    480   115   116  0.670036  {0,1,0}     34    0
12    493   139   140  0.488282  {0,1,0}     39    0
42    493    83    85  0.453853  {0,3,0}     35    1
72    499     9    10  0.030199  {0,1,0}     20    0
53    515    10    11  0.223972  {0,2,0}     25    0
76    516   216   217  0.278093  {0,3,0}     35    0
0     531   129   130  0.451505  {0,1,0}     22    1
5     541    36    38  0.049118  {1,0,0}     22    1
107   544   104   106  0.745403  {0,2,0}     40    1
92    548    47    64  0.024557  {1,0,0}     30    1
105   565   127   138  0.106532  {1,0,0}     24    1
93    569    65    66  0.124921  {1,3,0}     22    1
15    571    16    17  0.628862  {1,1,0}     40    1
126   593    28    29  0.998742  {0,1,0}     27    0
49    605    95    97  0.048887  {0,2,0}     20    0
73    605   126   127  0.014285  {0,1,1}     24    1
70    612   144   145  0.791429  {0,1,0}     26    1
39    618   114   115  0.328744  {0,1,0}     21    0
65    620    75    76  0.114084  {0,1,0}     22    1
68    624    41    51  0.170506  {0,2,0}     20    1
16    628    88    89  0.718379  {0,1,0}     28    1
6     634    28    29  0.297686  {0,2,0}     40    0
115   641   127   128  0.468259  {0,1,1}     33    0
36    658   204   205  0.309138  {0,3,0}     24    1
30    661   144   145  0.758564  {1,3,0}     37    1
81    664    31    38  0.320734  {0,1,0}     31    0
19    695   232   233  0.449023  {0,1,1}     24    1
18    699   185   192  0.948795  {0,2,0}     27    1
17    706     0     1  0.399292  {1,1,0}     32    1
31    709   240   242  0.844575  {0,0,1}     37    0
4     713   127   128  0.839507  {0,2,0}     34    1
28    725   100   111  0.397067  {0,2,0}     20    1
104   731   132   133  0.531540  {0,3,0}     29    1
66    734    96   111  0.567768  {0,1,0}     38    1
113   742   211   212  0.875690  {0,1,0}     29    0
63    743    43    44  0.703726  {0,3,0}     23    0
127   743   111   112  0.402673  {0,2,0}     29    1
114   774   213   214  0.460622  {1,1,0}     28    0
78    775    41    51  0.780591  {0,2,0}     21    1
9     783   144   145  0.050287  {0,2,0}     32    0
10    801   228   230  0.483415  {0,1,0}     30    1
47    819   169   170  0.777387  {1,0,0}     21    1
97    823    43    45  0.742259  {1,3,0}     32    1
40    823    59    60  0.038951  {0,1,1}     26    1
55    825   189   241  0.671387  {0,2,0}     24    0
83    829    57    61  0.854614  {0,3,0}     34    1
101   831   112   113  0.086315  {0,3,0}     24    0
57    834    65    92  0.356324  {0,3,0}     22    0
27    843   106   108  0.627562  {0,1,0}     35    1
116   845   128   137  0.952039  {1,1,0}     28    1
111   849    82    83  0.081579  {1,1,0}     37    1
85    850   240   241  0.224381  {0,3,0}     36    1
56    851   243   244  0.456730  {1,0,0}     26    1
74    856   140   141  0.994342  {0,1,0}     35    0
51    858     2     3  0.885540  {1,1,0}     34    1
95    864     5     6  0.818045  {0,3,0}     38    1
106   879   176   179  0.264818  {0,1,0}     30    1
98    882    65    66  0.001991  {0,1,0}     34    0
89    888   202   204  0.317793  {0,3,0}     23    0
99    892   134   135  0.567143  {0,2,0}     28    1
13    894    27    28  0.258078  {0,1,0}     20    1
86    895   244   248  0.264703  {0,1,0}     27    1
59    896   211   213  0.562598  {1,0,0}     20    1
90    919    92    93  0.017387  {1,1,0}     29    1
71    920   140   149  0.070655  {0,1,0}     35    0
91    933     0     1  0.605078  {1,0,0}     30    1
87    934    48    49  0.364945  {0,2,0}     33    0
23    939   127   128  0.729938  {1,1,0}     20    1
48    944   105   117  0.837389  {1,0,0}     25    1
82    958   223   224  0.643844  {1,1,0}     23    1
35    964    60    67  0.321177  {1,0,0}     21    1
122   974    45    64  0.484825  {0,1,0}     38    0
38    976    84   100  0.037794  {0,3,0}     39    0
45    981   210   212  0.006098  {0,2,0}     22    1
102  1008    26    28  0.255744  {1,0,0}     35    1
124  1009    23   229  0.283658  {1,1,0}     21    1
109  1026    45    64  0.777586  {0,3,0}     31    0
25   1053   150   152  0.254593  {1,1,0}     25    1
3    1062    40    41  0.133595  {0,3,0}     34    1
29   1068   199   201  0.569368  {0,1,0}     33    0
121  1140   241   242  0.921820  {0,1,0}     23    1
33   1147   100   111  0.667566  {1,0,0}     38    0
79   1147   126   127  0.861026  {0,3,0}     28    1
34   1150   202   203  0.364530  {1,1,0}     26    1
100  1159   179   180  0.724884  {1,1,0}     37    1
60   1195   198   199  0.271694  {1,0,0}     26    1
46   1226   134   146  0.011690  {0,1,0}     28    1
21   1249   212   243  0.595090  {0,2,0}     35    1
61   1254    73    75  0.157344  {0,2,0}     27    1
94   1259   245   246  0.108719  {1,1,0}     20    1
125  1265   220   222  0.903604  {0,1,0}     30    1
112  1268   101   110  0.759204  {0,3,0}     29    0
58   1282   112   113  0.497207  {0,1,0}     31    1
80   1284   151   154  0.862239  {0,1,0}     24    1
44   1293   222   225  0.822461  {1,1,0}     30    1
103  1317   237   238  0.629135  {1,1,0}     38    1
123  1325   198   200  0.454290  {1,1,0}     33    1
11   1344   240   241  0.403264  {0,1,1}     25    1
7    1354     1    12  0.905733  {0,1,0}     31    1
88   1360    38    40  0.067140  {0,1,0}     26    1
62   1373    59    60  0.212390  {0,2,0}     27    1
26   1374   186   187  0.709360  {0,2,0}     23    0
77   1414   237   238  0.868730  {0,1,0}     40    0
24   1436   140   149  0.650466  {0,2,0}     31    0
