map EGL-G1-B
fac 5 10 {0,64,91,244,24}
hosp 2 {0,24}
n_ALS 7 1 {2:64,1:244,4:24}
n_BLS 17 1 {4:0,4:64,4:91,2:244,3:24}
n_CLS 10 0 {1:0,4:64,1:91,1:244,3:24}
      c_m  head  tail      c_af      c_d  c_tau  c_h
70     26    77    81  0.159861  {1,0,0}     28    1
49     40   219   221  0.372546  {0,2,0}     35    1
37     45   149   150  0.218377  {0,1,0}     27    0
52     71    83    84  0.379390  {0,1,0}     39    1
58     92   105   117  0.855006  {0,1,0}     28    0
116    94    69    70  0.886309  {0,1,0}     28    1
19    101     4     5  0.966110  {0,1,0}     21    1
42    113   198   200  0.619416  {0,1,1}     39    1
53    117   192   193  0.589430  {0,1,0}     30    1
118   125   175   176  0.361316  {0,2,0}     23    0
36    128   134   135  0.102133  {0,2,0}     21    1
1     133   153   156  0.022378  {0,2,0}     34    1
43    147    23   229  0.204196  {1,0,0}     28    1
100   150   116   120  0.985974  {0,2,0}     31    1
57    173   170   171  0.352736  {1,1,0}     31    1
15    195   121   123  0.994397  {0,2,0}     20    1
99    233   232   233  0.847088  {0,1,0}     33    1
87    313    39    52  0.592717  {0,2,0}     31    1
60    358   178   182  0.657857  {0,1,0}     22    1
44    396    72    73  0.355429  {0,3,0}     29    0
124   401     4    22  0.198643  {0,2,0}     24    1
110   404   203   210  0.835993  {0,1,0}     32    1
67    431   139   141  0.402881  {0,1,0}     27    1
10    436   105   107  0.047309  {1,0,0}     28    1
74    444    59    71  0.484344  {0,2,0}     37    1
94    502   129   136  0.050786  {0,1,1}     21    0
121   513   169   173  0.374835  {0,1,0}     29    1
101   526   158   160  0.989520  {1,0,0}     27    1
62    526   101   110  0.271243  {0,3,0}     27    0
0     528   149   150  0.899541  {0,2,0}     40    0
55    532   184   185  0.420913  {0,1,0}     33    1
25    541    20    21  0.456182  {1,0,0}     23    1
31    545    50    53  0.921978  {1,1,0}     29    1
122   554    35    36  0.334231  {0,1,0}     30    1
73    561    79    80  0.892197  {0,2,0}     28    1
38    583   175   176  0.169122  {0,1,0}     22    0
66    593   180   181  0.611251  {0,1,1}     20    1
40    594    50    52  0.140908  {0,2,0}     39    0
91    595    91    92  0.598882  {0,2,0}     33    1
113   607   136   137  0.587874  {1,1,0}     20    1
69    616   204   205  0.246386  {0,2,0}     28    1
82    629   223   224  0.196529  {0,1,0}     22    0
78    631   226   231  0.355998  {0,0,1}     34    0
76    640   225   248  0.577904  {1,0,0}     20    1
26    647   188   189  0.727603  {1,0,0}     20    1
96    648   153   156  0.849710  {1,0,0}     40    1
109   649   231   236  0.817653  {0,0,1}     33    1
3     652    48    49  0.818416  {1,0,0}     21    1
92    659    27    28  0.717596  {1,0,0}     24    0
123   672    42    43  0.188880  {0,2,0}     40    1
75    690    36    37  0.622561  {0,3,0}     26    1
29    701   158   159  0.749466  {0,2,0}     39    1
32    709    96   114  0.811952  {0,2,0}     39    1
98    715   112   114  0.403967  {0,2,0}     32    0
2     730    93    94  0.454371  {0,2,0}     35    1
8     734   241   242  0.369771  {1,0,0}     38    1
54    735   104   105  0.735648  {0,0,1}     34    1
77    738   115   116  0.508524  {0,1,0}     25    1
27    742   144   147  0.173621  {0,2,0}     20    1
79    752     4     5  0.367537  {0,1,0}     29    1
95    768    11    42  0.085317  {0,3,0}     23    1
108   769   204   209  0.475660  {0,2,0}     35    0
45    784   222   223  0.119673  {0,1,0}     40    1
83    785   103   104  0.530161  {0,1,1}     20    1
47    826    24    26  0.861560  {0,2,0}     40    0
115   829    66    67  0.073402  {0,3,0}     26    0
126   830   119   161  0.466225  {1,1,0}     23    1
18    844   103   104  0.119995  {0,1,0}     29    0
9     846     9    34  0.224954  {0,3,0}     24    0
59    847     4     5  0.787900  {0,3,0}     25    0
117   847   175   176  0.111266  {1,0,0}     28    1
104   883    30    33  0.162150  {0,0,1}     38    1
112   899   165   174  0.049491  {0,2,0}     35    1
22    899    17    22  0.359213  {0,1,1}     36    0
90    901   240   241  0.006857  {1,0,0}     27    1
35    901   229   230  0.852530  {0,2,0}     29    0
21    907   165   166  0.297232  {1,1,0}     22    1
23    919    77    78  0.809849  {1,0,0}     25    1
11    940   231   236  0.898507  {1,1,0}     40    1
50    948   180   181  0.303896  {0,1,1}     39    1
61    954   191   193  0.407905  {0,3,0}     39    1
28    954   111   112  0.997698  {1,1,0}     34    1
103   971    15    17  0.772348  {0,2,0}     34    1
34    977    89    90  0.196652  {0,3,0}     29    0
89    982    37    74  0.676598  {0,1,0}     32    1
97    983   152   153  0.696330  {0,0,1}     20    0
125   984   207   209  0.654228  {0,1,0}     33    1
16    992    83    84  0.425649  {0,0,1}     32    1
93   1024   167   175  0.660393  {1,0,0}     39    1
24   1033    48    57  0.940664  {1,0,0}     40    1
102  1044   191   193  0.361972  {0,0,1}     37    1
80   1055   244   245  0.601543  {0,2,0}     26    0
86   1055   237   238  0.273185  {0,3,0}     32    0
56   1058   199   201  0.202510  {1,0,0}     22    1
17   1059    20    21  0.239307  {0,2,0}     35    1
120  1076   137   138  0.745687  {1,1,0}     20    1
64   1078   202   203  0.198725  {0,3,0}     28    1
46   1083    48    57  0.281189  {1,0,0}     27    1
41   1083   158   160  0.465878  {0,3,0}     22    1
88   1104   237   240  0.468374  {0,1,0}     39    1
48   1110    75    76  0.392436  {1,3,0}     30    1
106  1131    89    91  0.286794  {0,1,0}     29    0
12   1135   140   149  0.128024  {0,2,0}     33    1
6    1154   119   161  0.971316  {0,2,0}     26    0
33   1170     6     7  0.445322  {1,1,0}     21    1
13   1174   124   149  0.488098  {0,1,0}     35    1
105  1177    73    74  0.708957  {0,3,0}     35    1
72   1210    58    59  0.155118  {0,2,0}     33    1
107  1228   173   181  0.794228  {0,1,1}     26    0
65   1260   171   172  0.610737  {1,0,0}     39    1
111  1288   178   183  0.154681  {0,2,0}     34    1
14   1292   238   239  0.301255  {1,0,0}     37    1
30   1297    98    99  0.623979  {1,0,0}     25    1
63   1304    93    94  0.935138  {0,2,0}     26    0
7    1308   234   235  0.098013  {1,0,0}     22    1
68   1318    10    11  0.806121  {0,1,0}     30    0
51   1334   124   151  0.776092  {0,1,0}     32    0
114  1357   151   152  0.108423  {1,1,0}     28    1
81   1359   237   240  0.007609  {0,2,0}     36    1
4    1359    53    54  0.322114  {1,1,0}     24    1
127  1360    89    90  0.306119  {0,2,0}     33    0
84   1364    27    30  0.494568  {0,1,0}     40    0
5    1372    53    55  0.676923  {0,2,0}     22    0
85   1389   132   133  0.529395  {1,1,0}     27    1
39   1394    17    22  0.759888  {0,2,0}     39    1
20   1398    45    46  0.544853  {1,0,0}     29    1
119  1427   131   132  0.447197  {0,2,0}     31    1
71   1439    32    33  0.898426  {0,2,0}     29    1
