map EGL-G1-C
fac 5 10 {0,119,56,67,59}
hosp 2 {0,242}
n_ALS 6 1 {1:56,3:67,2:59}
n_BLS 17 1 {3:0,5:119,4:56,3:67,2:59}
n_CLS 9 0 {1:0,2:119,4:56,2:59}
      c_m  head  tail      c_af      c_d  c_tau  c_h
51     12   199   202  0.640740  {0,1,0}     23    1
119    21    31    32  0.074384  {0,2,0}     40    1
123    26   238   239  0.079506  {1,0,0}     28    1
3      51   165   166  0.277852  {1,1,0}     24    1
23     56   174   176  0.602407  {0,3,0}     33    0
7      67    83    84  0.657637  {0,1,1}     25    1
41     95   225   248  0.367689  {1,1,0}     26    1
2     110   151   154  0.300594  {0,2,0}     32    1
85    147   119   161  0.052433  {0,1,0}     38    0
103   165   162   167  0.903915  {1,1,0}     24    1
21    373     8     9  0.672289  {0,0,1}     36    1
60    380    68    69  0.942137  {0,3,0}     22    0
49    380    65    92  0.653189  {0,3,0}     29    1
19    392   144   145  0.256954  {0,2,0}     28    0
127   413    28    29  0.292601  {0,1,1}     23    1
10    413   116   120  0.686480  {0,1,0}     21    1
90    420   156   160  0.531930  {0,3,0}     40    1
56    422   231   232  0.431092  {1,1,0}     30    1
1     427   171   172  0.369565  {0,2,0}     37    0
52    434   162   166  0.712997  {0,3,0}     30    0
68    459    69    70  0.593253  {0,1,0}     24    1
42    460    28    29  0.744270  {0,1,0}     34    0
5     477    53    54  0.841700  {0,1,1}     32    1
93    487    37    74  0.891888  {1,1,0}     33    1
17    491    90    95  0.780408  {0,2,0}     40    1
24    525   216   217  0.919428  {1,1,0}     23    1
46    530     3     4  0.452545  {0,1,1}     27    0
84    542    96   111  0.599882  {1,1,0}     20    1
29    553   154   155  0.780572  {1,0,0}     21    0
111   553     2     3  0.318681  {0,2,0}     31    1
54    600    54    55  0.470384  {0,1,0}     28    0
55    607    43    45  0.482569  {1,1,0}     33    1
112   611   195   196  0.969474  {1,1,0}     26    1
61    615   162   167  0.050010  {0,2,0}     24    0
70    622    31    32  0.139395  {1,1,0}     29    1
81    623    36    38  0.266905  {1,1,0}     20    1
6     626   195   197  0.194667  {0,2,0}     24    0
107   646    32    34  0.073249  {0,2,0}     37    1
67    647   199   202  0.607511  {0,1,1}     22    1
66    657    67    68  0.955884  {0,1,0}     27    1
14    658   104   106  0.344676  {1,0,0}     26    1
125   665   211   213  0.830140  {0,3,0}     34    1
101   669    18    20  0.970617  {0,2,0}     39    1
59    683    29    31  0.811023  {0,1,0}     25    0
105   685   203   210  0.812492  {1,1,0}     38    1
96    686   137   138  0.522863  {0,1,0}     31    1
77    686    32    33  0.019300  {1,1,0}     26    1
4     693   234   235  0.321696  {1,3,0}     27    0
53    704    45    46  0.316325  {0,1,0}     38    1
126   720   196   203  0.105313  {0,1,0}     22    0
75    721   165   166  0.540216  {0,2,0}     38    0
39    730   202   204  0.925452  {1,0,0}     36    1
35    759    48    49  0.818310  {0,2,0}     20    1
43    771    30    33  0.232787  {0,1,0}     33    1
48    772   213   216  0.900921  {0,3,0}     36    1
87    775    18    19  0.776309  {0,2,0}     24    0
32    777   110   113  0.839808  {0,2,0}     39    0
88    797    39    52  0.622794  {0,2,0}     26    1
98    809   234   235  0.183223  {1,1,0}     27    1
30    818   185   192  0.469936  {0,2,0}     35    0
122   824   206   207  0.976492  {1,0,0}     36    1
89    825   196   197  0.580980  {0,1,0}     22    0
82    846   190   192  0.362781  {1,0,0}     33    1
79    850    18    19  0.071375  {1,1,0}     31    1
64    854    23    86  0.672613  {0,3,0}     33    1
116   855   134   146  0.222534  {0,1,1}     36    1
26    859    43    46  0.732339  {0,2,0}     21    1
121   876   162   166  0.024912  {1,3,0}     33    1
80    881   222   225  0.935994  {0,1,0}     21    1
25    884    23   149  0.088186  {1,0,0}     34    1
11    893    62    63  0.019029  {1,0,0}     25    1
86    909    31    32  0.652166  {0,0,1}     26    0
110   922   237   238  0.759365  {0,2,0}     39    1
83    936    68    79  0.125880  {0,2,0}     24    0
100   937   154   155  0.806967  {0,2,0}     22    1
76    943   225   227  0.529025  {0,1,1}     25    0
34    963   102   103  0.406681  {0,1,0}     25    0
27    966   104   105  0.584677  {0,2,0}     39    0
113   975   106   108  0.614755  {0,0,1}     31    1
40   1001    49    56  0.612254  {1,1,0}     31    1
124  1001    12    16  0.247503  {0,1,0}     30    1
