map EGL-G1-A
fac 5 10 {0,226,101,232,110}
hosp 1 {0}
n_ALS 7 1 {4:0,1:232,2:110}
n_BLS 19 1 {3:0,4:226,3:101,4:232,5:110}
n_CLS 10 0 {1:0,2:226,3:101,1:232,3:110}
      c_m  head  tail      c_af      c_d  c_tau  c_h
97      1    45    64  0.337196  {0,3,0}     38    1
31     13   226   227  0.592338  {1,0,0}     25    1
49     19   151   154  0.366511  {1,0,0}     39    1
118    41   189   241  0.051083  {0,2,0}     20    0
51     43   125   149  0.032507  {0,2,0}     34    1
113   135    49    50  0.203720  {0,2,0}     29    1
127   147   130   131  0.672607  {0,2,0}     21    1
101   166   244   248  0.873010  {0,1,0}     40    0
44    217     7    30  0.242631  {0,3,0}     20    0
4     261   174   176  0.860065  {0,0,1}     27    1
70    274   108   109  0.581672  {0,3,0}     31    0
23    284   234   235  0.199850  {1,0,0}     27    1
73    370   142   143  0.424010  {1,1,0}     22    1
83    381     2    14  0.818549  {0,1,0}     21    1
45    387    19    20  0.474989  {0,2,0}     30    1
106   396   132   134  0.007130  {1,3,0}     33    1
14    396   179   180  0.438344  {0,2,0}     40    1
102   397   190   191  0.019057  {1,0,0}     29    1
115   407    91    92  0.130728  {0,1,0}     30    0
0     436   243   244  0.273805  {1,1,0}     37    1
72    467   244   248  0.660529  {1,0,0}     23    1
92    479   100   111  0.329817  {0,3,0}     30    0
81    486   193   194  0.008041  {1,0,0}     22    1
25    487     6    27  0.276281  {0,1,0}     21    0
3     510   151   154  0.321777  {0,0,1}     24    0
43    518    96   114  0.139121  {0,1,0}     23    1
121   521    48    49  0.615389  {0,1,0}     23    0
94    536    94    95  0.635337  {0,3,0}     30    1
108   539    90    91  0.309311  {0,1,0}     27    1
40    562     6    27  0.623276  {0,1,0}     34    1
55    579   144   145  0.155740  {1,0,0}     32    1
41    592   240   241  0.181509  {0,2,0}     35    1
21    602   198   200  0.009154  {1,1,0}     29    1
22    609   229   230  0.215077  {0,1,0}     26    1
76    636   232   234  0.567062  {1,0,0}     24    1
17    639   212   243  0.709666  {0,3,0}     34    0
19    640    22    24  0.669290  {0,0,1}     39    0
15    644   120   154  0.264032  {0,1,0}     26    1
85    651     8    33  0.667563  {0,2,0}     34    0
50    652   102   103  0.336556  {0,1,0}     26    0
100   654   150   152  0.748777  {0,1,0}     36    0
119   658   228   229  0.689722  {0,1,0}     30    0
27    664   198   200  0.562472  {0,2,0}     23    0
69    665    67    68  0.963108  {0,0,1}     24    1
114   683   115   122  0.223387  {0,1,0}     23    0
110   689   165   177  0.400715  {0,1,0}     32    0
117   690     7    30  0.733439  {1,0,0}     40    1
33    691    65    66  0.695001  {0,1,0}     32    0
37    698    97   126  0.131583  {0,2,0}     38    0
54    699     5    23  0.692678  {0,2,0}     24    0
12    709   202   204  0.344357  {1,1,0}     37    1
105   719   171   172  0.009427  {1,2,0}     28    1
98    731    42    43  0.843014  {0,1,1}     31    1
116   735    22    24  0.492816  {0,2,0}     29    1
99    739   178   182  0.630851  {1,2,0}     39    1
86    766    97   126  0.878412  {1,1,0}     37    0
87    799    41    51  0.935018  {0,3,0}     37    1
93    809    67    68  0.593971  {0,3,0}     26    1
89    809   120   121  0.942314  {1,1,0}     25    1
109   809   212   243  0.870331  {0,1,0}     29    0
34    826   226   231  0.647004  {0,1,0}     28    1
123   831    93    94  0.773838  {0,2,0}     31    0
5     832   101   110  0.302892  {0,2,0}     26    0
122   833    81    82  0.655232  {1,0,0}     28    1
56    847    72    73  0.555014  {0,2,0}     35    0
77    855   144   145  0.908389  {0,1,0}     27    0
6     856     5    26  0.667339  {0,2,0}     23    0
79    856   211   213  0.214185  {0,3,0}     37    1
112   864   118   119  0.214676  {0,2,0}     26    1
8     871   158   160  0.845015  {0,3,0}     36    1
42    877    98   131  0.921346  {1,0,0}     28    1
91    899   154   155  0.912743  {0,0,1}     39    1
59    900   151   152  0.944277  {0,3,0}     39    1
60    908    22    24  0.355619  {0,2,0}     29    0
30    910   162   166  0.683342  {0,2,0}     39    1
39    910    17    19  0.804784  {1,0,0}     30    0
48    915   100   101  0.943629  {1,0,0}     28    1
52    927   177   178  0.013409  {0,1,0}     40    1
2     929    24    25  0.507855  {0,2,0}     37    1
9     942   121   123  0.257807  {0,2,0}     37    1
95    945    36    37  0.549861  {0,2,0}     36    1
82    947    94    98  0.099461  {1,0,0}     28    0
20    950   178   179  0.184680  {1,0,0}     38    1
68    954   225   227  0.287678  {0,1,0}     34    1
61    977   169   173  0.210293  {0,0,1}     36    0
75    985   161   162  0.409698  {0,3,0}     29    1
103   986   240   242  0.106198  {0,0,1}     31    0
47   1009    39    40  0.692876  {0,1,0}     23    1
1    1011   245   246  0.551449  {1,0,0}     36    1
53   1023    23   229  0.969432  {1,1,0}     40    1
65   1031    80    81  0.775929  {0,3,0}     23    0
29   1044    17    19  0.524258  {0,1,0}     21    0
46   1062   222   225  0.830735  {1,0,0}     23    1
120  1076   119   161  0.433417  {0,2,0}     31    1
16   1077   112   114  0.446593  {0,1,0}     22    0
32   1080   246   247  0.982746  {0,2,0}     20    0
67   1088   160   164  0.044450  {1,0,0}     30    1
10   1100    98    99  0.696139  {0,1,0}     20    0
104  1147    19    20  0.749964  {0,2,0}     38    0
38   1177    86    87  0.788404  {0,1,0}     37    0
18   1181    31    38  0.450062  {0,1,0}     36    0
88   1193    17    19  0.013183  {0,2,0}     23    1
78   1193   225   227  0.378586  {1,1,0}     35    1
24   1206   163   168  0.098752  {0,3,0}     24    1
84   1229   195   196  0.115845  {0,3,0}     38    0
62   1229     8    33  0.113133  {0,1,0}     21    1
126  1247   246   248  0.163980  {0,2,0}     33    0
