map EGL-G1-C
fac 5 10 {0,26,212,192,23}
hosp 2 {0,210}
n_ALS 7 1 {1:0,3:26,3:192}
n_BLS 21 1 {4:0,4:26,3:212,5:192,5:23}
n_CLS 9 0 {2:0,2:26,1:212,2:192,2:23}
      c_m  head  tail      c_af      c_d  c_tau  c_h
56      0    41    51  0.858625  {0,1,0}     39    1
109    53     9    10  0.924172  {1,1,0}     37    1
59     72    79    80  0.615308  {1,1,0}     29    0
54     77   127   138  0.545480  {0,1,0}     24    0
85     92    43    46  0.190877  {0,2,0}     37    0
22    132   199   201  0.858447  {0,1,0}     30    1
55    139     9    10  0.452200  {0,2,0}     29    0
93    143    36    39  0.897020  {0,0,1}     32    0
62    184   238   240  0.094682  {0,1,1}     34    1
125   209   192   193  0.513662  {0,2,0}     25    0
3     209   118   119  0.890486  {0,3,0}     40    1
20    283   204   209  0.642342  {0,1,0}     28    0
87    311   210   211  0.782786  {1,1,0}     31    1
97    319     8    33  0.466701  {0,2,0}     22    1
103   322   120   121  0.301871  {1,1,0}     36    1
78    340   198   200  0.222445  {0,2,0}     35    1
17    362    14    15  0.555382  {0,2,0}     37    1
91    371    55    56  0.406782  {1,0,0}     36    1
113   421   198   200  0.082804  {0,1,0}     26    1
107   426    12    16  0.198950  {0,1,0}     29    1
23    437   243   244  0.324721  {0,1,0}     25    1
10    445   238   239  0.943545  {0,1,0}     30    0
111   504   165   177  0.146574  {1,0,0}     28    1
8     537   207   209  0.550767  {1,1,0}     23    1
81    541   144   145  0.515723  {0,1,1}     35    1
83    554   158   159  0.492098  {0,1,0}     36    1
30    561    70    71  0.705805  {0,1,0}     27    1
118   563    31    38  0.123134  {0,3,0}     20    1
40    563    26    28  0.137540  {1,0,0}     39    1
115   567   104   106  0.723538  {1,0,0}     36    1
50    569    42    43  0.124425  {0,3,0}     25    0
60    575   225   248  0.043321  {1,2,0}     32    1
44    576     2    14  0.690498  {1,0,0}     26    1
13    589    94    98  0.185217  {1,1,0}     20    1
47    594     5     6  0.284529  {1,1,0}     21    1
18    599   142   143  0.473551  {0,2,0}     21    0
96    632   108   109  0.329152  {0,1,0}     25    0
104   635   215   216  0.663492  {0,2,0}     38    0
11    640    53    55  0.132773  {0,1,0}     20    1
67    641    94    98  0.119276  {0,1,0}     20    1
26    642   149   150  0.419674  {0,2,0}     37    1
15    657   192   193  0.526220  {0,3,0}     24    0
35    666   186   187  0.360795  {0,1,0}     39    0
66    666    96    97  0.570625  {0,1,0}     23    1
27    668   174   175  0.749701  {0,2,0}     36    0
119   676   103   113  0.082153  {0,1,0}     22    0
43    706   189   190  0.482198  {0,3,0}     27    1
79    713    59    71  0.986855  {0,1,0}     22    1
58    719    75    76  0.883060  {0,1,0}     32    1
94    721   101   102  0.166239  {1,0,0}     28    1
49    731   195   196  0.639233  {0,2,0}     29    1
29    731   132   134  0.089179  {0,2,0}     26    0
122   744   241   242  0.689568  {1,0,0}     36    1
71    745    55    56  0.522076  {1,1,0}     31    1
69    749   177   178  0.947887  {1,1,0}     27    1
86    768     9    34  0.757963  {0,2,0}     29    1
65    778    54    58  0.920932  {0,1,0}     39    1
116   782   246   248  0.089786  {0,1,0}     30    1
77    785    46    47  0.647503  {0,1,0}     35    0
117   792   206   207  0.451538  {0,1,0}     34    0
92    810   151   154  0.863905  {1,1,0}     31    1
52    829    34    41  0.246430  {0,1,0}     37    1
