map EGL-G1-C
fac 5 10 {0,139,78,153,156}
hosp 3 {0,202,138}
n_ALS 5 1 {1:0,2:139,1:78,1:153}
n_BLS 25 1 {5:0,5:139,5:78,2:153,8:156}
n_CLS 10 0 {4:0,3:139,1:153,2:156}
      c_m  head  tail      c_af      c_d  c_tau  c_h
104    61     7    30  0.636090  {1,0,0}     25    1
59     71    23   149  0.105933  {0,2,0}     28    1
31     76   174   176  0.087499  {0,1,1}     35    1
99     81   131   132  0.785669  {0,3,0}     34    1
89    102    80    88  0.903981  {1,0,0}     39    1
81    123   240   241  0.158023  {0,2,0}     21    1
101   125   157   159  0.919716  {0,3,0}     26    1
24    138     3    15  0.640231  {0,1,1}     34    1
62    172    20    21  0.156751  {1,3,0}     39    1
107   177   147   148  0.349218  {0,1,1}     36    0
49    245   186   187  0.119805  {0,1,1}     28    0
121   287    73    74  0.870121  {0,1,0}     25    1
30    313    19    20  0.435742  {1,1,0}     21    1
127   338   120   154  0.205064  {0,3,0}     33    0
43    352    20    21  0.286404  {0,3,0}     23    0
8     363    20    21  0.365175  {0,3,0}     29    1
63    380   225   227  0.007044  {0,1,0}     37    0
65    384    10    41  0.132820  {0,1,1}     39    0
112   394   191   194  0.165783  {0,1,0}     38    1
105   408    75    76  0.476315  {1,1,0}     25    1
80    426   185   186  0.294398  {0,1,0}     21    1
87    439   237   238  0.692729  {0,3,0}     31    0
52    440     2     3  0.084329  {1,0,0}     32    1
13    458   157   158  0.898196  {1,0,0}     38    1
23    468   150   152  0.512873  {0,2,0}     22    1
61    481   122   123  0.449173  {0,3,0}     39    0
18    510   156   160  0.698778  {1,0,0}     26    1
67    515   116   120  0.489751  {0,1,0}     27    1
82    518    70    72  0.056148  {1,1,0}     27    0
74    535   179   180  0.715155  {0,1,0}     26    0
68    545    61    62  0.764955  {0,0,1}     28    1
113   545   196   197  0.420171  {0,2,0}     20    1
51    552   242   245  0.126415  {0,1,0}     33    1
58    552   102   103  0.100607  {0,1,0}     36    1
77    578   222   225  0.063704  {0,1,0}     28    1
111   584   108   109  0.259874  {0,2,0}     39    1
126   585    98   130  0.794295  {1,1,0}     22    1
73    592    98   130  0.942240  {0,0,1}     32    1
