map EGL-G2-A
fac 5 10 {0,48,59,160,209}
hosp 2 {0,240}
n_ALS 9 1 {2:0,2:48,2:59,2:160,1:209}
n_BLS 18 1 {1:0,4:48,6:59,3:160,4:209}
n_CLS 8 0 {2:48,4:160,2:209}
      c_m  head  tail      c_af      c_d  c_tau  c_h
22     19   151   152  0.296404  {0,3,0}     24    1
112    49   212   213  0.399565  {1,1,0}     29    1
5      91    17    22  0.707261  {0,1,0}     30    0
92     97   127   128  0.979128  {1,0,0}     26    1
44    123   233   234  0.540587  {0,3,0}     28    1
84    125   244   245  0.911170  {0,1,0}     29    1
65    160   184   185  0.005878  {0,1,0}     38    0
102   198   225   226  0.978401  {1,1,0}     23    1
53    211    81    89  0.729361  {1,0,0}     25    1
55    232   204   206  0.592932  {0,2,0}     29    1
96    295   179   184  0.632335  {1,1,0}     35    1
126   320    91    92  0.612741  {0,1,0}     23    0
31    321   103   104  0.582011  {1,1,0}     23    1
82    355    35    36  0.476391  {0,2,0}     28    0
93    369    10    11  0.016391  {0,1,0}     32    1
26    381    12    13  0.817771  {0,1,0}     38    1
95    384    94    95  0.753633  {0,2,0}     30    1
74    392    95    96  0.175139  {0,1,0}     38    1
50    399   179   184  0.603564  {0,2,0}     36    0
63    421    27    28  0.276368  {0,0,1}     30    1
101   423   141   150  0.238630  {0,1,0}     32    1
18    423    25    26  0.570961  {0,3,0}     28    0
7     436   161   164  0.996992  {1,1,0}     22    1
67    466   206   207  0.084550  {0,3,0}     22    1
122   470   197   200  0.881845  {1,1,0}     32    1
59    473   177   180  0.188762  {0,0,1}     36    1
70    504   228   230  0.644323  {1,2,0}     33    1
56    514   164   165  0.230585  {0,3,0}     25    0
120   536   125   152  0.875976  {0,1,0}     21    0
98    561    63    65  0.547070  {1,0,0}     39    1
124   569    50    52  0.511979  {0,2,0}     37    0
106   570   166   178  0.965763  {1,1,0}     30    1
28    571    10    41  0.136098  {0,2,0}     23    0
40    574    79    80  0.198420  {0,3,0}     34    1
61    585   245   247  0.772162  {0,2,0}     24    1
47    600   162   163  0.064779  {0,1,1}     33    1
108   614     3    23  0.210519  {0,1,0}     32    0
118   647   161   165  0.371580  {1,1,0}     20    1
35    685   174   183  0.241113  {0,1,1}     38    1
49    690    50    51  0.280462  {0,3,0}     32    1
111   701    91    96  0.173951  {0,0,1}     26    0
51    708   239   240  0.259006  {0,1,1}     20    1
2     709   209   216  0.134247  {0,2,0}     29    0
23    717   225   226  0.058524  {0,2,0}     22    1
77    726   213   214  0.907283  {0,2,0}     36    1
52    729   142   143  0.608740  {1,1,0}     40    1
117   736   196   198  0.055057  {0,1,1}     33    1
39    737    98   127  0.356833  {0,1,0}     29    1
57    745   159   161  0.892333  {1,1,0}     33    1
66    749   120   162  0.074036  {0,3,0}     23    0
115   752   179   184  0.109642  {0,2,0}     34    1
127   755   247   249  0.391309  {0,3,0}     23    1
113   768    63    64  0.854092  {0,2,0}     27    1
42    778    22    24  0.303412  {0,3,0}     31    0
32    803    86    87  0.749211  {0,1,0}     40    0
60    807   151   152  0.171817  {1,2,0}     39    1
110   815   195   196  0.062629  {1,1,0}     22    1
121   822    59    72  0.567651  {1,0,0}     39    1
114   826    68    69  0.361298  {1,0,0}     28    0
72    835    82    85  0.298723  {0,1,1}     39    1
87    849   101   112  0.650920  {0,3,0}     36    1
24    863   217   219  0.533551  {1,0,0}     39    1
37    879   117   121  0.138633  {1,0,0}     28    1
90    889    24    25  0.902581  {0,3,0}     40    0
107   893   244   245  0.323985  {0,0,1}     20    1
91    898     2    14  0.861765  {1,0,0}     24    1
73    910   189   190  0.889390  {1,0,0}     37    1
12    912    71    73  0.346007  {0,2,0}     37    0
21    913    32    34  0.609528  {0,1,0}     32    0
104   921   133   134  0.534332  {0,2,0}     21    0
1     925   145   146  0.960418  {1,1,0}     20    1
89    932   101   112  0.469449  {0,3,0}     30    1
48    942    74    76  0.313051  {0,2,0}     36    0
8     963    89    97  0.507121  {0,1,1}     39    0
119   973    53    54  0.808398  {1,1,0}     23    1
105   974   121   155  0.344620  {0,2,0}     20    1
64    981   116   123  0.596015  {0,1,0}     25    0
71    993   180   181  0.267149  {0,3,0}     38    1
29    995   209   216  0.309553  {0,2,0}     37    0
17   1000   146   147  0.380916  {1,0,0}     27    1
69   1002    91    92  0.593624  {1,1,0}     37    1
88   1004   117   119  0.322776  {0,1,0}     28    1
99   1010   221   222  0.106563  {0,2,0}     33    1
46   1011   145   146  0.619134  {1,0,0}     33    1
9    1013   165   166  0.992478  {0,1,0}     40    1
125  1037   120   170  0.967374  {0,3,0}     40    1
94   1049   247   249  0.968214  {1,0,0}     33    1
11   1055   122   123  0.729408  {0,2,0}     21    1
123  1057    66    67  0.523001  {0,1,1}     26    0
34   1062    62    63  0.069051  {0,3,0}     35    1
97   1096   210   211  0.571454  {0,2,0}     28    1
85   1102    98   127  0.889490  {0,2,0}     37    1
15   1104   158   160  0.266541  {0,0,1}     21    0
103  1121     4    22  0.736289  {1,1,0}     22    1
27   1130   233   235  0.963654  {0,3,0}     39    0
45   1130   188   189  0.541504  {1,0,0}     27    1
10   1131    23   237  0.646457  {0,2,0}     37    1
19   1132   116   123  0.491084  {0,2,0}     36    0
41   1135   179   180  0.336793  {1,1,0}     29    1
80   1144    53    55  0.080462  {0,2,0}     26    1
83   1148    32    33  0.611993  {0,3,0}     22    1
81   1149   101   112  0.527178  {1,0,0}     31    1
109  1154    71    72  0.660557  {0,2,0}     30    1
86   1182   156   162  0.262901  {0,1,0}     33    0
43   1198    24    26  0.519829  {0,3,0}     40    1
116  1229    11    42  0.571541  {0,1,1}     37    0
20   1235     4     5  0.493286  {0,1,1}     30    1
25   1236   130   131  0.936848  {0,3,0}     37    1
36   1238   210   215  0.675069  {1,3,0}     32    1
16   1245     5    23  0.012640  {1,1,0}     40    1
79   1253    42    43  0.809000  {0,3,0}     29    0
68   1265     6    27  0.336365  {0,2,0}     24    1
54   1267    12    16  0.218783  {0,2,0}     36    1
6    1289   249   252  0.857137  {0,2,0}     37    0
0    1295   117   119  0.129778  {1,1,0}     38    1
14   1307    21    35  0.243351  {1,0,0}     40    1
58   1309    27    30  0.510451  {0,1,0}     24    1
62   1317    51    52  0.873116  {1,1,0}     25    0
75   1321   148   149  0.750633  {0,1,0}     32    0
4    1328    85   101  0.901238  {0,3,0}     36    1
78   1335    79    80  0.507479  {1,1,0}     29    1
76   1336    19    25  0.497981  {1,1,0}     38    1
38   1346    17    22  0.988852  {0,2,0}     22    1
33   1346   228   229  0.183621  {0,1,0}     33    1
3    1351   251   252  0.200982  {0,3,0}     24    1
100  1409     9    10  0.162117  {0,1,0}     29    0
30   1416   168   176  0.939531  {0,2,0}     30    0
13   1438   156   157  0.164316  {0,1,0}     39    1
