map EGL-G1-C
fac 5 10 {0,190,121,222,85}
hosp 2 {0,32}
n_ALS 10 1 {2:0,6:190,2:85}
n_BLS 19 1 {4:0,3:190,4:121,5:222,3:85}
n_CLS 8 0 {2:0,1:190,1:121,3:222,1:85}
      c_m  head  tail      c_af      c_d  c_tau  c_h
77      2   194   195  0.101127  {1,1,0}     33    1
71     18   104   105  0.912186  {0,2,0}     28    1
127    21   154   155  0.085013  {0,1,0}     34    1
31     46   124   151  0.623999  {1,1,0}     26    1
116    72    11    42  0.070173  {0,2,0}     38    1
20     84    78    79  0.845560  {0,1,0}     34    1
98    116    39    40  0.918590  {0,3,0}     30    1
106   144    17    19  0.384562  {0,3,0}     35    0
69    145   241   242  0.079103  {0,1,0}     28    1
75    158   144   145  0.760986  {0,3,0}     20    0
14    177   161   162  0.542001  {0,1,0}     32    0
52    189   197   198  0.425141  {0,1,0}     33    1
23    205     1    12  0.161198  {0,2,0}     32    0
92    215    70    72  0.406822  {0,2,0}     36    1
19    264   128   137  0.706279  {0,1,0}     30    1
12    284   241   242  0.331899  {1,0,0}     32    1
100   313   135   145  0.939784  {0,0,1}     20    0
72    369   203   210  0.197763  {0,1,1}     32    0
10    431    86    87  0.636248  {0,2,0}     26    0
93    431   101   110  0.440424  {0,3,0}     36    0
38    435    96    97  0.014604  {0,2,0}     31    1
83    455    16    17  0.358883  {1,1,0}     35    1
53    480    22    24  0.424676  {0,2,0}     22    0
114   497    53    54  0.211497  {1,1,0}     25    1
30    521    54    55  0.401252  {1,1,0}     28    1
103   533   179   180  0.300008  {0,1,0}     34    0
44    539   155   156  0.842430  {0,2,0}     27    1
7     541   170   171  0.847622  {0,1,0}     36    1
27    543    32    33  0.164040  {1,1,0}     23    1
110   547   127   138  0.838027  {1,0,0}     23    1
41    547   227   228  0.049658  {0,1,0}     23    1
67    563    12    16  0.715019  {0,1,0}     29    1
117   586   206   207  0.991707  {0,1,0}     26    0
61    595    53    54  0.096953  {1,0,0}     21    1
122   598   237   238  0.697828  {0,0,1}     31    0
104   627    19    20  0.135949  {0,1,0}     22    0
82    633   234   235  0.786220  {1,0,0}     31    1
64    635   162   166  0.376600  {0,3,0}     32    1
63    639   105   107  0.009171  {0,1,0}     21    1
95    649   129   130  0.952996  {0,1,0}     23    0
125   658   227   228  0.705474  {0,2,0}     25    0
78    671   234   235  0.009809  {0,1,1}     28    0
84    678   246   247  0.452291  {0,1,0}     34    0
40    687   246   248  0.906607  {0,1,0}     26    0
22    690   169   173  0.201316  {0,1,0}     34    0
97    699   150   151  0.867551  {0,3,0}     33    0
11    710    17    19  0.375186  {0,1,1}     22    1
124   717   174   176  0.125098  {0,2,0}     38    0
57    731     3    23  0.084379  {1,1,0}     22    1
39    734   124   125  0.245526  {0,1,0}     38    1
86    742   129   130  0.621295  {0,3,0}     28    0
66    743     5     6  0.086525  {1,1,0}     21    1
16    751   162   166  0.328748  {0,3,0}     34    0
85    754   103   104  0.889840  {1,1,0}     37    1
25    757   140   149  0.918426  {0,3,0}     30    0
5     769   234   236  0.157934  {0,2,0}     31    1
48    782     3    23  0.871555  {0,0,1}     32    1
13    794   191   193  0.144672  {0,1,0}     39    1
73    801   231   236  0.980249  {0,1,0}     36    1
68    803   138   139  0.208432  {1,0,0}     38    1
8     812    24    26  0.520696  {0,3,0}     33    0
112   816   207   209  0.813118  {0,2,0}     37    1
45    818    90    95  0.257526  {1,1,0}     28    1
51    828   176   180  0.779123  {0,0,1}     26    0
54    837   244   245  0.638114  {0,3,0}     30    1
3     841     8     9  0.635606  {1,0,0}     21    1
87    846    80    88  0.697168  {1,2,0}     23    1
4     861     8     9  0.165000  {0,2,0}     20    1
80    863    41    51  0.184813  {1,0,0}     22    1
79    873   123   124  0.387142  {0,1,0}     36    0
111   875   134   146  0.576014  {0,2,0}     36    1
2     878   191   194  0.369316  {0,2,0}     27    1
94    887   153   157  0.964081  {0,2,0}     22    0
76    890   170   171  0.477010  {0,1,0}     22    1
90    892    36    37  0.881982  {0,2,0}     36    1
29    894   146   147  0.525993  {0,1,0}     36    1
74    907   240   241  0.807153  {0,2,0}     34    1
33    910    65    66  0.237167  {0,2,0}     20    0
62    921     6    27  0.928506  {0,1,0}     31    0
59    925   178   182  0.048663  {0,3,0}     29    1
36    939   238   239  0.989281  {1,1,0}     24    1
47    949    98    99  0.829249  {1,2,0}     21    1
88    957    28    29  0.356209  {0,1,1}     21    0
17    957   154   155  0.303250  {1,0,0}     30    1
56    972    97   126  0.700571  {1,0,0}     38    1
24    994   105   107  0.263602  {1,1,0}     39    1
9    1008   121   122  0.248775  {0,2,0}     27    0
26   1009    83    85  0.478722  {0,1,0}     36    1
91   1038    94    98  0.746408  {0,1,0}     40    1
101  1050   213   216  0.172185  {0,0,1}     32    1
46   1052   171   172  0.063508  {0,0,1}     22    0
0    1058   127   138  0.976803  {0,1,0}     40    1
119  1058   123   124  0.198589  {0,3,0}     33    1
34   1074   126   127  0.272960  {0,1,0}     34    0
49   1084   215   216  0.628983  {1,0,0}     32    1
50   1084   222   223  0.726387  {0,0,1}     23    1
70   1094   163   164  0.454680  {0,1,0}     40    0
126  1094   141   142  0.558360  {0,2,0}     29    0
18   1132    96   111  0.253403  {0,3,0}     34    0
32   1132    36    39  0.404559  {1,2,0}     26    1
1    1133   119   169  0.067187  {1,1,0}     37    1
35   1133    10    41  0.224197  {0,3,0}     24    1
109  1135    50    51  0.565718  {0,1,0}     22    1
42   1162     2     3  0.492865  {0,0,1}     40    1
55   1162   139   140  0.164271  {1,1,0}     23    1
