map EGL-G2-B
fac 5 10 {0,190,70,166,238}
hosp 2 {0,232}
n_ALS 6 1 {2:0,1:166,3:238}
n_BLS 23 1 {4:0,2:190,6:70,6:166,5:238}
n_CLS 9 0 {2:0,3:70,2:166,2:238}
      c_m  head  tail      c_af      c_d  c_tau  c_h
93     22   101   102  0.362167  {1,1,0}     28    1
23     36    12    13  0.869792  {0,1,0}     28    0
118    45    38    40  0.590182  {0,2,0}     25    1
79     49    98   127  0.733737  {0,2,0}     35    0
14     60    69    80  0.025987  {0,2,0}     22    0
98     73   223   224  0.372017  {0,2,0}     27    1
36     80   122   124  0.491806  {1,1,0}     22    1
20     83    41    51  0.660225  {1,0,0}     35    1
120   100    74    76  0.770817  {0,2,0}     32    0
66    177   240   242  0.353629  {1,1,0}     32    1
74    199   103   111  0.226335  {0,2,0}     33    0
78    228   103   111  0.974354  {0,0,1}     38    1
117   234    28    29  0.841699  {0,1,0}     31    1
55    289   239   240  0.947029  {1,1,0}     36    1
94    318   205   207  0.363854  {0,2,0}     36    1
22    327   132   133  0.404794  {0,2,0}     37    0
31    335    16    17  0.338726  {0,1,0}     40    0
26    350   218   225  0.772297  {1,2,0}     28    1
83    352   227   231  0.445868  {0,1,0}     37    1
67    362    61    62  0.707920  {0,2,0}     39    0
40    364   197   200  0.210455  {0,2,0}     26    1
91    368   127   128  0.507728  {0,2,0}     20    1
71    391    69    80  0.707609  {0,1,0}     21    1
105   417   141   142  0.529734  {0,1,0}     38    1
5     430   102   103  0.309684  {1,0,0}     26    1
48    431    50    52  0.327995  {0,1,0}     20    1
17    432   158   160  0.766910  {0,1,1}     30    1
38    450   165   166  0.722453  {1,1,0}     31    1
34    451    53    54  0.740417  {1,0,0}     20    1
82    459    84    86  0.643844  {0,2,0}     32    1
32    475   209   216  0.648426  {0,0,1}     29    1
9     480    49    50  0.058233  {0,2,0}     36    0
4     480   104   114  0.325119  {1,1,0}     32    1
1     480    89    90  0.147444  {0,0,1}     27    0
90    500    69    70  0.062273  {0,1,0}     23    1
16    502   196   198  0.849759  {0,1,0}     30    0
27    513   154   158  0.658604  {0,3,0}     28    0
63    520   178   179  0.828700  {0,3,0}     24    1
56    526   236   238  0.139311  {1,0,0}     21    1
47    547    53    54  0.419511  {0,0,1}     25    0
100   564     9    34  0.308126  {0,3,0}     36    0
70    567    74    75  0.787927  {0,1,0}     22    0
102   575   237   238  0.153212  {0,3,0}     25    0
11    592   193   246  0.194037  {1,1,0}     35    1
29    596     6     7  0.999386  {0,2,0}     39    0
125   605    50    51  0.649003  {0,1,0}     25    0
30    605    66    92  0.254356  {0,3,0}     20    0
13    607   193   194  0.791245  {0,2,0}     28    0
12    627    39    40  0.816822  {1,0,0}     26    1
86    639    39    40  0.134513  {1,0,0}     26    1
50    643     7     8  0.901631  {0,0,1}     22    0
124   651    48    49  0.875885  {0,3,0}     28    0
76    651   151   153  0.829597  {0,1,0}     25    0
126   667   201   203  0.480551  {0,2,0}     20    0
97    679    78    79  0.317889  {0,0,1}     21    0
113   690     0     1  0.196455  {1,0,0}     21    1
49    691   190   191  0.423840  {1,1,0}     33    1
28    697   121   122  0.721467  {1,0,0}     31    1
61    711    95    96  0.393284  {0,3,0}     22    0
39    711    39    73  0.050591  {0,2,0}     30    0
119   731   141   150  0.657282  {1,1,0}     28    1
108   731    53    55  0.264786  {0,3,0}     21    1
103   731   208   210  0.749481  {1,1,0}     40    1
77    732    20    21  0.909801  {0,2,0}     28    0
72    746    18    19  0.760210  {1,3,0}     24    1
80    747   133   134  0.877403  {0,1,0}     22    1
81    750   228   229  0.326484  {0,0,1}     24    1
52    754    39    40  0.804580  {0,3,0}     40    1
6     760    95    96  0.682649  {0,3,0}     21    1
0     764   192   193  0.191585  {1,0,0}     24    1
25    766    24    25  0.013015  {1,1,0}     31    1
110   768   226   227  0.472026  {0,1,0}     38    0
75    779   179   180  0.144751  {0,1,0}     23    1
10    781     7    30  0.028836  {0,3,0}     40    1
107   783   252   253  0.143551  {1,0,0}     28    1
122   802   208   209  0.930080  {1,0,0}     38    1
45    803    87    88  0.741850  {0,1,0}     30    1
37    809   135   147  0.431672  {0,3,0}     26    1
54    810   219   220  0.234591  {0,2,0}     25    0
123   817   125   126  0.697731  {0,1,0}     32    1
84    817   242   243  0.277267  {1,3,0}     27    1
89    826   163   167  0.049119  {0,3,0}     31    1
115   834   227   233  0.115613  {1,0,0}     28    1
42    846   135   147  0.002509  {0,1,0}     21    1
57    847    14    15  0.078159  {0,0,1}     37    0
85    862   130   131  0.400517  {0,2,0}     25    0
21    873    95    96  0.591722  {0,1,0}     36    0
92    884   119   120  0.449926  {0,0,1}     22    1
43    910    43    44  0.088390  {0,1,0}     22    0
73    915   128   129  0.575801  {0,3,0}     35    1
33    919   188   189  0.241472  {1,1,0}     39    1
46    923   117   121  0.950680  {0,3,0}     27    0
88    926   126   127  0.597814  {0,2,0}     22    1
60    933     5     6  0.480280  {1,0,0}     30    1
69    953   151   152  0.978738  {0,1,0}     29    1
7     972   178   185  0.127453  {1,1,0}     35    1
53    975    36    38  0.467839  {1,0,0}     37    1
106   982    23    87  0.244081  {0,0,1}     35    1
104   989   244   253  0.607729  {1,1,0}     32    1
116   991   246   247  0.455896  {0,3,0}     26    1
121  1011    84    85  0.173130  {1,1,0}     29    1
96   1018   211   212  0.553308  {0,3,0}     36    1
114  1024   118   119  0.835203  {1,1,0}     37    1
62   1042   195   196  0.759330  {1,0,0}     34    1
109  1045   113   115  0.358601  {0,1,0}     40    0
95   1049   140   141  0.257619  {0,1,0}     35    1
111  1068   179   183  0.445063  {0,1,1}     30    1
87   1075   102   111  0.204644  {0,2,0}     27    1
35   1119   104   114  0.527971  {0,3,0}     29    1
68   1121   157   163  0.526067  {1,0,0}     33    1
24   1121    67    68  0.048030  {0,2,0}     20    0
64   1139   234   239  0.254853  {0,1,0}     29    0
127  1184   105   106  0.662438  {1,0,0}     37    1
59   1190   166   175  0.018158  {1,0,0}     33    1
58   1240     0    21  0.765504  {0,3,0}     37    0
15   1250   240   242  0.395277  {1,1,0}     20    1
2    1252   139   140  0.444721  {0,1,0}     25    0
8    1257   225   228  0.486580  {1,1,0}     28    1
41   1310   249   252  0.765608  {1,1,0}     39    1
101  1318   161   164  0.500088  {0,1,1}     39    0
18   1322    94    95  0.412479  {0,2,0}     36    0
51   1331    36    39  0.871437  {0,2,0}     22    0
112  1346    49    50  0.507347  {0,0,1}     27    0
3    1379    16    18  0.054181  {1,0,0}     35    1
99   1387   227   233  0.193454  {0,1,1}     21    1
44   1392    43    46  0.801509  {0,1,1}     20    1
19   1392   243   245  0.619560  {1,1,0}     38    1
65   1399   125   152  0.788552  {0,1,0}     25    0
