map EGL-G2-A
fac 5 10 {0,202,172,17,33}
hosp 2 {0,127}
n_ALS 6 1 {1:0,2:172,3:17}
n_BLS 23 1 {7:0,2:202,6:172,5:17,3:33}
n_CLS 8 0 {2:0,1:202,2:172,1:17,2:33}
      c_m  head  tail      c_af      c_d  c_tau  c_h
51     41    41    51  0.645939  {0,1,0}     21    1
1      65    20    21  0.281761  {0,3,0}     35    1
106   104   122   123  0.401741  {1,0,0}     40    1
10    155   119   120  0.760225  {0,3,0}     30    0
116   180   219   223  0.108300  {1,0,0}     24    1
114   196    70    71  0.030317  {0,0,1}     25    0
111   202   200   201  0.995191  {0,1,0}     35    1
26    233    42    43  0.116849  {0,2,0}     31    0
124   255    28    29  0.989415  {0,2,0}     24    1
95    271    89    97  0.418794  {0,2,0}     28    1
69    347   131   132  0.337326  {0,1,0}     37    1
102   353   162   163  0.944830  {0,3,0}     39    1
65    355   211   212  0.902814  {0,0,1}     20    0
81    380   237   238  0.154762  {1,1,0}     24    1
75    396   189   190  0.899900  {1,1,0}     24    1
22    397   186   198  0.414143  {1,0,0}     24    1
25    410   216   217  0.219018  {0,2,0}     22    1
98    429   128   129  0.934256  {0,1,0}     23    0
39    441   111   114  0.623349  {1,1,0}     33    1
87    456   227   233  0.542910  {0,2,0}     33    1
8     458    30    33  0.048196  {1,0,0}     30    1
27    470    17    22  0.256038  {0,3,0}     36    1
37    500    15    17  0.200886  {0,1,0}     31    1
109   519    45    64  0.442633  {1,2,0}     34    0
68    527   206   207  0.489330  {1,1,0}     23    1
36    548    91    96  0.306455  {0,2,0}     20    1
17    552   126   150  0.912551  {0,2,0}     20    1
34    565   179   183  0.649797  {1,1,0}     37    1
50    574   251   252  0.343754  {1,1,0}     20    1
82    577   249   250  0.747920  {0,2,0}     34    0
94    581   105   106  0.896081  {0,1,0}     22    1
62    582   227   229  0.970994  {0,1,1}     25    0
118   585   233   234  0.446168  {1,0,0}     39    1
83    586   120   162  0.337212  {0,2,0}     26    1
16    588    12    16  0.806318  {1,1,0}     31    1
113   601    99   132  0.859087  {1,0,0}     35    1
38    601   168   176  0.725699  {0,1,0}     26    0
92    608    66    92  0.824628  {0,0,1}     26    1
86    609   228   230  0.736116  {0,3,0}     24    1
93    612   158   159  0.835698  {1,0,0}     23    1
74    613    92    93  0.765712  {0,3,0}     37    1
2     614   158   160  0.445374  {0,2,0}     39    1
104   616    39    52  0.284220  {0,1,0}     33    0
41    628   194   242  0.118784  {0,2,0}     23    0
0     636   120   170  0.195418  {1,1,0}     29    1
122   649   104   105  0.361034  {0,2,0}     20    1
12    649    24    26  0.978099  {1,0,0}     25    1
3     660     1     2  0.286309  {0,1,0}     38    1
52    663   145   148  0.675103  {1,1,0}     20    1
44    671     6     7  0.315300  {0,2,0}     31    0
13    685   218   225  0.147602  {0,3,0}     33    0
115   687   216   217  0.145947  {0,1,0}     25    1
88    692   239   240  0.033810  {0,2,0}     38    0
119   695     4    22  0.690835  {0,0,1}     34    0
47    707    51    52  0.994901  {0,2,0}     25    0
23    712   210   215  0.299787  {1,1,0}     37    1
20    715   247   248  0.141311  {0,1,0}     25    1
19    720   206   207  0.792074  {0,1,0}     22    0
71    722    49    56  0.057375  {0,1,0}     34    1
5     724   106   108  0.114098  {0,3,0}     39    1
76    726     4     5  0.415914  {0,2,0}     38    0
60    737   116   123  0.465118  {0,1,1}     29    1
67    752   125   126  0.165736  {1,1,0}     30    1
55    752   194   242  0.212683  {0,1,1}     27    0
46    752   147   148  0.980961  {0,2,0}     38    0
72    753    39    73  0.751489  {0,3,0}     25    0
32    757   249   250  0.387692  {1,0,0}     39    1
35    780    45    64  0.329884  {0,1,0}     36    1
6     795   242   243  0.726803  {0,1,0}     31    0
101   813   228   230  0.140914  {0,1,0}     39    1
61    813   200   201  0.411038  {0,2,0}     31    1
112   817    63    64  0.846784  {0,3,0}     37    0
96    817   201   202  0.490106  {0,1,0}     33    1
126   825   140   141  0.173603  {0,2,0}     20    1
80    825    90    91  0.304077  {0,2,0}     37    1
110   840    14    15  0.766179  {0,1,0}     23    1
7     849   178   185  0.842053  {0,1,0}     40    0
18    853     3    15  0.025786  {0,3,0}     23    0
77    857    31    32  0.716750  {0,2,0}     38    1
127   880   153   154  0.748906  {0,1,0}     30    1
4     882   195   248  0.563301  {0,0,1}     36    0
9     882   158   160  0.451559  {0,1,0}     39    1
40    890   146   147  0.637224  {0,1,0}     38    1
48    890   133   135  0.856353  {0,1,1}     29    0
53    892    55    56  0.777191  {1,0,0}     27    1
108   897   111   114  0.476155  {1,1,0}     25    1
59    903   105   107  0.544653  {1,1,0}     23    1
84    922    67    68  0.833217  {1,1,0}     20    1
63    931   251   254  0.472303  {0,0,1}     23    0
78    950    45    46  0.499594  {1,1,0}     35    1
30    952    43    45  0.453166  {0,2,0}     40    0
100   955     6    27  0.736480  {0,2,0}     31    1
33    969   244   245  0.826334  {0,3,0}     38    0
45    978   153   154  0.268418  {0,1,0}     23    1
42    982     1    12  0.787908  {1,0,0}     29    1
79   1007     7     8  0.659329  {0,3,0}     36    0
21   1015   186   188  0.168157  {0,3,0}     31    0
49   1023   116   123  0.669103  {0,1,1}     33    0
31   1030    91    96  0.833054  {0,2,0}     21    1
125  1033   177   181  0.429613  {1,1,0}     22    1
73   1036    47    48  0.460094  {1,0,0}     30    1
103  1040   140   142  0.717669  {0,1,0}     26    1
97   1040   222   223  0.691248  {0,2,0}     27    1
105  1059   113   115  0.545744  {0,1,0}     30    0
28   1060    66    93  0.099716  {1,0,0}     29    1
66   1067    91    92  0.472585  {1,0,0}     38    0
57   1071   204   206  0.526020  {0,2,0}     24    0
99   1088   220   221  0.323429  {0,2,0}     37    1
89   1100   176   177  0.786291  {1,0,0}     35    1
15   1104   125   150  0.340902  {1,0,0}     34    1
54   1123   190   192  0.036879  {0,3,0}     40    0
29   1127   236   237  0.831937  {0,1,0}     33    1
11   1132   185   186  0.530162  {0,1,0}     22    1
121  1136    91    92  0.616494  {0,1,0}     40    0
58   1164   157   161  0.039850  {0,1,0}     39    1
24   1166   177   180  0.730591  {0,1,0}     21    1
70   1168   123   124  0.821472  {1,0,0}     20    1
14   1202   176   177  0.981759  {1,1,0}     26    1
56   1228    91    92  0.654516  {0,1,0}     27    1
123  1266   163   167  0.900227  {0,3,0}     26    0
85   1285     1    12  0.661600  {0,2,0}     29    0
91   1314   231   232  0.242803  {1,0,0}     35    1
43   1328    69    70  0.273569  {1,1,0}     39    1
64   1338    43    44  0.404005  {0,3,0}     27    0
90   1368    99   131  0.178912  {0,1,0}     25    1
117  1374    78    79  0.463122  {0,0,1}     37    1
120  1397     6    27  0.486156  {0,1,0}     34    1
107  1399   245   247  0.700092  {1,0,0}     21    1
