map EGL-G2-E
fac 5 10 {0,19,56,95,243}
hosp 3 {0,82,39}
n_ALS 10 1 {1:0,3:19,3:56,2:95,1:243}
n_BLS 22 1 {3:0,2:19,5:56,5:95,7:243}
n_CLS 5 0 {2:0,2:19,1:95}
      c_m  head  tail      c_af      c_d  c_tau  c_h
13      7   225   228  0.602616  {0,2,0}     36    1
7      25    36    39  0.352292  {1,1,0}     20    1
35     53    61    62  0.352792  {1,0,0}     40    1
115    91    89    97  0.091154  {1,1,0}     25    1
10    104    39    52  0.909484  {0,0,1}     28    1
88    113   227   229  0.186244  {1,0,0}     36    1
93    198   120   162  0.357337  {0,1,0}     32    0
45    211   102   103  0.762796  {1,0,0}     27    1
122   286    89    90  0.364384  {1,0,0}     31    1
37    291   203   204  0.533586  {0,2,0}     37    1
19    300   102   103  0.399581  {0,2,0}     24    0
59    352   227   229  0.662886  {1,0,0}     38    1
91    358    24    26  0.911958  {0,0,1}     20    0
90    393   156   162  0.057722  {1,0,0}     20    1
124   404   164   169  0.470175  {0,1,0}     35    0
83    417   225   226  0.104837  {0,3,0}     31    0
56    429    27    30  0.067649  {0,2,0}     21    1
17    442   219   220  0.289319  {0,3,0}     21    1
112   462   202   203  0.403570  {0,3,0}     27    0
101   469     2     3  0.384765  {0,1,0}     31    1
30    476    19    20  0.867889  {0,2,0}     25    1
105   483   128   129  0.639057  {0,2,0}     30    0
111   505   171   172  0.642708  {1,1,0}     38    1
69    507    16    17  0.567660  {0,3,0}     24    1
106   516   248   249  0.250293  {0,2,0}     21    1
119   517    24    26  0.113960  {0,3,0}     25    1
99    533    39    52  0.874112  {0,3,0}     24    1
85    539   211   212  0.820100  {0,1,0}     24    1
102   540    23   237  0.467478  {0,2,0}     29    0
16    557   113   114  0.884238  {0,1,0}     32    0
0     563    82    85  0.887835  {0,2,0}     29    0
108   564   174   183  0.232418  {0,1,0}     32    0
20    571   129   130  0.135505  {0,3,0}     30    1
116   573    36    39  0.751202  {1,2,0}     28    1
