map EGL-G1-C
fac 5 10 {0,19,43,197,114}
hosp 1 {0}
n_ALS 5 1 {2:0,1:43,2:114}
n_BLS 16 1 {3:0,4:19,4:43,3:197,2:114}
n_CLS 5 0 {3:0,1:19,1:114}
      c_m  head  tail      c_af      c_d  c_tau  c_h
87     26     4     5  0.921976  {0,1,0}     24    0
127    39    89    91  0.629825  {0,3,0}     23    0
42     78   191   193  0.285032  {0,1,0}     26    0
48    125   171   172  0.627511  {0,2,0}     25    1
32    156   213   214  0.939220  {0,2,0}     39    0
106   174   125   126  0.357948  {0,2,0}     34    1
23    187   174   176  0.477744  {0,1,0}     25    1
101   187     5    26  0.054962  {0,2,0}     34    0
74    228    59    60  0.084938  {1,0,0}     20    1
82    234     8     9  0.558642  {0,1,1}     26    0
28    245    13    14  0.496119  {0,0,1}     38    0
105   319    16    17  0.131573  {0,3,0}     36    1
16    330   202   203  0.246179  {1,0,0}     32    1
113   345    26    28  0.136603  {1,1,0}     33    1
19    346    77    78  0.359527  {1,1,0}     23    1
79    360    51    52  0.567663  {0,1,0}     26    1
81    421    43    45  0.238180  {1,1,0}     36    1
58    423   105   107  0.043069  {1,1,0}     38    1
18    438   246   247  0.041338  {0,3,0}     30    0
85    446     3     4  0.387745  {1,1,0}     39    1
22    451    26    28  0.922156  {0,3,0}     29    0
50    460   121   123  0.813744  {0,1,0}     32    1
9     465    22    24  0.880465  {0,2,0}     31    1
8     469   207   208  0.581666  {0,0,1}     33    0
56    481    72    73  0.663642  {0,2,0}     31    0
64    482   191   193  0.130692  {1,1,0}     38    1
3     491    85    86  0.852975  {0,3,0}     40    0
21    510    86    87  0.636288  {0,3,0}     39    1
76    511   130   131  0.913506  {0,1,0}     24    0
88    512   204   205  0.891916  {0,1,0}     25    0
31    536     9    34  0.874416  {0,2,0}     23    0
119   538    10    41  0.398152  {1,0,0}     40    1
109   545    90    95  0.143447  {0,2,0}     33    1
107   580   198   200  0.897127  {0,3,0}     31    1
83    586    98   130  0.729771  {0,3,0}     25    0
15    588     9    10  0.101136  {1,0,0}     27    1
40    608   212   218  0.489096  {1,0,0}     23    1
59    619   137   138  0.524102  {0,1,1}     22    1
46    631    57    61  0.482291  {1,1,0}     40    1
11    632    18    19  0.917473  {0,1,0}     40    0
36    641    98    99  0.468065  {1,2,0}     24    1
102   644    71    72  0.848679  {0,2,0}     28    1
75    645     9    34  0.082418  {1,1,0}     30    1
63    672    62    63  0.422012  {1,1,0}     20    1
116   692     8     9  0.587712  {1,0,0}     21    1
121   725   222   223  0.866372  {0,1,0}     23    0
53    730    24    25  0.912398  {0,2,0}     34    1
25    734   216   217  0.459684  {0,2,0}     30    0
26    735    83    84  0.251239  {0,2,0}     26    1
78    759    58    59  0.632153  {0,3,0}     28    1
57    762   115   122  0.561465  {0,3,0}     23    0
5     776   115   116  0.727627  {0,2,0}     36    1
73    783    49    50  0.487461  {1,0,0}     29    1
126   786    90    91  0.453533  {0,2,0}     30    1
108   787    51    52  0.941874  {0,2,0}     26    0
124   790   129   130  0.132342  {0,0,1}     30    0
86    800    16    18  0.531824  {1,1,0}     31    1
20    804     8     9  0.777977  {0,2,0}     39    1
34    805   225   226  0.165466  {1,0,0}     30    1
110   814   165   177  0.487624  {0,0,1}     39    1
29    819    65    92  0.625025  {1,1,0}     23    1
97    827   169   170  0.824058  {0,1,1}     37    1
17    859    41    51  0.489759  {0,1,0}     35    0
49    862     4    22  0.307872  {1,1,0}     35    1
69    867   153   156  0.321412  {0,1,0}     36    1
90    877    95    97  0.821529  {0,2,0}     36    1
52    877   174   175  0.962672  {0,3,0}     38    0
71    888   124   151  0.479886  {0,3,0}     24    1
35    890   108   109  0.715283  {0,0,1}     37    1
27    892   222   225  0.945323  {0,2,0}     20    1
51    896   210   211  0.822717  {0,2,0}     25    1
123   905    96   111  0.143942  {0,1,0}     28    0
1     906   222   223  0.317657  {1,0,0}     38    1
120   907   160   163  0.971034  {0,3,0}     21    0
60    914    47    48  0.278569  {1,0,0}     40    1
117   928    15    17  0.074733  {0,1,0}     30    0
62    935    51    52  0.262636  {1,1,0}     36    1
55    960   136   137  0.379052  {0,1,0}     28    1
7     961   132   133  0.123130  {1,1,0}     33    1
111   966   110   113  0.460031  {0,3,0}     26    1
2     975     9    10  0.311115  {0,2,0}     29    1
13    976    98   131  0.121734  {0,1,1}     27    0
12    983   118   119  0.079108  {0,2,0}     35    1
98    997   222   225  0.919960  {1,0,0}     34    1
4     998    80    81  0.226843  {0,1,0}     40    1
84   1002   135   145  0.599703  {0,2,0}     23    1
30   1010    38    40  0.513467  {0,3,0}     29    0
67   1011    94    95  0.077483  {0,2,0}     30    1
89   1017    50    53  0.985829  {0,1,0}     37    1
95   1023   134   146  0.109227  {0,3,0}     26    1
93   1026     7    30  0.514468  {1,1,0}     26    1
94   1033    66    67  0.943470  {1,0,0}     26    0
54   1038   180   181  0.541152  {0,1,1}     28    0
92   1041   115   122  0.555501  {0,1,0}     21    0
104  1070   222   223  0.906009  {0,2,0}     38    1
41   1076   142   143  0.836963  {1,1,0}     39    1
112  1080   151   152  0.526987  {0,3,0}     36    1
77   1090   191   194  0.195866  {1,1,0}     20    1
125  1110    66    67  0.593294  {0,1,1}     30    1
103  1112   178   182  0.918149  {1,0,0}     30    1
80   1113    20    21  0.191130  {1,1,0}     36    1
37   1115   231   236  0.552769  {0,1,0}     27    0
0    1156   138   139  0.131126  {0,3,0}     39    0
99   1168   240   242  0.833024  {0,1,0}     25    0
47   1185    70    71  0.622977  {1,1,0}     28    1
61   1185   177   184  0.478070  {0,3,0}     38    0
70   1190   165   177  0.478619  {0,3,0}     20    1
39   1195   117   118  0.193388  {0,3,0}     38    0
38   1196    75    76  0.682602  {0,1,1}     26    1
68   1202    39    52  0.384695  {1,1,0}     24    1
44   1215    32    34  0.240414  {1,1,0}     28    0
10   1235    34    41  0.416547  {0,2,0}     29    1
33   1240   195   197  0.011752  {1,1,0}     22    1
114  1243    57    61  0.662249  {0,1,1}     35    1
91   1251   155   161  0.870918  {0,1,1}     29    0
43   1251   147   148  0.204195  {0,2,0}     20    1
115  1253   136   137  0.474310  {0,1,0}     40    1
96   1263    83    84  0.790965  {1,1,0}     20    1
66   1265   199   202  0.141951  {0,1,1}     23    1
45   1269   141   142  0.324965  {0,2,0}     25    1
24   1310     5    26  0.657655  {0,1,0}     27    1
122  1333    24    25  0.987724  {1,1,0}     35    1
100  1344   119   169  0.423126  {1,1,0}     21    1
6    1356   102   103  0.254423  {0,3,0}     23    1
65   1382   134   135  0.912058  {1,2,0}     40    1
118  1395   244   249  0.655729  {1,0,0}     34    1
72   1410   240   242  0.471569  {0,3,0}     25    1
14   1432   111   112  0.799719  {1,1,0}     20    1
