map EGL-G1-E
fac 5 10 {0,41,54,147,62}
hosp 2 {0,244}
n_ALS 5 1 {3:0,1:41,1:54}
n_BLS 23 1 {6:0,6:41,2:54,6:147,3:62}
n_CLS 10 0 {1:0,2:41,6:54,1:147}
      c_m  head  tail      c_af      c_d  c_tau  c_h
48      9    91    92  0.720497  {1,1,0}     34    1
16     16   114   115  0.508276  {0,3,0}     36    0
56     25   213   216  0.207513  {1,1,0}     28    1
96     48   111   112  0.091246  {1,0,0}     27    1
98     56    47    48  0.085751  {1,0,0}     37    1
49     90   100   101  0.577583  {0,1,0}     35    1
113   111   150   152  0.755317  {0,1,0}     26    0
127   129   199   201  0.366760  {0,1,0}     25    1
126   155    10    11  0.588349  {1,1,0}     27    1
91    159   125   126  0.307144  {0,3,0}     22    0
70    175   111   112  0.817691  {0,2,0}     23    0
114   177   192   193  0.468351  {0,1,0}     26    1
124   196    39    52  0.182615  {0,2,0}     23    1
32    197    88    96  0.959829  {1,1,0}     37    1
97    264   210   211  0.018384  {0,0,1}     22    1
52    272    25    26  0.974758  {0,3,0}     23    1
6     317   124   149  0.604939  {0,3,0}     20    0
9     340    37    74  0.480339  {0,1,0}     40    1
122   348   117   118  0.833224  {1,0,0}     30    1
51    349     5    23  0.728033  {0,1,0}     21    1
44    366    65    66  0.640578  {1,1,0}     39    1
77    376    77    81  0.592830  {0,0,1}     34    1
14    382   114   115  0.720778  {0,2,0}     30    0
22    424   155   156  0.945177  {0,3,0}     38    1
79    427   150   151  0.194130  {1,1,0}     33    1
41    431   103   113  0.060103  {0,2,0}     21    0
11    452   197   198  0.072026  {0,1,0}     20    1
20    452   165   177  0.819120  {0,1,0}     25    1
93    460   176   179  0.413158  {0,0,1}     23    1
90    464   177   178  0.732723  {0,1,0}     33    1
95    481   119   161  0.215193  {0,0,1}     40    1
37    506   115   116  0.449722  {0,1,0}     22    0
19    531   228   229  0.921877  {0,2,0}     29    1
125   545   139   141  0.155719  {0,2,0}     24    0
123   549   190   191  0.484801  {0,1,0}     37    0
89    581   238   240  0.631260  {1,0,0}     20    1
