map EGL-G1-B
fac 5 10 {0,223,157,165,26}
hosp 3 {0,5,150}
n_ALS 9 1 {2:0,2:223,2:165,3:26}
n_BLS 18 1 {3:0,3:223,3:157,5:165,4:26}
n_CLS 5 0 {1:0,2:223,2:157}
      c_m  head  tail      c_af      c_d  c_tau  c_h
67      2    23   149  0.503339  {1,0,0}     27    1
64     15   213   216  0.181662  {0,1,0}     34    1
20     57   180   181  0.592754  {0,2,0}     20    0
4      96    65    66  0.423766  {0,2,0}     37    1
93    109     2     3  0.560426  {0,1,0}     30    0
71    121    45    46  0.116205  {0,2,0}     40    0
122   145    34    41  0.936568  {1,0,0}     40    0
88    145   213   214  0.166112  {1,0,0}     30    1
63    157   116   118  0.081863  {1,0,0}     24    1
65    211   102   110  0.132971  {1,1,0}     39    1
104   261    47    64  0.213405  {1,0,0}     25    1
102   275   125   126  0.404314  {0,2,0}     23    1
57    285    69    78  0.364960  {1,0,0}     33    1
101   313   129   130  0.764175  {0,1,0}     29    0
43    322   198   200  0.320802  {0,1,0}     33    1
16    338    54    58  0.020204  {0,2,0}     28    0
68    397   197   198  0.412884  {0,2,0}     22    1
115   399   232   233  0.708544  {0,3,0}     20    0
42    416   112   114  0.839437  {0,2,0}     24    0
10    424   116   118  0.582543  {0,0,1}     21    1
84    426    26    28  0.166524  {1,0,0}     30    1
100   449    12    13  0.808279  {1,0,0}     35    1
117   451   231   232  0.417589  {0,1,0}     22    1
60    467    69    70  0.945186  {0,2,0}     37    0
45    476   226   227  0.819358  {1,1,0}     28    1
85    483    83    85  0.914389  {1,0,0}     31    1
127   484    17    19  0.766418  {0,1,0}     35    0
95    485    68    69  0.974118  {0,1,1}     34    1
34    490   232   234  0.680489  {1,1,0}     33    1
29    498   132   133  0.152167  {0,1,1}     36    1
75    514   216   217  0.945940  {0,1,1}     21    1
76    514   165   174  0.968046  {0,2,0}     38    1
0     515   124   149  0.998883  {1,0,0}     23    1
26    535    50    51  0.576301  {0,1,0}     32    1
49    536   210   212  0.435667  {0,1,0}     35    1
37    550   174   176  0.344154  {1,1,0}     25    1
58    555   106   107  0.085672  {0,2,0}     39    1
86    556    19    20  0.417659  {0,1,1}     32    1
28    560   170   171  0.750756  {0,2,0}     35    0
119   574   106   108  0.366528  {1,1,0}     35    1
110   586    94    95  0.935114  {0,3,0}     26    0
78    609   177   178  0.079068  {0,3,0}     30    0
69    613     3    15  0.484901  {1,1,0}     36    1
52    617   242   245  0.513153  {0,2,0}     20    0
118   623   129   130  0.590034  {0,3,0}     31    1
51    658    47    64  0.958121  {0,1,0}     35    1
120   665   103   104  0.964666  {0,1,0}     24    0
77    677   158   160  0.961571  {0,2,0}     33    0
73    679   105   107  0.719965  {0,1,0}     30    1
87    688   169   170  0.878188  {0,2,0}     31    1
1     688   124   151  0.144607  {0,1,1}     24    0
79    698   149   150  0.614342  {0,3,0}     26    0
91    713   105   107  0.391082  {1,1,0}     23    1
41    713   173   181  0.254867  {1,1,0}     20    1
61    714   160   163  0.868085  {0,1,0}     32    1
46    717   116   117  0.623105  {1,0,0}     22    1
27    724   150   152  0.160041  {1,0,0}     35    1
116   732     4     5  0.735765  {0,3,0}     27    1
3     749   128   137  0.795739  {0,0,1}     30    1
53    758   124   151  0.987452  {1,0,0}     35    1
103   761    66    68  0.324205  {0,1,0}     40    0
30    762   116   118  0.657875  {0,2,0}     24    0
7     764   131   132  0.555626  {0,3,0}     38    0
90    766   240   242  0.349106  {0,0,1}     31    1
82    766    59    71  0.332304  {1,3,0}     28    1
121   772   238   240  0.930665  {0,2,0}     31    1
31    772   174   175  0.303023  {1,1,0}     20    1
80    775   177   178  0.733240  {1,0,0}     34    1
40    777     9    10  0.469848  {0,1,1}     26    1
97    787   105   117  0.978299  {1,1,0}     24    1
25    799   225   226  0.210765  {0,1,0}     40    0
8     799   185   192  0.471325  {1,0,0}     24    1
59    829   225   226  0.943811  {1,0,0}     38    1
48    853    24    26  0.709098  {0,0,1}     21    0
36    875   171   172  0.284370  {0,2,0}     38    0
96    875   127   138  0.296141  {0,2,0}     27    1
12    886   135   145  0.607263  {1,0,0}     25    1
44    895    59    71  0.983678  {0,2,0}     28    0
113   909   151   152  0.310337  {0,2,0}     31    1
2     918   211   212  0.362055  {0,3,0}     37    1
56    927   225   226  0.825475  {0,2,0}     38    0
9     928    71    72  0.107963  {0,3,0}     39    0
70    936   160   164  0.819516  {0,1,0}     22    1
15    937   144   147  0.271919  {0,1,0}     27    0
17    938   245   246  0.214662  {0,1,0}     27    0
72    968    97   126  0.909555  {1,1,0}     25    1
92    974   103   113  0.725819  {0,1,1}     26    1
35    989    16    18  0.990300  {0,1,0}     30    1
32    992   128   129  0.361209  {1,0,0}     36    1
11   1009   104   106  0.200063  {0,0,1}     24    1
18   1014   211   212  0.861677  {0,1,0}     24    1
14   1019   210   211  0.607360  {0,0,1}     40    1
125  1020   140   149  0.968887  {1,1,0}     31    1
111  1023   112   114  0.223276  {1,0,0}     30    1
47   1049    48    57  0.154893  {1,1,0}     34    1
19   1071   118   119  0.172544  {0,3,0}     26    0
109  1090   112   114  0.735672  {1,1,0}     23    1
126  1093   196   203  0.097691  {1,0,0}     27    1
108  1106   104   105  0.821264  {0,2,0}     40    1
50   1110   242   243  0.285916  {0,2,0}     26    1
55   1121    31    32  0.089944  {1,0,0}     27    1
38   1135    28    29  0.860268  {1,1,0}     40    1
106  1149    28    29  0.798801  {0,2,0}     25    0
22   1151    65    92  0.279674  {0,1,0}     31    0
24   1154   170   171  0.223795  {0,3,0}     38    1
83   1157   149   150  0.862600  {1,1,0}     29    1
99   1161   223   224  0.685887  {0,1,0}     33    0
98   1164    68    69  0.729616  {0,1,0}     23    1
5    1172    16    17  0.213653  {0,2,0}     29    1
89   1205   119   169  0.577359  {1,1,0}     40    1
123  1206    97   126  0.269101  {0,3,0}     20    1
6    1212    34    41  0.621619  {0,2,0}     34    0
54   1235   166   167  0.145412  {0,2,0}     35    1
66   1252   237   238  0.174510  {0,1,1}     29    1
114  1258   180   181  0.110514  {0,1,0}     40    1
13   1267   139   140  0.715016  {1,1,0}     40    1
94   1267   234   236  0.587598  {0,1,0}     22    1
74   1285   244   245  0.868858  {0,0,1}     27    1
105  1324   151   154  0.237819  {1,0,0}     38    0
33   1331    96   111  0.147702  {0,2,0}     30    1
107  1336   195   196  0.344047  {0,3,0}     30    0
112  1363   163   168  0.544002  {0,2,0}     30    0
62   1372    90    91  0.721369  {1,1,0}     38    1
21   1377    19    20  0.939287  {0,2,0}     22    1
124  1378    85    86  0.998607  {0,2,0}     30    0
39   1388   165   174  0.227638  {0,1,0}     25    0
23   1422    29    30  0.723145  {0,1,0}     39    0
81   1434   139   141  0.581038  {0,3,0}     36    0
