map EGL-G1-A
fac 5 10 {0,181,190,57,31}
hosp 1 {0}
n_ALS 8 1 {2:0,2:57,4:31}
n_BLS 25 1 {2:0,4:181,6:190,8:57,5:31}
n_CLS 9 0 {1:0,3:181,4:190,1:31}
      c_m  head  tail      c_af      c_d  c_tau  c_h
114    29   234   236  0.382442  {0,3,0}     39    1
38    125   163   164  0.123868  {1,1,0}     25    0
76    158   178   182  0.163035  {1,0,0}     20    1
98    163    66    67  0.994096  {0,2,0}     26    1
67    264     6    27  0.741691  {1,1,0}     27    1
2     270    92    93  0.575895  {1,0,0}     28    0
74    297   125   149  0.912990  {0,3,0}     32    1
75    298   136   137  0.272311  {0,1,0}     31    1
108   305   117   118  0.419800  {1,0,0}     34    1
100   334   158   160  0.477593  {0,2,0}     28    1
16    348    77    81  0.685616  {0,2,0}     31    1
15    366    98   131  0.750090  {1,1,0}     31    1
83    394   151   152  0.728284  {0,1,0}     20    1
62    397   206   207  0.401882  {1,3,0}     22    1
50    434   166   167  0.117690  {0,3,0}     30    1
30    441   192   193  0.306570  {0,2,0}     28    0
49    448   158   159  0.619790  {1,1,0}     37    1
101   470    23   149  0.294045  {0,0,1}     36    1
12    484   120   121  0.380968  {0,2,0}     24    1
56    509   232   233  0.111840  {1,0,0}     32    1
115   520   128   137  0.623148  {0,0,1}     31    1
41    525    47    64  0.372168  {0,1,0}     27    0
23    532    26    28  0.274502  {0,1,0}     29    0
119   546    36    39  0.583214  {0,2,0}     32    1
19    548    10    41  0.962789  {0,3,0}     30    0
21    555    88    96  0.842832  {0,2,0}     23    0
8     558    85    86  0.358865  {0,1,1}     37    1
29    584   101   102  0.197871  {1,0,0}     24    1
106   587   202   203  0.613819  {0,3,0}     20    1
33    593   178   182  0.451007  {0,1,1}     40    0
39    597    20    21  0.214110  {0,1,0}     30    0
113   607   242   245  0.290509  {0,1,0}     29    0
28    615    97   126  0.233316  {0,3,0}     35    1
91    626    14    15  0.099597  {0,1,0}     20    0
53    634   244   245  0.894634  {0,0,1}     35    1
37    652   106   107  0.718846  {0,3,0}     21    0
27    653   210   211  0.161430  {1,0,0}     27    1
20    654   120   154  0.433598  {0,2,0}     25    0
46    704   173   181  0.769512  {0,1,0}     24    1
54    704   189   241  0.876516  {1,1,0}     33    1
