map EGL-G2-C
fac 5 10 {0,140,168,98,23}
hosp 1 {0}
n_ALS 7 1 {2:0,2:140,3:98}
n_BLS 18 1 {2:0,3:140,5:168,4:98,4:23}
n_CLS 7 0 {1:0,2:140,2:168,1:98,1:23}
      c_m  head  tail      c_af      c_d  c_tau  c_h
89     16    16    18  0.516321  {0,3,0}     26    1
123    24    25    26  0.249822  {1,1,0}     32    1
51    108    32    34  0.584799  {0,1,0}     20    1
111   182    80    81  0.376810  {1,0,0}     33    1
117   192    18    20  0.069267  {1,1,0}     23    1
12    242   201   202  0.848664  {0,2,0}     40    0
25    274   177   180  0.388472  {0,1,0}     33    1
9     330    99   131  0.271442  {0,1,0}     32    0
15    331   152   155  0.135346  {0,2,0}     37    1
92    356   197   200  0.329089  {0,1,0}     26    1
87    392   129   138  0.303177  {1,0,0}     40    1
108   412   211   212  0.741923  {0,1,0}     24    0
37    446   111   114  0.595044  {1,0,0}     23    1
75    485   105   106  0.635793  {0,3,0}     29    1
22    490   190   191  0.658605  {1,0,0}     23    1
107   499   165   166  0.108397  {1,1,0}     34    1
24    504   159   161  0.975671  {0,2,0}     25    0
17    508    62    63  0.664593  {0,2,0}     25    0
97    510    82    83  0.723671  {1,1,0}     37    1
119   529    25    26  0.182115  {1,0,0}     24    0
58    531   248   249  0.866991  {1,0,0}     23    1
46    538   112   113  0.118504  {0,0,1}     22    1
21    543    54    55  0.807298  {0,1,0}     25    1
83    545   196   197  0.984121  {0,3,0}     22    1
8     547   184   188  0.576731  {0,1,0}     21    0
124   552   164   169  0.020148  {0,1,0}     38    0
74    569    78    79  0.532058  {0,1,0}     36    1
69    579    73    74  0.498342  {0,2,0}     32    0
45    584   247   248  0.669416  {0,3,0}     23    0
62    584   105   106  0.665525  {0,2,0}     30    1
39    606   249   250  0.376354  {0,3,0}     29    1
85    611    93    94  0.759794  {0,2,0}     20    0
122   611   217   218  0.863092  {0,2,0}     31    0
5     626    82    83  0.184322  {0,1,0}     22    1
98    642    41    51  0.046360  {1,0,0}     38    1
70    651   101   102  0.269358  {0,2,0}     35    0
127   653    21    35  0.216708  {1,0,0}     30    1
0     658   164   169  0.906457  {0,3,0}     26    0
116   666    19    20  0.685543  {0,1,1}     21    0
41    669   117   118  0.705723  {0,1,1}     40    1
7     673   151   152  0.472965  {1,3,0}     24    1
4     676   132   133  0.313349  {0,1,0}     25    1
66    683    17    22  0.360149  {1,0,0}     24    1
27    692   193   194  0.606274  {1,0,0}     25    1
54    694    63    65  0.407384  {1,1,0}     28    1
31    699    16    17  0.445641  {0,1,0}     26    0
77    702    37    75  0.781249  {0,2,0}     27    1
29    730   204   205  0.231386  {1,1,0}     34    1
28    732   148   149  0.482230  {0,3,0}     40    1
72    732   120   170  0.800174  {0,0,1}     28    0
88    734   251   252  0.147805  {1,1,0}     33    1
73    748   158   160  0.478220  {1,1,0}     22    1
78    755    43    45  0.791154  {0,3,0}     28    0
76    757   157   161  0.268310  {1,1,0}     21    1
32    759   121   155  0.374136  {0,1,0}     30    1
71    768    31    38  0.020874  {0,2,0}     32    1
44    771   116   117  0.504208  {0,1,0}     26    1
68    781   156   157  0.879254  {0,2,0}     20    0
59    787   225   228  0.848396  {0,2,0}     40    1
84    788    82    83  0.666966  {0,2,0}     20    1
114   793    36    37  0.645641  {0,1,0}     26    0
91    812   239   243  0.755711  {0,1,1}     25    1
95    814   174   183  0.286575  {0,1,0}     27    1
38    818   147   148  0.479093  {1,0,0}     24    1
82    824   189   190  0.689790  {0,2,0}     37    1
19    830    13    14  0.358925  {0,1,0}     21    0
96    859    67    68  0.784293  {0,1,0}     22    1
