map EGL-G2-C
fac 5 10 {0,136,137,50,71}
hosp 1 {0}
n_ALS 9 1 {4:136,2:137,3:71}
n_BLS 15 1 {5:0,2:136,4:137,2:50,2:71}
n_CLS 6 0 {4:136,1:137,1:50}
      c_m  head  tail      c_af      c_d  c_tau  c_h
109    13     2     3  0.921949  {0,1,1}     26    1
61     27    20    21  0.711288  {0,2,0}     30    0
89     29   102   103  0.775955  {0,3,0}     22    0
111    46   208   210  0.038800  {1,1,0}     23    1
101    52   190   191  0.849163  {1,2,0}     23    1
17     84   143   145  0.291814  {1,1,0}     36    1
11    122   156   162  0.509077  {0,1,1}     31    1
80    135    17    19  0.335150  {0,1,0}     34    1
58    323   117   119  0.159685  {0,1,0}     22    1
8     327     7     8  0.857755  {1,0,0}     21    1
23    339    32    33  0.266117  {0,1,0}     21    1
31    342    27    30  0.635658  {0,2,0}     20    0
49    365     5    23  0.973425  {0,2,0}     20    0
123   387   239   243  0.212225  {1,0,0}     20    1
16    394   216   218  0.413589  {0,1,0}     36    0
24    422    66    67  0.186365  {0,1,1}     30    1
9     454    82    83  0.191684  {0,2,0}     32    0
64    457   123   124  0.291596  {1,0,0}     21    1
18    462    98   127  0.488302  {1,1,0}     27    1
108   494   208   210  0.265547  {1,0,0}     23    1
56    495    78    82  0.249428  {0,3,0}     40    1
122   502    90    91  0.142906  {0,2,0}     37    0
32    503    39    52  0.818660  {0,3,0}     39    1
50    510    40    41  0.461947  {1,0,0}     23    1
67    512    97   115  0.764389  {0,3,0}     30    0
124   520    25    26  0.795881  {0,1,0}     30    1
25    529    82    85  0.132900  {0,1,0}     36    0
20    540   221   222  0.142466  {0,2,0}     20    1
117   549    48    49  0.618145  {0,1,0}     32    0
43    551   178   185  0.979638  {0,1,0}     37    1
110   565    97    98  0.505055  {0,1,0}     27    1
40    570   117   119  0.027829  {0,2,0}     40    0
106   572   226   229  0.672584  {0,3,0}     25    0
51    593   166   178  0.456296  {0,0,1}     23    1
3     594    48    57  0.769285  {1,0,0}     32    1
98    600   171   172  0.038015  {1,1,0}     40    1
4     614   227   231  0.813313  {0,2,0}     38    1
82    625    86    87  0.176051  {0,2,0}     22    0
79    632   198   199  0.652982  {0,2,0}     31    1
26    636   106   108  0.000094  {0,1,1}     32    0
107   638   148   149  0.016850  {1,0,0}     29    1
83    643   136   137  0.740556  {0,2,0}     21    1
62    643    71    72  0.497942  {0,1,1}     26    1
44    645   130   137  0.110593  {0,1,1}     40    1
125   656   197   199  0.440259  {0,1,0}     31    1
78    667    10    41  0.762180  {0,1,0}     25    0
127   674   185   187  0.010123  {0,0,1}     38    0
28    686   104   105  0.111252  {1,0,0}     32    1
74    708   148   149  0.507563  {0,1,0}     26    1
119   714   190   192  0.606910  {0,1,1}     21    0
114   723    47    64  0.306482  {0,1,0}     38    0
47    725    41    51  0.648280  {1,1,0}     34    1
30    745   166   178  0.501402  {1,1,0}     23    0
29    749   220   221  0.130730  {0,3,0}     24    1
116   757    45    46  0.909566  {0,1,0}     23    1
68    759    42    43  0.556132  {1,1,0}     30    1
0     759   176   177  0.302222  {1,0,0}     22    1
19    786   228   230  0.751401  {0,1,0}     40    1
22    795   158   160  0.005022  {1,0,0}     26    1
55    800   125   150  0.411804  {0,3,0}     22    0
115   806   128   139  0.072115  {0,3,0}     37    1
13    829    50    53  0.042578  {0,3,0}     38    1
65    852   179   184  0.440876  {0,3,0}     20    0
69    857    76    77  0.495750  {0,1,0}     39    1
54    862    32    34  0.027215  {1,0,0}     34    1
21    869   195   248  0.444771  {0,2,0}     37    1
1     871   219   220  0.861699  {0,2,0}     24    0
85    874    48    57  0.613461  {0,2,0}     20    0
97    876    99   100  0.162800  {0,1,0}     39    1
88    878   143   144  0.154088  {0,2,0}     26    1
95    878    19    25  0.759362  {0,1,0}     20    1
99    880   129   130  0.369792  {0,1,0}     20    1
93    882    82    83  0.124534  {1,1,0}     24    1
35    885   227   233  0.733942  {0,2,0}     40    1
34    893    83    84  0.217076  {1,0,0}     21    1
81    896   212   213  0.464889  {1,1,0}     27    1
33    904   217   219  0.792490  {1,1,0}     26    1
70    919   179   183  0.239771  {0,1,0}     29    1
42    926    79    80  0.897464  {0,1,0}     37    1
102   929     5     6  0.232677  {0,1,0}     29    0
12    952   155   156  0.470036  {0,3,0}     36    0
86    956   193   246  0.621665  {1,1,0}     31    1
94    956   212   213  0.055065  {1,1,0}     30    1
63    962   132   133  0.084838  {0,1,1}     23    1
118   972    31    32  0.521116  {1,0,0}     30    1
53    972   196   198  0.630114  {1,1,0}     22    1
41    975   220   221  0.949337  {0,1,0}     30    1
15    978   140   141  0.559291  {0,1,1}     36    0
87    989   143   145  0.707669  {0,1,0}     33    1
77    993   113   114  0.723146  {0,1,0}     40    0
5    1004   143   144  0.256261  {0,2,0}     27    1
60   1006   155   156  0.033649  {0,3,0}     38    0
72   1018    70    71  0.834106  {0,1,0}     25    1
103  1021   185   186  0.382531  {0,1,0}     31    0
91   1058    83    84  0.022604  {1,0,0}     35    1
100  1059   116   117  0.669083  {1,0,0}     38    1
7    1069    97    98  0.182061  {0,1,0}     28    1
66   1074   116   117  0.405045  {0,2,0}     26    1
113  1084    84    85  0.525712  {0,3,0}     22    1
105  1086   188   189  0.181325  {0,0,1}     34    0
10   1105    59    72  0.574993  {0,0,1}     35    1
37   1115   223   224  0.704888  {0,0,1}     28    1
126  1128   228   230  0.164027  {1,0,0}     40    0
121  1130    84    86  0.116685  {1,3,0}     40    1
57   1131   133   134  0.777969  {0,2,0}     38    0
120  1138    96    98  0.503483  {1,0,0}     31    1
6    1146   213   215  0.619278  {0,2,0}     29    1
14   1151   219   220  0.884220  {0,1,1}     22    0
104  1157   122   124  0.795492  {0,3,0}     26    0
96   1158    99   132  0.334878  {0,3,0}     34    1
48   1162   225   228  0.373367  {0,1,1}     39    1
112  1165   162   163  0.070881  {0,3,0}     31    0
90   1170    48    57  0.295450  {0,1,0}     25    1
46   1205   143   145  0.556638  {0,1,1}     27    0
2    1207   222   223  0.760308  {0,2,0}     39    1
27   1233   158   159  0.857003  {0,3,0}     38    0
36   1245    39    52  0.568772  {1,1,0}     20    1
45   1245   225   226  0.753596  {0,2,0}     37    1
39   1248     0     1  0.194684  {0,1,0}     27    0
38   1254   174   183  0.625357  {1,1,0}     40    1
59   1265   130   137  0.683997  {1,0,0}     29    1
73   1270   220   221  0.577378  {0,3,0}     26    1
71   1296   139   140  0.649937  {1,1,0}     23    1
75   1310   225   226  0.787956  {1,0,0}     35    1
52   1344   216   217  0.172831  {0,1,0}     32    1
