map EGL-G2-B
fac 5 10 {0,202,84,52,220}
hosp 2 {0,236}
n_ALS 8 1 {3:0,3:84,2:52}
n_BLS 16 1 {3:0,5:202,4:84,1:52,3:220}
n_CLS 7 0 {2:0,2:202,1:84,1:52,1:220}
      c_m  head  tail      c_af      c_d  c_tau  c_h
2       2   253   254  0.084963  {0,1,1}     21    1
102    30   189   190  0.935754  {1,0,0}     26    1
13     33    39    40  0.754720  {1,1,0}     27    1
107    34   133   134  0.572382  {1,0,0}     33    1
24    119    60    68  0.514073  {0,1,0}     31    0
30    123    94    95  0.210618  {0,1,0}     34    1
31    131   105   106  0.681316  {1,0,0}     23    1
116   132   102   111  0.696389  {0,2,0}     20    1
91    133    58    59  0.584827  {1,1,0}     31    1
26    142   164   169  0.372676  {0,1,0}     33    1
81    150   168   176  0.848453  {0,1,1}     22    0
85    159   156   162  0.649688  {0,2,0}     34    0
105   194   203   204  0.054829  {0,2,0}     20    1
76    197   200   201  0.316088  {0,1,0}     37    1
65    247   204   206  0.403948  {0,1,0}     37    0
71    274   141   142  0.463076  {0,1,0}     23    1
35    294    87    88  0.269668  {0,1,0}     24    1
84    301   192   194  0.993457  {0,1,0}     23    1
79    306   233   254  0.337483  {0,1,0}     26    1
19    332   102   103  0.944802  {1,1,0}     25    1
14    366   192   193  0.129323  {1,1,0}     37    1
104   374   181   182  0.659283  {1,0,0}     31    1
126   376     5    23  0.560738  {0,3,0}     24    0
80    429   152   153  0.179882  {0,1,0}     39    1
121   440   166   178  0.385137  {0,1,0}     38    1
122   441    28    29  0.983430  {0,3,0}     32    1
115   460   190   191  0.194302  {0,0,1}     22    0
77    466   124   125  0.779032  {1,3,0}     38    1
117   475    36    39  0.096765  {1,1,0}     40    1
48    482    29    30  0.994003  {0,2,0}     27    0
55    488    27    28  0.229083  {0,1,0}     29    1
75    496   164   165  0.270408  {0,1,0}     38    0
29    498     9    10  0.513893  {0,1,1}     25    0
54    513   185   186  0.369462  {1,0,0}     20    1
67    513   154   158  0.316045  {0,3,0}     38    1
82    515    47    64  0.845294  {0,3,0}     28    1
108   523   139   140  0.516898  {0,1,0}     26    0
94    525   108   109  0.346392  {0,3,0}     29    1
10    526    37    75  0.923873  {1,1,0}     22    1
99    540     3     4  0.560342  {1,1,0}     35    1
95    586   217   218  0.889058  {0,1,0}     36    1
53    592    69    80  0.692518  {0,1,0}     40    0
97    602    48    57  0.084178  {0,2,0}     35    1
39    618   152   155  0.013336  {0,1,0}     21    1
1     631   212   213  0.876622  {0,2,0}     29    1
5     636    76    78  0.943541  {1,0,0}     27    1
101   639    53    55  0.597780  {1,1,0}     25    1
38    642   192   194  0.840677  {1,1,0}     32    1
44    646     0     1  0.807986  {0,2,0}     36    1
112   651    68    69  0.024163  {1,1,0}     23    1
11    662   145   148  0.827428  {1,0,0}     21    1
127   663    46    47  0.552163  {1,0,0}     28    1
70    696    41    51  0.562051  {0,1,1}     21    1
60    702   118   119  0.842953  {0,2,0}     36    1
0     723    46    47  0.462742  {1,1,0}     27    1
32    727   175   176  0.340805  {0,1,0}     28    0
25    729    70    71  0.462360  {1,0,0}     22    0
7     737    19    25  0.950735  {1,2,0}     37    1
9     737   236   237  0.291728  {1,1,0}     30    0
16    742   106   118  0.555511  {0,1,0}     20    1
73    755    92    93  0.273406  {0,2,0}     37    1
12    756   105   107  0.010495  {1,0,0}     33    1
63    763   140   141  0.256460  {0,1,0}     21    1
34    774     4     5  0.169708  {1,1,0}     28    1
86    775   199   200  0.816835  {1,0,0}     20    1
100   778   121   122  0.144039  {0,2,0}     36    0
33    803    97   112  0.516386  {1,1,0}     40    1
92    811    16    17  0.694364  {1,0,0}     30    1
93    812    95    99  0.743439  {0,3,0}     36    0
8     814    19    20  0.188398  {0,0,1}     25    0
61    819    29    31  0.941026  {0,1,0}     20    0
17    830   126   150  0.676356  {1,0,0}     37    1
64    833    43    44  0.776073  {1,3,0}     37    1
106   837   121   155  0.268850  {0,3,0}     33    0
109   844   109   110  0.474649  {0,1,0}     25    1
57    849     6     7  0.113769  {0,2,0}     21    0
69    851   185   186  0.066657  {0,1,0}     28    0
56    860   236   237  0.386372  {0,2,0}     21    1
96    866   165   166  0.700723  {0,1,0}     30    0
83    868   197   200  0.972099  {0,3,0}     32    1
88    874   193   194  0.031926  {0,1,0}     36    1
78    880    53    55  0.789606  {0,2,0}     25    0
103   884    82    83  0.768674  {0,1,1}     30    1
74    885    91    92  0.536333  {1,0,0}     33    1
68    887    19    25  0.180140  {0,2,0}     21    0
98    899   163   168  0.356510  {0,3,0}     31    1
124   919   197   199  0.822643  {0,1,1}     38    1
123   920    47    48  0.105665  {0,2,0}     21    0
37    922   198   199  0.632987  {0,3,0}     32    0
46    941   120   170  0.376163  {0,3,0}     40    1
42    948   208   210  0.448704  {0,2,0}     23    0
118   948    24    26  0.114656  {0,1,0}     26    1
47    949    67    68  0.370769  {0,1,0}     28    0
66    956   190   191  0.201616  {0,3,0}     28    1
15    957   199   200  0.627614  {1,0,0}     25    1
62    967    31    32  0.976609  {1,1,0}     29    1
28    973   154   158  0.972629  {0,1,0}     26    0
23    984   233   235  0.080614  {0,2,0}     29    1
45   1021    47    64  0.848019  {1,0,0}     40    1
20   1027   170   174  0.383859  {1,0,0}     22    1
22   1029    73    74  0.214537  {0,1,0}     28    1
113  1061   213   215  0.081486  {0,1,0}     34    0
41   1066   203   204  0.355302  {0,2,0}     20    1
119  1068    32    34  0.791948  {0,3,0}     25    1
52   1068   133   135  0.898521  {1,1,0}     38    1
50   1079   235   236  0.973329  {0,2,0}     29    1
36   1081     7    30  0.589525  {0,1,0}     33    1
111  1082   152   155  0.302697  {0,3,0}     32    1
4    1098    31    38  0.022002  {1,0,0}     28    1
6    1101    71    72  0.413999  {0,1,1}     24    0
125  1104   219   223  0.730940  {0,1,1}     20    0
110  1139    91    96  0.228391  {0,1,0}     30    1
72   1159   249   250  0.159032  {0,1,0}     29    1
3    1181    67    68  0.604613  {0,3,0}     25    1
21   1181   140   142  0.646080  {1,0,0}     36    1
40   1216   159   161  0.938769  {0,0,1}     28    0
90   1238   166   178  0.444695  {1,1,0}     31    1
27   1252     5     6  0.406530  {0,0,1}     21    1
89   1260   197   200  0.582123  {0,2,0}     28    0
49   1264   193   246  0.839358  {0,3,0}     39    1
114  1274   251   252  0.670365  {0,1,0}     20    0
58   1288    50    51  0.141808  {1,1,0}     31    1
18   1301   210   215  0.718241  {1,1,0}     24    1
43   1363   236   238  0.580624  {1,0,0}     32    1
51   1395   233   254  0.933958  {0,1,0}     27    1
87   1424   233   234  0.840088  {1,0,0}     25    1
120  1425   168   176  0.700523  {0,1,0}     35    1
59   1430    45    64  0.506904  {0,2,0}     26    1
