map EGL-G2-C
fac 5 10 {0,103,180,209,146}
hosp 2 {0,100}
n_ALS 5 1 {2:0,2:180,1:209}
n_BLS 20 1 {3:0,3:103,5:180,4:209,5:146}
n_CLS 6 0 {1:0,1:180,1:209,3:146}
      c_m  head  tail      c_af      c_d  c_tau  c_h
40      6    89    97  0.364419  {1,0,0}     27    1
21     21   195   248  0.392496  {0,1,1}     33    1
117    25   220   221  0.308790  {1,0,0}     26    1
121    36   236   238  0.001796  {0,3,0}     37    0
93     49     2    14  0.263488  {1,0,0}     22    1
13     50     9    34  0.180979  {1,3,0}     34    1
90     53    91    92  0.446072  {0,2,0}     20    1
116    94   235   236  0.926975  {1,0,0}     28    1
74     94    12    16  0.118509  {1,0,0}     40    1
72    120   122   124  0.076658  {1,1,0}     28    1
97    128    91    92  0.636654  {0,2,0}     39    1
73    170   205   208  0.877190  {1,1,0}     30    1
12    198     3    23  0.204131  {1,0,0}     22    1
113   203   156   162  0.128268  {0,2,0}     27    0
19    206    23    87  0.343886  {1,0,0}     34    1
30    285    41    51  0.665806  {0,2,0}     37    0
49    311   133   135  0.826209  {0,2,0}     34    1
1     314   245   247  0.383687  {0,3,0}     29    0
16    368    93    94  0.488780  {0,1,0}     25    0
51    388   205   208  0.698987  {0,1,0}     27    0
82    391   194   242  0.445166  {1,1,0}     24    1
59    410   104   105  0.320928  {0,2,0}     24    1
28    437   174   189  0.357902  {0,3,0}     26    1
36    444    12    16  0.332014  {0,3,0}     24    0
65    445   177   180  0.476505  {0,1,0}     27    0
57    459    39    73  0.614876  {0,1,0}     26    0
23    461   142   143  0.764661  {0,1,1}     37    1
33    493   126   150  0.296412  {0,0,1}     35    0
18    494    10    41  0.320178  {0,2,0}     25    0
124   516   210   215  0.085273  {0,1,0}     37    1
89    528   140   142  0.102607  {0,3,0}     30    1
114   530     7    30  0.049932  {1,0,0}     31    1
108   531     0    21  0.067935  {1,1,0}     22    1
112   533   178   185  0.847594  {0,2,0}     26    1
115   542    59    60  0.030357  {0,2,0}     28    1
26    552   126   150  0.970072  {0,1,0}     36    0
47    578    59    72  0.970141  {0,1,0}     32    1
79    579    89    97  0.079457  {0,0,1}     37    1
11    579    47    64  0.730545  {0,3,0}     37    1
99    580    48    49  0.816863  {0,1,0}     30    1
61    584   246   247  0.287484  {0,1,0}     38    1
7     595    47    64  0.935207  {0,1,0}     26    0
34    605   247   249  0.157520  {0,1,0}     36    0
63    612   222   223  0.590048  {0,1,0}     33    1
100   621    38    40  0.156283  {1,0,0}     24    1
8     621   141   150  0.115958  {0,2,0}     23    0
5     637    16    18  0.282189  {0,2,0}     30    1
88    640   107   109  0.994314  {0,3,0}     22    1
95    650   129   130  0.133232  {0,3,0}     39    1
62    650   175   176  0.148307  {0,3,0}     21    0
32    660   127   128  0.670974  {0,1,0}     39    1
10    661   167   168  0.948933  {0,0,1}     33    0
85    665   184   188  0.057335  {1,1,0}     26    1
39    671    55    56  0.534995  {0,2,0}     35    1
38    680    23    87  0.928405  {0,1,0}     25    1
105   681   192   194  0.286153  {0,2,0}     25    1
109   683   151   153  0.402256  {0,1,1}     28    0
44    686   122   123  0.603850  {0,2,0}     20    0
125   688   111   114  0.190431  {0,2,0}     36    1
41    688    13    14  0.171379  {1,0,0}     35    1
80    698     1     2  0.969097  {1,0,0}     34    1
9     704   156   157  0.829521  {0,2,0}     35    1
110   708   159   161  0.262672  {0,1,0}     32    1
24    710     4     5  0.131102  {0,1,0}     35    1
27    722    97    98  0.997509  {1,1,0}     28    1
78    735    12    13  0.657908  {0,1,0}     37    1
126   736     0    21  0.257963  {0,2,0}     35    0
53    756   220   221  0.698030  {0,2,0}     36    0
29    779   154   158  0.529130  {0,1,0}     20    1
87    779    95    99  0.240367  {0,1,1}     23    1
50    781   170   171  0.581423  {0,2,0}     37    1
118   782   193   194  0.463029  {0,1,0}     22    1
68    803    61    65  0.374503  {1,0,0}     40    1
64    807   177   181  0.410931  {0,1,0}     40    1
104   809   158   160  0.681211  {0,3,0}     40    1
102   836   251   254  0.394147  {0,3,0}     20    1
111   842    78    82  0.648809  {0,1,0}     20    1
83    847    55    56  0.999283  {1,0,0}     22    1
54    885   228   230  0.024153  {0,2,0}     40    1
96    891   142   143  0.966326  {0,3,0}     38    1
45    896    91    92  0.097657  {1,1,0}     39    1
4     900   249   250  0.955242  {0,1,0}     37    0
3     912   125   126  0.746544  {0,3,0}     27    1
103   917   236   238  0.308664  {0,1,0}     37    1
43    917    66    92  0.471291  {1,1,0}     29    1
86    918    67    69  0.744293  {1,1,0}     22    1
60    941   132   133  0.216736  {0,2,0}     34    1
98    943   193   246  0.413787  {0,1,0}     26    0
69    949   104   105  0.623476  {0,1,0}     21    1
58    956   203   204  0.992775  {0,1,0}     28    1
122   961   236   238  0.448897  {0,1,0}     24    0
6     969    81    82  0.546228  {0,3,0}     24    1
92    970   221   222  0.574758  {0,1,0}     35    0
75    989    57    61  0.506594  {0,1,0}     29    1
14    990    97   112  0.898870  {0,1,0}     37    1
35   1009   145   148  0.488162  {1,1,0}     22    1
101  1022     1     2  0.695576  {0,2,0}     26    0
20   1034   179   183  0.218713  {0,1,0}     29    0
67   1038   138   139  0.945294  {0,2,0}     23    1
37   1046    57    61  0.310086  {1,1,0}     36    1
120  1088   204   205  0.817898  {1,1,0}     34    1
70   1090   164   169  0.065723  {0,1,0}     35    1
71   1099   135   136  0.738588  {0,1,0}     35    0
56   1100   239   243  0.024531  {0,1,1}     26    1
81   1100    27    28  0.349087  {0,0,1}     36    1
52   1100   112   113  0.005550  {1,0,0}     26    1
31   1104   205   208  0.097403  {0,1,1}     38    1
66   1114   166   167  0.519037  {0,3,0}     36    1
119  1137   216   218  0.625372  {0,1,0}     39    0
17   1138   245   247  0.582254  {0,0,1}     28    1
25   1139   121   155  0.617795  {0,2,0}     40    0
91   1148   167   168  0.558342  {0,2,0}     40    1
76   1148   220   221  0.681298  {0,2,0}     37    0
127  1170   121   122  0.708005  {0,2,0}     34    0
77   1180    36    38  0.965313  {1,0,0}     38    1
123  1188     5     6  0.891236  {0,1,1}     28    1
22   1199   104   105  0.013148  {0,2,0}     27    1
55   1236    97    98  0.428344  {0,2,0}     27    0
0    1236    43    45  0.868292  {0,1,0}     23    1
42   1290    12    13  0.131659  {0,3,0}     28    0
2    1298   220   221  0.228203  {0,1,0}     33    1
94   1361   253   254  0.556607  {0,3,0}     22    0
48   1361   179   180  0.035848  {0,2,0}     21    0
84   1364    72    73  0.548757  {0,1,0}     31    0
46   1371     9    34  0.035376  {0,2,0}     33    1
15   1375    30    33  0.148983  {1,0,0}     30    1
107  1387   174   182  0.977316  {0,3,0}     38    1
106  1396    23    87  0.460937  {0,2,0}     29    1
