map EGL-G2-E
fac 5 10 {0,211,232,218,151}
hosp 3 {0,116,235}
n_ALS 9 1 {1:0,4:211,2:232,1:218,1:151}
n_BLS 23 1 {3:0,6:211,5:232,6:218,3:151}
n_CLS 5 0 {1:232,4:151}
      c_m  head  tail      c_af      c_d  c_tau  c_h
8       6   161   164  0.313770  {0,3,0}     35    0
107     7    70    79  0.598469  {0,2,0}     32    1
57     10   197   200  0.743593  {0,3,0}     35    0
35     18     5    23  0.888077  {1,0,0}     24    1
84     22     9    10  0.588379  {1,0,0}     29    0
27     34   122   124  0.564172  {0,0,1}     25    0
116    36   107   108  0.277725  {0,1,0}     20    1
3      57   131   132  0.959782  {0,2,0}     26    0
29     76   193   246  0.412503  {0,2,0}     24    1
38    118    12    16  0.741796  {0,3,0}     32    0
73    139   130   137  0.663234  {0,1,0}     31    1
85    164   139   140  0.819672  {1,0,0}     39    1
77    220    67    68  0.715483  {0,3,0}     38    0
122   268   228   229  0.788836  {0,1,0}     29    0
0     304   151   153  0.577627  {0,2,0}     29    0
101   327   156   162  0.091572  {0,1,0}     28    0
33    350   101   102  0.830897  {0,1,0}     29    0
2     362   179   180  0.677044  {1,0,0}     28    0
42    363   122   124  0.461892  {1,3,0}     32    1
24    364     7    30  0.355203  {0,1,0}     29    1
53    384   178   185  0.696090  {0,1,0}     34    1
6     386    20    21  0.424373  {0,1,0}     36    1
50    407   124   125  0.273769  {0,3,0}     20    0
22    427   117   119  0.838105  {1,1,0}     32    1
59    429   131   132  0.108844  {0,2,0}     30    1
118   430    30    33  0.803953  {1,1,0}     24    1
49    456    23    87  0.611466  {1,0,0}     34    1
5     468   239   240  0.850158  {1,0,0}     21    1
92    471   184   188  0.138720  {1,0,0}     29    1
119   482   163   167  0.900221  {0,3,0}     37    0
106   484    31    32  0.679446  {1,0,0}     37    1
78    492   239   240  0.396404  {0,2,0}     26    1
32    520   128   139  0.196654  {0,0,1}     32    1
21    525   192   194  0.815662  {0,2,0}     29    0
58    525    79    80  0.054378  {0,2,0}     33    1
117   541   106   108  0.391866  {0,0,1}     38    0
111   545   135   147  0.943292  {0,2,0}     21    1
110   553   164   165  0.387774  {0,3,0}     36    1
36    556   226   251  0.981233  {1,1,0}     27    1
9     560   131   132  0.855627  {0,0,1}     34    0
41    563    74    75  0.892388  {0,2,0}     25    0
64    582    31    32  0.148472  {1,0,0}     30    1
99    597   204   205  0.240206  {1,1,0}     33    1
86    607   165   166  0.616781  {0,2,0}     33    0
95    621    63    64  0.669030  {0,3,0}     36    1
63    623    35    36  0.338621  {0,3,0}     25    1
104   625    68    69  0.990731  {0,1,0}     35    1
54    633     0     1  0.542041  {0,0,1}     38    0
76    635    25    26  0.923709  {0,2,0}     27    1
125   650    53    54  0.326033  {0,1,0}     33    0
127   651   251   254  0.519070  {0,2,0}     34    1
126   655   205   208  0.661031  {1,0,0}     28    1
98    655   184   185  0.644374  {0,3,0}     24    1
15    656    53    55  0.045171  {0,1,0}     35    0
83    665   116   117  0.413447  {0,0,1}     40    1
114   672   184   185  0.171831  {0,2,0}     26    1
81    686    97   115  0.317277  {1,0,0}     37    1
7     693   103   111  0.481983  {1,3,0}     37    1
16    696   120   170  0.413830  {0,1,0}     28    0
14    699    66    67  0.257608  {0,1,0}     29    1
37    715   179   180  0.504329  {0,2,0}     36    1
62    723    68    69  0.713388  {0,1,0}     24    1
13    725   196   197  0.551869  {0,1,0}     26    0
55    747    38    40  0.161148  {0,0,1}     22    1
25    784   112   113  0.940272  {1,3,0}     23    1
1     798   104   105  0.080104  {0,3,0}     29    0
121   802   185   186  0.721416  {0,1,0}     22    0
60    806   125   150  0.167728  {1,1,0}     23    1
34    807     3     4  0.781013  {0,2,0}     30    1
71    811   140   141  0.927434  {0,1,0}     35    0
43    814    43    44  0.825063  {1,0,0}     26    1
74    815    69    70  0.122099  {0,1,0}     23    1
52    821     1    12  0.350071  {0,3,0}     25    1
4     833    50    52  0.147786  {0,2,0}     34    1
112   867   177   181  0.235070  {0,2,0}     35    0
120   869   117   121  0.233300  {0,2,0}     25    1
113   885   167   168  0.090030  {0,1,0}     38    0
115   905    10    41  0.686359  {0,3,0}     36    0
79    906   194   242  0.261937  {1,0,0}     28    0
45    906   105   107  0.140640  {1,1,0}     28    1
23    922   180   181  0.934842  {1,0,0}     33    1
67    923   188   189  0.430843  {0,1,0}     37    1
56    937    36    38  0.678415  {0,1,0}     40    1
