map EGL-G1-D
fac 5 10 {0,110,32,28,202}
hosp 1 {0}
n_ALS 8 1 {4:0,1:32,3:28}
n_BLS 22 1 {4:0,5:110,4:32,6:28,3:202}
n_CLS 10 0 {2:0,1:110,3:32,1:28,3:202}
      c_m  head  tail      c_af      c_d  c_tau  c_h
113     1    77    78  0.747080  {1,1,0}     31    1
53      7   213   216  0.532742  {0,3,0}     23    1
114    10   120   121  0.986821  {0,2,0}     40    0
68     28    45    64  0.282007  {1,3,0}     37    1
107    37    45    64  0.709547  {0,1,0}     40    0
84     44    29    30  0.528864  {1,1,0}     25    1
81     66   101   110  0.900137  {0,1,0}     40    0
63     99   199   201  0.526773  {0,1,0}     24    0
102   101   163   164  0.381171  {0,1,0}     36    0
62    123    96   111  0.971722  {0,0,1}     24    1
17    220   161   162  0.603223  {0,3,0}     30    1
115   230   116   118  0.109694  {1,0,0}     40    1
5     247   216   217  0.425477  {1,0,0}     33    0
38    275    94    95  0.672454  {1,1,0}     22    1
46    313   244   248  0.810818  {0,1,0}     31    0
16    365    41    51  0.850463  {0,1,0}     32    1
42    415   155   161  0.321821  {0,1,0}     35    0
69    435    50    52  0.691588  {1,0,0}     29    1
82    450   119   169  0.738919  {0,1,0}     22    1
15    451   171   172  0.830808  {0,1,0}     21    0
75    481   151   152  0.714981  {1,0,0}     36    1
90    483   105   107  0.607537  {1,1,0}     21    1
118   483   185   192  0.478969  {0,2,0}     24    1
3     489   178   179  0.219580  {0,2,0}     30    0
31    494   232   233  0.423817  {0,1,0}     20    0
18    522   242   245  0.707333  {1,0,0}     21    1
83    533    40    41  0.965375  {1,1,0}     29    1
57    542     1    12  0.480672  {0,2,0}     36    1
11    548    22    24  0.392458  {0,1,1}     37    0
27    554   126   127  0.408247  {0,0,1}     30    1
0     555   152   153  0.326871  {0,2,0}     28    0
26    561   193   194  0.407001  {0,2,0}     24    1
61    579   232   234  0.228173  {0,3,0}     29    0
30    596   137   138  0.684804  {0,2,0}     38    1
41    596   228   229  0.728645  {0,3,0}     33    1
20    608   161   162  0.741047  {0,1,0}     21    1
19    617   219   221  0.505662  {0,1,1}     38    1
67    632   144   147  0.312360  {0,1,0}     32    0
23    645   222   225  0.172898  {0,3,0}     27    1
119   655   192   193  0.980910  {1,1,0}     25    1
89    656   116   120  0.349585  {0,2,0}     28    1
77    669    61    62  0.471198  {0,2,0}     40    1
