map EGL-G2-A
fac 5 10 {0,105,208,114,157}
hosp 3 {0,81,104}
n_ALS 5 1 {1:0,1:105,2:208,1:114}
n_BLS 20 1 {5:0,4:105,5:208,2:114,4:157}
n_CLS 10 0 {1:0,3:105,3:208,3:114}
      c_m  head  tail      c_af      c_d  c_tau  c_h
125    20    22    24  0.123290  {1,0,0}     32    1
110    21   143   144  0.847250  {0,1,0}     37    0
23     49   143   145  0.618390  {0,2,0}     27    0
96     88     5    26  0.875455  {0,2,0}     34    1
97     88    23   150  0.641978  {1,1,0}     21    1
74    136   166   175  0.024266  {0,3,0}     26    0
10    136   163   167  0.252295  {1,1,0}     22    1
88    148     4     5  0.295285  {0,3,0}     39    1
95    181   155   156  0.981062  {0,0,1}     23    1
7     272   190   191  0.272713  {0,2,0}     24    0
108   281    76    78  0.195104  {0,1,0}     35    1
14    314   162   163  0.873022  {1,3,0}     30    1
81    346     6     7  0.847068  {0,3,0}     26    1
64    406   185   186  0.212665  {0,1,0}     32    0
124   456   106   108  0.788555  {1,0,0}     23    1
127   478    21    35  0.013299  {0,0,1}     22    0
55    485   247   249  0.509346  {0,1,0}     23    0
13    512   117   121  0.176621  {1,1,0}     36    1
18    526    27    28  0.428760  {0,2,0}     25    1
45    543   178   185  0.101337  {1,0,0}     25    1
116   546   137   138  0.039875  {0,2,0}     33    1
99    554   184   185  0.531215  {1,3,0}     28    1
27    566    99   100  0.486962  {1,0,0}     26    1
98    569    36    37  0.083537  {0,1,1}     22    1
100   572   234   239  0.430140  {0,2,0}     27    1
76    584   161   164  0.421494  {1,0,0}     26    0
85    594    12    16  0.839928  {0,1,0}     27    1
43    596   203   204  0.013105  {0,2,0}     36    1
5     609    39    52  0.367545  {1,1,0}     26    1
83    609    49    56  0.495650  {0,3,0}     28    1
107   617     5     6  0.961254  {0,1,0}     33    0
30    621    78    79  0.508450  {1,0,0}     31    1
33    631   112   113  0.594738  {0,3,0}     26    0
89    638   225   226  0.413135  {0,1,0}     29    1
60    642    95    99  0.937860  {0,1,0}     32    1
92    644   219   220  0.780918  {0,0,1}     40    1
0     655   166   178  0.557383  {0,3,0}     38    1
22    670   159   161  0.359225  {1,1,0}     23    1
126   679   175   176  0.930235  {0,2,0}     28    0
16    699   133   134  0.174954  {0,1,0}     23    1
58    701   106   108  0.657009  {1,0,0}     27    1
48    712   139   140  0.436488  {0,1,1}     29    1
101   716    69    70  0.116991  {0,2,0}     24    0
9     716   125   152  0.330339  {0,1,0}     40    0
25    733   196   197  0.333672  {0,2,0}     33    1
28    741   165   166  0.874560  {0,2,0}     22    1
114   746   174   182  0.352464  {0,2,0}     37    1
50    767   107   109  0.087656  {0,3,0}     39    1
52    768    54    58  0.357493  {0,1,0}     21    1
12    782   154   158  0.307252  {0,2,0}     34    0
103   786   117   119  0.617112  {1,1,0}     33    1
112   791   106   108  0.858005  {0,1,0}     24    0
8     794   179   180  0.701711  {0,1,0}     40    0
80    805    90    92  0.640690  {0,1,0}     28    1
11    806    10    11  0.334202  {0,1,0}     25    1
37    808    70    71  0.660479  {1,0,0}     20    1
57    811   171   172  0.967278  {0,1,0}     22    1
47    816   188   189  0.086111  {1,1,0}     37    1
19    823   177   180  0.039217  {0,1,0}     25    0
122   832    87    88  0.609256  {0,1,0}     39    1
