map EGL-G1-B
fac 5 10 {0,178,176,114,47}
hosp 2 {0,137}
n_ALS 5 1 {2:178,2:176,1:47}
n_BLS 17 1 {1:0,3:178,4:176,3:114,6:47}
n_CLS 9 0 {1:0,3:178,1:176,2:114,2:47}
      c_m  head  tail      c_af      c_d  c_tau  c_h
23      1    26    28  0.442469  {1,0,0}     24    1
110    11    43    46  0.653358  {0,2,0}     39    1
92     34   121   122  0.866554  {0,1,0}     24    1
6      87    71    72  0.724434  {0,2,0}     32    1
80    118   198   199  0.393661  {1,0,0}     40    1
24    151    19    20  0.389552  {0,2,0}     39    0
3     210   177   184  0.552160  {0,2,0}     26    0
73    217   226   227  0.170780  {0,3,0}     28    1
49    287     3    23  0.930178  {0,3,0}     36    0
34    299     1     2  0.419855  {0,2,0}     25    0
12    324   124   149  0.696111  {0,1,0}     29    0
43    335   153   156  0.125277  {1,0,0}     30    1
115   355   136   137  0.621941  {0,2,0}     38    0
70    363    15    17  0.168957  {0,1,1}     29    1
40    364   152   153  0.236704  {0,1,0}     25    0
59    372    17    22  0.337184  {0,3,0}     39    1
66    390    10    11  0.601796  {0,1,0}     39    1
35    412    81    84  0.968617  {0,3,0}     37    0
2     427    65    66  0.727665  {0,1,1}     33    1
14    434   104   106  0.756370  {1,1,0}     32    1
5     435    29    31  0.878968  {1,1,0}     28    1
111   446   175   176  0.688334  {0,1,0}     25    1
82    469     6     7  0.864262  {1,0,0}     23    1
126   499    49    56  0.131815  {0,2,0}     37    1
20    516   125   126  0.387363  {0,2,0}     22    1
107   545   210   211  0.790103  {0,1,0}     37    1
11    558   196   203  0.715403  {0,1,0}     38    1
57    564   144   147  0.377404  {1,0,0}     34    1
105   564   138   139  0.836776  {1,0,0}     23    1
19    578    43    45  0.204434  {0,1,0}     40    1
47    583    10    41  0.132505  {1,3,0}     22    1
67    591    46    47  0.232470  {0,1,0}     24    0
46    593   241   242  0.354868  {0,2,0}     35    1
93    605    73    74  0.056235  {0,1,0}     24    0
75    608    82    83  0.604617  {0,1,0}     25    0
90    653   211   213  0.576358  {1,0,0}     32    1
26    658     5    26  0.087885  {1,0,0}     38    1
121   668   226   227  0.601916  {0,0,1}     24    1
51    681   112   114  0.029714  {1,1,0}     30    1
50    697   219   221  0.963947  {0,3,0}     31    0
106   701   149   150  0.183734  {0,2,0}     32    1
15    703    71    72  0.172463  {0,2,0}     31    1
37    704   244   248  0.294563  {1,1,0}     28    1
97    705    57    61  0.156660  {1,0,0}     38    1
33    719   153   157  0.462540  {1,1,0}     31    1
60    719   197   198  0.330967  {0,1,0}     30    1
77    727   191   193  0.428700  {1,0,0}     23    1
95    733     4    22  0.049319  {0,1,0}     22    0
63    746    50    51  0.897310  {1,1,0}     35    1
41    749    59    71  0.807216  {0,0,1}     26    1
113   760   194   195  0.811890  {0,3,0}     25    1
98    765   190   191  0.917527  {0,3,0}     40    1
120   768   144   145  0.718157  {0,2,0}     35    1
79    796    34    41  0.368823  {1,0,0}     39    1
72    812   178   183  0.407942  {0,1,0}     28    1
127   814   103   113  0.255600  {0,0,1}     33    1
88    828   192   193  0.651885  {0,1,1}     24    0
99    828   207   209  0.900281  {0,1,1}     21    1
101   830   166   167  0.088433  {0,1,0}     26    1
119   835   223   224  0.620364  {0,1,0}     34    1
39    838   121   122  0.575242  {1,1,0}     26    1
83    838   222   223  0.746093  {0,1,0}     24    1
54    845    23   229  0.825791  {0,3,0}     24    0
84    862   199   201  0.064551  {0,0,1}     27    0
96    891   156   162  0.234040  {0,3,0}     22    0
13    901    69    78  0.642035  {0,2,0}     27    1
108   905   125   126  0.378968  {0,3,0}     40    1
