map EGL-G2-C
fac 5 10 {0,97,26,1,153}
hosp 2 {0,190}
n_ALS 5 1 {2:0,1:97,2:26}
n_BLS 18 1 {3:0,3:97,8:26,3:1,1:153}
n_CLS 8 0 {2:0,4:97,2:1}
      c_m  head  tail      c_af      c_d  c_tau  c_h
72     13   179   183  0.278585  {1,1,0}     29    1
79     30   128   129  0.714137  {0,1,0}     36    1
106    45    99   131  0.968431  {1,1,0}     23    1
101    79   189   190  0.477004  {1,1,0}     23    1
86    125   204   205  0.570374  {0,1,1}     30    0
9     155   196   198  0.619823  {1,1,0}     24    1
118   163   106   108  0.454426  {0,1,0}     39    1
46    164   226   229  0.262593  {0,1,1}     34    0
2     175    16    18  0.530532  {0,2,0}     39    0
82    210    97   112  0.801027  {0,1,1}     26    0
97    228   162   163  0.756328  {0,1,1}     29    0
8     231     2    14  0.674425  {0,3,0}     31    0
92    275   158   160  0.584846  {0,3,0}     31    1
84    301    17    22  0.670947  {0,2,0}     34    0
36    369   152   153  0.801464  {0,1,1}     22    1
40    396   125   126  0.310904  {0,2,0}     31    1
24    404   223   224  0.621851  {0,2,0}     39    0
66    437    23    87  0.901436  {0,2,0}     38    1
26    438     8    33  0.797418  {1,3,0}     39    1
80    439   113   115  0.676204  {0,1,0}     27    1
126   450   251   252  0.234468  {0,1,0}     26    1
124   452   196   198  0.501694  {0,1,0}     23    0
32    455   175   177  0.039726  {0,1,0}     26    0
62    458   120   162  0.763928  {1,2,0}     29    1
22    475    68    69  0.477241  {1,3,0}     33    1
25    494   147   148  0.631304  {0,1,1}     28    0
38    500   188   189  0.030370  {0,3,0}     22    1
114   505    85   101  0.507220  {0,2,0}     22    1
94    540   184   188  0.418582  {0,2,0}     22    0
115   540   122   123  0.811560  {0,3,0}     22    0
0     541    54    55  0.817935  {0,0,1}     21    1
77    544    16    18  0.526845  {0,2,0}     26    0
127   548    90    92  0.893812  {0,1,0}     30    1
20    555   145   148  0.056592  {0,1,0}     31    0
29    574    36    37  0.310978  {0,3,0}     21    1
13    587    41    51  0.727702  {1,0,0}     40    1
19    588   190   191  0.356530  {0,0,1}     30    1
73    589   180   181  0.474455  {0,0,1}     21    1
45    591    74    75  0.942069  {1,1,0}     40    1
74    604   103   111  0.156176  {1,0,0}     21    1
99    607   225   228  0.445451  {0,3,0}     22    0
111   608    43    44  0.231773  {0,2,0}     25    0
61    610    61    65  0.007343  {1,1,0}     39    1
120   613   189   190  0.510037  {0,2,0}     24    0
42    633     9    34  0.146781  {0,3,0}     39    1
39    640   197   199  0.436172  {0,3,0}     39    1
98    651   175   176  0.510202  {0,1,0}     27    0
123   654   235   236  0.927128  {0,3,0}     39    0
51    656    28    29  0.685139  {0,3,0}     26    0
14    662    81    89  0.869889  {0,3,0}     23    0
119   663    71    72  0.082110  {0,3,0}     35    1
56    667    43    45  0.571770  {1,0,0}     38    1
95    675   227   229  0.832586  {1,1,0}     32    0
63    691    14    15  0.068226  {1,1,0}     21    1
4     693   117   121  0.892839  {1,0,0}     36    1
55    695    21    35  0.352846  {0,2,0}     25    1
117   705    32    33  0.494880  {0,2,0}     37    0
23    706   247   249  0.165160  {0,3,0}     37    0
109   720    32    34  0.761996  {1,0,0}     33    1
70    731    63    64  0.918543  {1,0,0}     34    1
104   744   204   205  0.946421  {0,1,0}     34    1
87    753    47    64  0.598556  {0,3,0}     31    1
57    754    17    22  0.421324  {0,3,0}     26    1
78    757    45    64  0.049006  {0,2,0}     34    0
105   768    85   101  0.038438  {0,1,0}     31    0
75    775   116   117  0.341046  {1,0,0}     33    1
10    784   177   181  0.737083  {0,2,0}     33    1
58    810   158   160  0.953675  {0,1,0}     35    1
1     829   133   134  0.705310  {0,1,0}     28    0
67    841    78    79  0.379394  {0,1,0}     32    0
96    843   113   114  0.990383  {0,3,0}     24    0
93    844     4    22  0.012780  {0,3,0}     31    1
85    848   120   162  0.205444  {0,3,0}     28    1
110   856    48    57  0.683071  {0,2,0}     22    1
27    871    59    60  0.723821  {0,3,0}     25    0
91    874    69    70  0.642122  {1,1,0}     33    1
28    877    47    48  0.176224  {0,2,0}     26    1
52    898   239   240  0.645082  {0,2,0}     31    0
15    903    43    45  0.036738  {1,1,0}     35    1
116   903   213   215  0.304571  {1,0,0}     21    1
112   904   237   238  0.771986  {0,1,1}     25    1
47    908   247   248  0.893966  {0,3,0}     33    1
37    911   199   200  0.213447  {0,1,0}     29    0
35    920   248   249  0.520709  {0,1,0}     30    0
89    920     0     1  0.104912  {0,2,0}     30    1
65    925   189   190  0.803837  {0,1,0}     28    1
64    940   119   120  0.777304  {1,0,0}     37    1
7     949   128   129  0.966237  {1,0,0}     20    1
122   963    19    20  0.140166  {1,0,0}     36    1
31    985   129   130  0.586165  {0,2,0}     21    1
16   1000   217   218  0.584547  {0,0,1}     39    0
69   1000   223   224  0.571797  {0,2,0}     31    1
12   1003    39    52  0.776729  {1,0,0}     36    1
3    1012     6    27  0.865424  {0,2,0}     20    1
43   1013   225   228  0.609677  {0,1,0}     35    0
90   1023   168   176  0.784251  {0,2,0}     25    0
68   1033   247   248  0.406581  {0,1,0}     40    0
50   1042   154   158  0.701631  {0,2,0}     26    1
53   1058    11    42  0.465618  {0,2,0}     39    1
30   1060   103   104  0.127093  {0,1,0}     24    0
5    1067   157   161  0.727354  {0,3,0}     25    0
100  1067   164   165  0.188384  {0,3,0}     39    1
11   1068   208   209  0.822317  {0,2,0}     22    1
48   1082   208   210  0.340022  {1,0,0}     32    1
18   1091   247   249  0.378877  {1,1,0}     32    1
41   1107   141   142  0.170777  {1,0,0}     35    1
121  1112   217   218  0.571593  {1,1,0}     35    1
59   1114    30    33  0.354746  {0,0,1}     31    1
21   1120   107   109  0.081039  {0,1,0}     36    1
81   1128   205   207  0.316090  {0,3,0}     24    1
76   1165    17    22  0.610395  {1,0,0}     20    1
49   1166    53    54  0.461233  {1,0,0}     25    1
108  1174    20    21  0.527378  {0,3,0}     24    0
71   1174   223   224  0.435624  {0,1,0}     37    1
54   1182   172   173  0.497308  {0,3,0}     34    1
103  1188   132   133  0.690625  {0,3,0}     31    1
83   1188   105   107  0.235661  {0,2,0}     36    1
34   1189   240   242  0.143991  {0,2,0}     36    1
107  1203   216   217  0.693484  {0,3,0}     35    1
6    1221    19    25  0.955513  {1,0,0}     25    1
17   1238   132   133  0.566933  {0,1,1}     22    0
88   1239     4     5  0.034167  {0,3,0}     38    1
33   1247   143   145  0.010132  {0,1,0}     37    0
113  1250   201   203  0.421361  {0,1,0}     20    1
102  1251   198   199  0.333200  {0,1,0}     35    1
125  1257   237   238  0.228199  {1,0,0}     32    1
60   1428   136   146  0.909401  {0,1,1}     24    1
44   1438   119   120  0.015429  {0,2,0}     37    0
