map EGL-G2-E
fac 5 10 {0,202,121,124,217}
hosp 2 {0,146}
n_ALS 7 1 {2:202,3:121,2:124}
n_BLS 21 1 {5:0,1:202,3:121,5:124,7:217}
n_CLS 10 0 {4:0,4:202,1:124,1:217}
      c_m  head  tail      c_af      c_d  c_tau  c_h
68      2    82    83  0.642342  {0,1,0}     29    1
46      3    51    52  0.055626  {0,1,0}     33    1
79     31   202   203  0.530804  {0,3,0}     31    0
72     92   126   127  0.594658  {0,0,1}     20    0
75     93   244   253  0.516918  {0,2,0}     28    0
7     164    10    11  0.169358  {0,0,1}     37    1
28    207    48    57  0.323991  {1,0,0}     21    1
22    207    95    99  0.412831  {0,1,0}     36    1
40    317   130   131  0.893720  {0,1,0}     31    0
85    351   250   251  0.812530  {0,2,0}     27    1
103   393   124   125  0.988787  {0,3,0}     27    1
29    393   123   124  0.486078  {0,1,0}     37    0
105   404   204   205  0.769909  {0,1,0}     31    1
56    418    11    42  0.257335  {0,2,0}     30    0
62    420   243   245  0.414465  {0,2,0}     29    0
118   427     8     9  0.876070  {0,0,1}     21    1
15    446    24    25  0.438318  {1,0,0}     36    0
127   450   236   238  0.000121  {0,1,0}     38    0
126   462   119   120  0.284977  {0,2,0}     24    1
81    471    48    57  0.607797  {1,1,0}     37    1
94    501   245   246  0.328125  {0,2,0}     24    0
113   509     3    15  0.563037  {1,0,0}     38    1
96    513    48    49  0.259780  {0,3,0}     34    1
44    514    17    19  0.339668  {0,1,0}     21    1
74    514     1     2  0.180910  {0,0,1}     35    0
117   520   140   142  0.933516  {1,0,0}     28    1
90    521   132   133  0.192045  {0,1,0}     37    1
27    524    10    41  0.818888  {0,1,0}     24    1
35    533   190   192  0.755071  {0,2,0}     28    0
108   550   129   130  0.897777  {1,1,0}     38    1
82    554     7     8  0.456385  {0,1,0}     40    1
11    564    11    42  0.303964  {0,1,0}     26    1
10    567    82    83  0.068723  {0,2,0}     25    0
57    568   239   243  0.287471  {0,1,0}     27    0
61    568   226   229  0.855160  {1,1,0}     39    0
122   572    81    89  0.408381  {0,2,0}     26    1
111   575   247   249  0.288271  {0,1,1}     22    0
14    583   197   199  0.942300  {0,1,0}     29    1
125   585   201   203  0.006812  {0,2,0}     31    0
77    589   115   116  0.285358  {0,2,0}     28    1
58    589   111   114  0.188674  {0,1,0}     38    0
17    591   252   253  0.984888  {1,1,0}     40    1
78    603    19    25  0.240427  {0,0,1}     23    1
20    607   101   102  0.494401  {1,1,0}     36    1
66    610   198   199  0.786785  {0,2,0}     27    1
109   622    67    69  0.131187  {0,1,0}     22    0
106   624    19    25  0.683890  {0,3,0}     33    1
34    632    17    22  0.135408  {1,1,0}     34    1
83    636   185   186  0.604524  {0,0,1}     27    0
119   637   118   119  0.651663  {1,1,0}     22    1
8     639   233   234  0.471930  {0,1,0}     27    0
69    641    48    49  0.508026  {1,0,0}     40    1
93    649    19    20  0.791838  {0,1,0}     25    0
37    667    14    15  0.591330  {0,2,0}     32    0
84    697    12    16  0.797624  {0,2,0}     25    1
26    703   219   220  0.272317  {0,1,0}     40    0
71    709   133   135  0.377149  {0,2,0}     31    0
13    728    23    87  0.407288  {0,1,0}     38    0
112   738   250   251  0.946283  {0,3,0}     39    0
54    742   240   241  0.073768  {0,2,0}     36    1
21    753    73    74  0.794919  {0,3,0}     27    0
99    777    65    66  0.422677  {1,0,0}     31    1
124   781   233   254  0.095157  {1,1,0}     40    1
41    792   129   138  0.209844  {0,1,0}     26    1
51    801   185   186  0.413475  {0,0,1}     37    0
80    807    78    79  0.555135  {1,0,0}     26    1
98    807    24    25  0.473421  {0,1,0}     21    1
73    826   247   249  0.472692  {1,1,0}     21    0
9     839   142   143  0.751810  {0,2,0}     35    1
63    845   239   243  0.522933  {1,1,0}     30    1
121   848    23   150  0.237676  {0,0,1}     35    1
76    854   202   209  0.633271  {0,2,0}     36    1
19    855   135   136  0.658058  {0,1,0}     37    0
64    862   195   248  0.226364  {1,1,0}     22    1
23    871   125   152  0.993454  {0,3,0}     23    0
120   873   165   166  0.803665  {0,1,0}     23    1
70    875    43    45  0.026308  {0,3,0}     26    1
38    876   141   142  0.276774  {0,2,0}     32    1
47    889   166   167  0.701164  {0,1,0}     35    1
123   898   147   148  0.228405  {1,0,0}     35    1
2     906     6    27  0.291394  {1,1,0}     35    1
16    908    63    65  0.860837  {1,1,0}     34    1
65    917   159   160  0.823046  {0,2,0}     30    1
102   924   210   211  0.124713  {1,1,0}     25    1
43    947   146   147  0.241751  {1,1,0}     21    1
