map EGL-G1-A
fac 5 10 {0,60,53,161,191}
hosp 2 {0,204}
n_ALS 5 1 {4:60,1:161}
n_BLS 16 1 {4:0,2:60,4:53,2:161,4:191}
n_CLS 5 0 {1:60,3:53,1:161}
      c_m  head  tail      c_af      c_d  c_tau  c_h
85     22   188   189  0.864679  {0,1,0}     40    0
64     52    43    45  0.736059  {0,2,0}     24    1
28     67    41    51  0.737677  {0,2,0}     38    0
100   158   128   129  0.108067  {0,1,1}     39    1
44    160   105   117  0.595677  {0,1,0}     34    1
89    160    53    55  0.891216  {0,0,1}     31    0
70    197   120   121  0.838586  {1,0,0}     40    1
51    220   101   102  0.049698  {1,0,0}     36    1
30    243   163   164  0.657959  {0,1,0}     34    1
83    243    75    76  0.583558  {0,1,0}     39    0
39    304   177   184  0.255389  {1,1,0}     20    1
20    321   199   201  0.735821  {0,1,0}     25    1
36    329   178   183  0.392536  {0,1,0}     37    0
10    402   158   160  0.049170  {1,0,0}     29    1
22    421    60    67  0.516231  {1,1,0}     38    1
90    424   229   230  0.285704  {1,1,0}     21    1
118   427   192   193  0.543700  {0,1,0}     37    0
11    437    71    72  0.747716  {1,1,0}     28    1
68    441   158   160  0.046750  {1,0,0}     28    1
107   446    36    39  0.576879  {0,2,0}     36    1
61    446   104   106  0.934054  {0,1,0}     35    0
115   453    40    41  0.859302  {0,2,0}     31    1
67    473   177   184  0.496671  {1,0,0}     35    1
105   504   176   179  0.119017  {1,0,0}     36    1
21    507   162   166  0.225362  {0,1,0}     31    0
103   507   124   149  0.385035  {0,2,0}     31    1
93    526   178   182  0.189381  {0,1,0}     26    1
111   529    16    18  0.647609  {0,3,0}     30    0
124   533    49    50  0.774377  {1,0,0}     34    1
34    543    54    55  0.304938  {1,1,0}     24    1
55    549    81    84  0.877606  {0,2,0}     40    1
86    568     3    15  0.808737  {0,2,0}     22    1
78    568   153   156  0.658083  {1,1,0}     32    1
82    597   124   151  0.927487  {0,2,0}     27    0
117   605    79    80  0.648975  {0,1,0}     24    1
29    606    29    31  0.627766  {0,1,1}     37    1
106   618   228   230  0.325325  {0,1,1}     38    1
66    619    58    59  0.880508  {1,0,0}     28    1
31    647   202   204  0.630939  {1,0,0}     37    1
40    653   246   248  0.216604  {0,3,0}     28    1
42    677   127   128  0.316396  {0,2,0}     36    1
41    690   121   123  0.714959  {1,1,0}     39    1
27    693   126   127  0.334101  {1,0,0}     35    1
84    728    63    64  0.964180  {1,1,0}     32    1
3     729    49    50  0.876780  {1,1,0}     40    1
63    729   116   118  0.341304  {0,2,0}     40    1
81    730    81    84  0.373489  {0,1,0}     35    1
98    746   126   127  0.198107  {0,3,0}     30    1
58    755   140   141  0.574174  {1,0,0}     26    1
65    759    27    30  0.450066  {1,3,0}     31    1
0     770   225   227  0.802793  {0,1,0}     21    0
32    774   162   167  0.928285  {0,1,0}     20    1
112   788   158   159  0.998211  {1,1,0}     34    1
7     788   126   127  0.115119  {0,2,0}     26    0
75    792    32    34  0.048885  {0,1,0}     27    0
91    797    50    53  0.155126  {1,2,0}     36    1
77    801    93    94  0.471394  {0,2,0}     39    0
92    811   198   200  0.758606  {1,2,0}     24    1
46    833   108   109  0.720493  {0,1,0}     26    1
37    836   206   207  0.889208  {0,2,0}     34    0
76    839    32    34  0.348063  {1,2,0}     40    1
12    848   110   113  0.507739  {0,1,0}     35    1
24    848    57    61  0.417714  {1,1,0}     35    1
72    856    89    90  0.367151  {1,1,0}     37    1
88    857   157   159  0.572703  {1,1,0}     28    1
123   857   102   110  0.937009  {0,2,0}     28    1
16    859    47    64  0.167557  {0,2,0}     34    1
120   860    68    79  0.050471  {0,1,0}     37    1
125   882   146   147  0.253369  {0,3,0}     24    0
95    889    51    52  0.915081  {0,1,0}     22    0
47    895    13    14  0.943943  {0,1,0}     20    1
33    895    15    17  0.598475  {0,1,0}     22    0
57    903   225   248  0.836950  {1,1,0}     32    1
48    914    45    64  0.709428  {0,1,0}     23    1
