map EGL-G2-B
fac 5 10 {0,195,31,162,183}
hosp 2 {0,11}
n_ALS 5 1 {1:0,3:31,1:162}
n_BLS 22 1 {4:0,4:31,7:162,7:183}
n_CLS 8 0 {1:0,2:195,3:31,2:162}
      c_m  head  tail      c_af      c_d  c_tau  c_h
17     13    29    30  0.220148  {1,0,0}     32    1
126    27    29    31  0.780446  {0,1,0}     28    0
119    75   168   176  0.997995  {0,1,1}     35    1
94     77    48    57  0.605245  {0,2,0}     39    1
73     87   146   147  0.601880  {0,1,0}     31    1
9     111     3    23  0.611702  {0,3,0}     24    0
6     127   170   171  0.749626  {0,1,0}     40    1
106   206   216   218  0.028432  {0,2,0}     23    0
77    213    63    65  0.974342  {0,1,0}     40    0
60    351   166   175  0.327643  {0,2,0}     31    1
20    400   185   186  0.117306  {1,1,0}     34    1
78    410   166   178  0.128914  {0,2,0}     37    1
21    424   216   218  0.777750  {1,1,0}     40    0
10    438   240   241  0.038066  {0,1,0}     29    1
75    448    95    99  0.368946  {0,2,0}     20    0
53    450    49    50  0.272678  {0,0,1}     40    0
90    452   120   162  0.100073  {1,1,0}     36    1
105   470   141   142  0.060896  {0,1,0}     30    1
16    480     9    34  0.544768  {0,2,0}     20    1
4     504   190   191  0.728214  {0,3,0}     36    1
120   506    59    60  0.434372  {1,0,0}     38    1
8     508    82    83  0.214705  {0,2,0}     28    0
100   509    43    45  0.579653  {0,2,0}     39    1
92    510    36    37  0.839766  {0,2,0}     30    1
118   519   163   167  0.116555  {0,2,0}     32    0
52    524     9    34  0.319278  {1,1,0}     22    1
107   537   118   119  0.136806  {0,2,0}     28    1
76    552     5    26  0.863326  {0,2,0}     40    1
91    553   217   219  0.142119  {1,1,0}     34    0
81    554   186   198  0.814260  {0,2,0}     24    0
124   563   245   246  0.576873  {0,2,0}     38    1
123   570   223   224  0.829198  {1,1,0}     34    1
125   572     1     2  0.520751  {0,1,0}     36    1
79    574    71    72  0.330679  {0,2,0}     39    1
65    582   130   137  0.966348  {0,2,0}     26    0
14    600   175   177  0.260288  {0,3,0}     20    0
63    603    76    78  0.855045  {0,1,0}     33    1
42    606    36    39  0.912601  {1,0,0}     31    1
37    610   161   164  0.508190  {0,1,0}     23    0
19    611    53    55  0.660185  {1,0,0}     27    1
56    613   204   205  0.116830  {0,2,0}     38    0
50    613    10    11  0.152630  {1,0,0}     22    1
