map EGL-G1-C
fac 5 10 {0,233,125,1,161}
hosp 1 {0}
n_ALS 7 1 {3:233,2:1,2:161}
n_BLS 25 1 {8:0,5:233,5:125,4:1,3:161}
n_CLS 6 0 {2:0,1:233,1:125,1:1,1:161}
      c_m  head  tail      c_af      c_d  c_tau  c_h
72     25    98   130  0.486028  {0,1,0}     28    0
59     25   115   116  0.874535  {0,2,0}     25    0
71     31    43    46  0.313605  {0,3,0}     34    1
37     32   237   238  0.246840  {0,1,0}     23    0
45     46    50    52  0.913285  {1,0,0}     25    1
118    46   188   189  0.362661  {1,1,0}     37    1
64    112    62    63  0.082382  {0,2,0}     30    1
32    123   177   184  0.409189  {1,0,0}     32    1
100   131    25    26  0.802560  {0,1,1}     37    1
14    142     0     1  0.582577  {0,1,0}     20    1
77    192   161   162  0.319772  {1,1,0}     37    1
97    196   192   193  0.891056  {0,2,0}     39    1
106   217   121   123  0.766216  {1,0,0}     32    1
44    220   244   245  0.968352  {1,0,0}     20    1
7     228    70    71  0.118958  {0,3,0}     38    0
81    314   112   114  0.111009  {1,0,0}     34    1
42    317   110   113  0.192145  {0,3,0}     21    1
34    426   112   113  0.867477  {1,0,0}     30    1
25    426   246   248  0.367264  {1,0,0}     40    0
99    438   241   242  0.872275  {0,2,0}     32    1
80    449   108   109  0.283277  {0,1,0}     21    0
48    485    27    28  0.893491  {0,2,0}     34    0
33    491     5    26  0.615571  {1,1,0}     26    1
113   506   238   239  0.672042  {0,1,0}     25    1
20    520    23    86  0.530873  {0,2,0}     36    1
116   541   219   220  0.463312  {0,1,0}     39    0
63    547   138   139  0.925192  {0,1,1}     36    1
122   551   174   176  0.435118  {0,2,0}     39    1
30    566    35    36  0.564604  {1,1,0}     32    1
110   570   111   112  0.022831  {0,3,0}     21    1
119   570    89    90  0.527635  {1,0,0}     28    1
36    584    54    55  0.944868  {1,0,0}     35    1
107   590   225   248  0.010992  {0,3,0}     27    0
123   607   203   210  0.661065  {1,0,0}     30    1
19    608    97   126  0.060073  {0,3,0}     25    1
49    613   184   185  0.235505  {0,3,0}     36    1
6     640    58    59  0.790053  {0,1,0}     31    0
46    644    12    16  0.902957  {0,1,0}     23    1
9     644   162   166  0.391196  {0,3,0}     24    0
82    648   162   166  0.030142  {0,3,0}     32    0
126   654   132   133  0.610498  {0,2,0}     20    1
12    655    83    84  0.815978  {0,2,0}     27    1
0     660   102   103  0.854124  {0,2,0}     34    0
88    664    13    14  0.197149  {0,2,0}     37    0
28    675    18    20  0.858518  {0,1,0}     25    1
98    693    27    28  0.380902  {0,1,0}     24    1
108   703    29    31  0.950373  {0,0,1}     22    1
60    716   153   157  0.851335  {0,1,0}     21    0
84    730   162   166  0.058382  {0,1,0}     29    0
51    734    92    93  0.230465  {0,2,0}     28    0
127   746    94    95  0.757828  {0,2,0}     24    0
58    746    58    59  0.130648  {0,3,0}     24    0
52    757   147   148  0.957873  {0,2,0}     37    1
109   758   246   248  0.821080  {1,1,0}     38    1
