map EGL-G1-A
fac 5 10 {0,214,80,81,67}
hosp 2 {0,200}
n_ALS 9 1 {3:80,1:81,5:67}
n_BLS 20 1 {3:0,5:214,6:80,5:81,1:67}
n_CLS 9 0 {1:0,3:214,1:80,1:81,3:67}
      c_m  head  tail      c_af      c_d  c_tau  c_h
40     16   126   127  0.063241  {0,2,0}     40    0
32     22   232   234  0.127813  {0,3,0}     37    1
56     28   141   142  0.805691  {0,1,0}     27    1
79     43    69    78  0.329280  {0,1,0}     26    0
48     52    15    17  0.790935  {0,1,0}     36    1
114    54    49    56  0.371439  {1,1,0}     21    1
14     65    69    70  0.749054  {0,3,0}     33    1
12    113   185   186  0.690141  {1,0,0}     22    1
6     136   232   233  0.500537  {1,2,0}     36    1
19    146    18    19  0.674658  {0,1,0}     22    0
90    151   131   132  0.221174  {0,1,0}     39    1
3     158    68    79  0.605374  {0,2,0}     35    0
16    183    42    43  0.831059  {0,1,1}     24    1
18    230   120   154  0.928388  {1,0,0}     29    1
82    318    80    81  0.197972  {1,1,0}     27    1
120   333    40    41  0.329473  {0,1,0}     25    0
76    350   192   193  0.927815  {1,0,0}     27    1
29    352   178   179  0.909241  {0,2,0}     37    1
124   382    50    52  0.835254  {1,1,0}     38    1
36    420   106   108  0.380845  {0,1,0}     27    0
5     423   140   149  0.230079  {1,1,0}     37    1
126   475   228   230  0.228259  {0,1,0}     36    1
119   480    51    52  0.217611  {0,0,1}     22    0
117   493    12    16  0.227448  {0,0,1}     22    1
104   527    15    17  0.095926  {0,1,0}     40    1
125   552   153   157  0.559920  {0,1,0}     39    0
17    568     7    30  0.319083  {0,2,0}     23    0
68    579    60    67  0.463915  {0,1,1}     21    1
127   582    31    32  0.717405  {1,0,0}     23    1
66    583   177   184  0.956113  {1,1,0}     23    1
44    591    71    72  0.334790  {1,0,0}     31    1
26    611   222   223  0.157655  {0,1,0}     35    0
106   614    80    81  0.102272  {0,2,0}     36    1
53    633   176   180  0.406661  {0,1,0}     27    0
118   634   100   111  0.754232  {1,1,0}     28    1
113   640   241   242  0.570421  {0,3,0}     34    0
115   647     1     2  0.826334  {1,0,0}     20    1
105   665    36    38  0.581252  {0,0,1}     33    0
108   667    62    63  0.219713  {0,3,0}     30    0
78    678   165   166  0.827551  {0,1,1}     36    1
28    681    50    52  0.197894  {1,0,0}     38    1
