map EGL-G2-B
fac 5 10 {0,184,234,27,145}
hosp 1 {0}
n_ALS 8 1 {2:184,1:234,1:27,4:145}
n_BLS 21 1 {5:0,2:184,5:234,7:27,2:145}
n_CLS 9 0 {3:234,2:27,4:145}
      c_m  head  tail      c_af      c_d  c_tau  c_h
127    74    91    96  0.822932  {0,1,0}     33    1
82     85   171   172  0.878374  {0,3,0}     29    1
34     96    97   115  0.159049  {0,2,0}     38    0
79    115    80    81  0.507347  {0,1,0}     24    1
1     116    48    49  0.446310  {0,1,1}     28    1
74    162   225   228  0.189386  {0,2,0}     29    1
98    163    54    58  0.194348  {1,1,0}     26    1
51    180    12    16  0.678965  {1,0,0}     37    1
99    186    98   127  0.178480  {0,2,0}     32    1
5     198    71    73  0.209017  {0,3,0}     29    0
104   206     8    33  0.380046  {1,1,0}     29    1
43    208   193   246  0.220187  {1,0,0}     31    1
58    227   186   188  0.333208  {1,1,0}     36    1
8     407   197   200  0.222515  {0,3,0}     28    1
30    419   220   221  0.544195  {0,1,0}     30    1
90    423   108   109  0.422795  {1,1,0}     30    1
124   475    59    60  0.132738  {1,0,0}     39    1
56    483   163   168  0.105405  {0,2,0}     34    1
60    486   240   241  0.970529  {0,3,0}     32    0
16    505   197   199  0.280744  {0,2,0}     24    1
59    507   154   157  0.903232  {0,3,0}     34    1
32    535    31    32  0.301047  {0,2,0}     24    1
113   542   154   158  0.571122  {0,2,0}     35    0
40    547   185   186  0.189484  {0,1,0}     29    1
0     557   218   225  0.939935  {0,2,0}     33    0
27    564   233   234  0.770423  {1,1,0}     26    1
102   575   190   192  0.878867  {0,0,1}     27    1
17    579   244   253  0.986646  {0,3,0}     30    0
88    593   197   199  0.951641  {0,0,1}     20    1
21    595   177   181  0.969007  {1,0,0}     37    1
77    599   227   231  0.716336  {0,1,1}     35    0
69    600    20    21  0.743453  {1,1,0}     29    1
78    602   218   225  0.655777  {0,2,0}     37    1
53    604    63    64  0.069571  {0,2,0}     27    1
87    610   157   163  0.708052  {0,1,0}     37    1
85    611    71    72  0.322824  {0,1,1}     28    0
18    618   197   199  0.735610  {0,1,0}     36    1
120   629   156   162  0.990189  {1,0,0}     30    1
6     651   178   179  0.774185  {0,1,0}     34    0
109   652   234   239  0.583543  {0,2,0}     38    0
36    652    68    69  0.771291  {1,0,0}     38    1
35    653     8    33  0.397398  {1,1,0}     33    1
62    656    12    13  0.670511  {0,1,1}     30    1
103   670    69    70  0.144022  {0,1,0}     28    1
11    672   195   248  0.406391  {0,1,0}     38    1
118   694   219   220  0.506367  {1,0,0}     33    1
31    715   186   188  0.117612  {0,3,0}     21    1
25    720   245   247  0.595221  {1,0,0}     22    0
4     720   213   215  0.983034  {0,2,0}     24    1
10    728    78    79  0.510237  {0,2,0}     22    1
100   751   126   150  0.017371  {1,1,0}     37    1
75    765     1    12  0.910865  {0,1,0}     39    0
93    768    18    19  0.013172  {0,1,0}     37    0
45    772   163   168  0.397777  {0,1,1}     38    0
72    773     3     4  0.480712  {1,1,0}     28    1
80    776     0    21  0.205358  {0,0,1}     29    1
114   785    90    91  0.347920  {0,2,0}     35    1
125   785   218   225  0.947812  {1,0,0}     36    1
107   791    46    47  0.077924  {0,0,1}     30    1
55    796   236   238  0.386667  {0,1,0}     40    1
63    797   121   122  0.936329  {0,3,0}     20    1
86    798    79    80  0.912062  {0,1,0}     22    1
126   814   136   137  0.294374  {0,1,0}     33    0
65    814    72    73  0.585672  {1,1,0}     25    1
37    818    10    41  0.524897  {1,0,0}     39    1
22    826   103   111  0.603849  {0,1,0}     36    0
115   829   233   234  0.365680  {0,1,0}     36    1
112   829   226   229  0.472307  {0,1,0}     29    0
48    830   121   155  0.998043  {0,2,0}     22    0
111   835   162   163  0.581734  {1,1,0}     40    1
70    836   251   252  0.830229  {0,2,0}     30    0
91    841    55    56  0.700795  {0,1,1}     34    1
38    855   155   156  0.039829  {0,1,0}     20    1
95    874   167   168  0.349530  {1,1,0}     36    1
12    877   205   207  0.633198  {0,1,0}     39    1
20    877   190   192  0.557879  {1,1,0}     38    1
92    880    86    87  0.940390  {1,1,0}     20    0
89    888   168   176  0.856550  {0,2,0}     39    1
2     904    99   100  0.910658  {0,1,0}     20    1
73    912   234   239  0.263781  {0,1,1}     38    1
29    960     3    23  0.061185  {0,1,0}     30    1
96    964    24    26  0.410005  {0,2,0}     28    0
50    967   200   201  0.243817  {0,1,0}     24    0
3     975    60    68  0.954324  {0,1,0}     27    1
49    997   218   250  0.344262  {0,3,0}     32    1
23   1008   216   217  0.005387  {0,2,0}     31    1
122  1008    81    82  0.105598  {0,1,0}     32    0
101  1009   104   105  0.853352  {0,3,0}     33    1
52   1012    92    93  0.026629  {0,2,0}     35    1
121  1012    22    24  0.005962  {0,2,0}     35    0
54   1014   106   108  0.071277  {0,1,0}     28    1
28   1014    66    93  0.898515  {1,1,0}     32    1
15   1014   245   247  0.456377  {0,0,1}     26    1
57   1033     3     4  0.331832  {0,2,0}     30    1
14   1035   154   158  0.217242  {0,0,1}     33    1
13   1043   158   160  0.727327  {0,1,0}     37    1
33   1044    23   237  0.475144  {0,3,0}     23    0
108  1056   217   219  0.634272  {0,1,0}     33    0
46   1062   245   246  0.740184  {1,0,0}     26    1
83   1073    65    66  0.086264  {0,1,0}     20    1
67   1074    66    67  0.463511  {1,1,0}     40    1
71   1082    65    66  0.703853  {1,1,0}     40    1
42   1093    67    68  0.264932  {1,1,0}     40    1
117  1104    91    96  0.541820  {1,0,0}     35    1
94   1123   181   182  0.233454  {0,2,0}     30    1
9    1130   246   247  0.500008  {0,2,0}     24    0
64   1135    67    68  0.428772  {1,0,0}     22    1
110  1150    49    56  0.719773  {0,3,0}     21    0
26   1157   221   222  0.190016  {0,1,0}     38    0
119  1162    24    26  0.070755  {0,2,0}     28    1
81   1163   170   171  0.317642  {1,0,0}     21    1
97   1164     4     5  0.722567  {1,0,0}     21    1
47   1180    87    88  0.943155  {0,0,1}     29    1
19   1183   166   167  0.300650  {0,3,0}     32    1
44   1209    83    84  0.211258  {0,2,0}     22    1
68   1227   181   182  0.486219  {0,2,0}     37    1
106  1243   225   228  0.893739  {0,2,0}     33    1
66   1249    50    51  0.963256  {0,1,0}     33    0
39   1253    84    86  0.962353  {0,1,0}     33    1
24   1315    66    92  0.988906  {0,3,0}     30    1
116  1322    97   115  0.604031  {1,1,0}     22    1
123  1323   106   118  0.771410  {1,0,0}     40    1
41   1345   194   242  0.693559  {0,3,0}     21    0
61   1374   225   226  0.285927  {0,1,0}     35    1
84   1374    81    82  0.618971  {0,2,0}     25    0
7    1387    54    58  0.314640  {0,1,0}     37    1
76   1409   140   141  0.022951  {1,1,0}     30    1
105  1416   116   123  0.673185  {0,2,0}     39    1
