map EGL-G1-E
fac 5 10 {0,96,22,64,45}
hosp 2 {0,146}
n_ALS 6 1 {1:0,2:96,3:22}
n_BLS 15 1 {4:0,3:96,2:22,3:64,3:45}
n_CLS 7 0 {1:0,2:96,2:22,1:64,1:45}
      c_m  head  tail      c_af      c_d  c_tau  c_h
95     19   158   160  0.626266  {0,2,0}     25    0
39     28     9    10  0.434698  {0,1,1}     30    1
13     56    16    17  0.447582  {1,0,0}     20    1
82     62   240   241  0.492715  {1,1,0}     33    1
63     87    62    63  0.245135  {0,3,0}     36    0
51     88   140   141  0.821969  {0,2,0}     38    0
27    122   190   192  0.844157  {0,1,0}     28    1
62    137   119   161  0.822530  {0,2,0}     33    1
119   149   122   123  0.709870  {0,2,0}     27    1
79    176   234   235  0.842311  {0,1,0}     27    1
118   196   160   163  0.546660  {1,1,0}     26    1
61    229   203   210  0.019401  {0,0,1}     33    1
14    259    82    83  0.316936  {1,1,0}     22    1
96    261    22    24  0.838423  {0,1,1}     40    1
88    315     3     4  0.676522  {0,1,0}     27    1
19    357   185   186  0.288576  {0,2,0}     37    0
127   368    23   229  0.093332  {0,1,0}     20    0
125   373   140   141  0.330422  {0,3,0}     24    0
76    404     9    10  0.609948  {0,0,1}     24    0
20    419   166   167  0.950569  {0,0,1}     32    0
18    423   119   161  0.973225  {0,1,0}     34    0
49    428     5    23  0.481832  {0,1,0}     37    1
29    457   238   240  0.175431  {0,1,0}     34    1
124   459   189   190  0.888029  {0,3,0}     31    1
26    480     3    23  0.600764  {0,1,0}     24    0
71    489    36    39  0.185368  {1,0,0}     31    0
45    494   149   150  0.504268  {0,2,0}     26    1
73    494    59    60  0.984459  {1,1,0}     26    1
126   496   196   197  0.292717  {0,3,0}     38    0
58    509     5    23  0.421733  {0,2,0}     40    0
24    510   167   175  0.744419  {0,2,0}     22    1
107   513    72    73  0.180035  {0,3,0}     39    0
40    517   242   243  0.456424  {1,1,0}     37    0
92    519    62    63  0.614576  {0,1,1}     29    0
4     530   103   113  0.741648  {1,1,0}     27    1
35    550   130   131  0.363463  {1,3,0}     30    1
69    561   153   157  0.453662  {0,1,0}     33    1
23    564    23   229  0.587753  {0,1,0}     26    0
42    570   174   176  0.473477  {0,2,0}     22    1
72    574    65    92  0.659633  {0,2,0}     20    1
115   581   196   203  0.993317  {0,2,0}     26    1
94    600     6     7  0.458465  {1,1,0}     35    1
44    600    26    28  0.987760  {0,1,0}     20    0
5     600    39    52  0.702599  {0,2,0}     34    0
83    630   169   173  0.104359  {0,1,0}     21    0
50    638   207   209  0.111288  {0,1,0}     24    1
46    643    19    20  0.152973  {0,2,0}     29    1
11    656     3    15  0.524602  {0,1,1}     28    1
111   661    57    61  0.972436  {1,1,0}     26    1
68    676   108   109  0.580493  {1,1,0}     21    1
55    690   124   151  0.143403  {0,2,0}     26    0
121   697    68    79  0.017259  {0,2,0}     35    0
84    697    65    92  0.756089  {0,3,0}     29    0
91    711    27    30  0.744553  {0,3,0}     33    1
67    721   190   192  0.036003  {0,3,0}     36    1
89    725     5    26  0.469736  {0,3,0}     37    1
98    727   135   136  0.808061  {1,0,0}     26    1
15    743   216   217  0.816639  {0,3,0}     27    0
116   756   122   123  0.001805  {1,0,0}     22    1
47    759   101   110  0.993613  {0,1,0}     21    1
37    762    58    59  0.054808  {0,1,0}     33    1
113   769   237   240  0.702622  {1,0,0}     24    1
117   774    41    51  0.533522  {0,0,1}     38    1
106   779   211   213  0.702298  {1,0,0}     39    1
112   784   151   152  0.109783  {1,0,0}     36    1
104   802   165   174  0.536345  {0,1,1}     35    1
12    821   151   154  0.258359  {0,2,0}     29    1
33    828    62    63  0.778537  {1,0,0}     38    1
75    837   222   225  0.715042  {1,0,0}     34    1
32    839   244   245  0.946392  {0,1,0}     34    0
38    857    70    72  0.385779  {0,1,0}     35    1
109   859    32    33  0.315483  {0,1,0}     24    0
48    864   199   201  0.898447  {0,1,0}     30    0
120   871    17    19  0.903082  {0,1,0}     26    1
