map EGL-G2-C
fac 5 10 {0,185,174,217,8}
hosp 2 {0,226}
n_ALS 8 1 {1:0,3:185,4:8}
n_BLS 17 1 {1:0,5:185,6:174,1:217,4:8}
n_CLS 5 0 {3:174,1:217,1:8}
      c_m  head  tail      c_af      c_d  c_tau  c_h
50      3     3    15  0.130740  {0,1,0}     34    1
11     21   111   114  0.623529  {1,2,0}     35    1
53     23    25    26  0.727750  {0,1,0}     27    1
32     23   253   254  0.045217  {0,1,0}     28    1
107    27   108   109  0.214280  {0,1,0}     36    0
58     47   239   244  0.628559  {0,2,0}     36    0
24     49   208   210  0.232184  {0,1,0}     37    0
105    49    46    47  0.821375  {0,1,1}     39    1
57     73   216   217  0.059957  {1,0,0}     35    1
29     76   120   162  0.427121  {0,3,0}     40    0
2      81    51    52  0.008141  {1,1,0}     26    1
69    104    23    87  0.850183  {0,1,1}     23    0
76    130    80    81  0.284617  {1,0,0}     32    1
19    179   119   120  0.944328  {1,1,0}     40    1
70    183   211   212  0.501663  {1,0,0}     29    1
31    285    82    83  0.563908  {1,0,0}     25    0
116   350   162   163  0.663578  {0,2,0}     33    1
108   352   192   194  0.091585  {0,1,0}     35    1
5     376    91    96  0.979709  {0,2,0}     22    1
40    380    83    84  0.378746  {0,2,0}     30    1
47    395   130   131  0.958783  {0,1,0}     28    1
44    431   201   203  0.083260  {0,1,0}     35    1
117   451   135   136  0.266881  {1,0,0}     37    1
87    460   154   158  0.803375  {0,2,0}     30    0
23    474    84    85  0.336503  {0,2,0}     31    1
122   485   243   245  0.268351  {0,1,0}     36    1
72    492   130   137  0.027789  {0,2,0}     25    0
90    500   142   143  0.969815  {0,2,0}     40    0
59    505   223   224  0.504475  {1,0,0}     21    1
35    524   126   150  0.854620  {0,1,0}     24    0
80    543    84    85  0.522700  {0,1,0}     40    1
61    551    53    55  0.684550  {0,1,0}     29    1
64    555    69    80  0.368449  {0,1,1}     20    1
74    556   152   153  0.537228  {0,2,0}     33    1
120   580   135   136  0.372283  {0,2,0}     22    1
63    599     4    22  0.243389  {0,1,0}     34    1
7     610    29    31  0.681449  {0,0,1}     25    1
9     616   136   146  0.118161  {0,1,0}     39    0
42    625    99   131  0.051379  {0,1,0}     40    1
