map EGL-G1-C
fac 5 10 {0,91,57,97,184}
hosp 2 {0,187}
n_ALS 9 1 {3:91,4:57,2:184}
n_BLS 22 1 {9:0,5:91,4:57,3:97,1:184}
n_CLS 8 0 {1:0,1:91,2:97,4:184}
      c_m  head  tail      c_af      c_d  c_tau  c_h
97     34    81    84  0.491462  {0,2,0}     34    1
101    47    24    25  0.619115  {0,1,0}     27    0
54     61   184   185  0.460766  {0,2,0}     34    1
79    131   197   198  0.674331  {1,0,0}     25    1
52    134   204   205  0.528946  {0,0,1}     29    0
50    138     7     8  0.554038  {0,2,0}     25    1
124   143   158   159  0.158783  {0,1,0}     20    1
57    151    24    26  0.807437  {0,0,1}     39    0
43    165   158   159  0.285464  {0,1,0}     30    1
15    168    65    66  0.514318  {0,1,0}     23    1
115   171   211   213  0.634518  {0,2,0}     22    0
106   214   101   102  0.231801  {1,0,0}     34    1
122   305   103   113  0.565153  {1,1,0}     29    0
51    318   165   177  0.542208  {0,0,1}     22    1
58    321   142   144  0.795880  {1,0,0}     38    0
108   361   104   105  0.527776  {0,2,0}     29    0
107   420   144   145  0.526014  {0,0,1}     37    1
86    423   225   227  0.064263  {0,0,1}     32    0
8     424   169   173  0.665653  {1,3,0}     25    1
64    428   156   162  0.431114  {0,2,0}     25    1
37    444   112   113  0.924075  {1,1,0}     38    1
68    455    69    70  0.545672  {1,1,0}     34    1
42    467    79    80  0.224580  {0,1,0}     28    1
34    498    15    17  0.568270  {0,2,0}     30    1
25    500   216   217  0.189660  {0,1,0}     34    0
98    507    18    19  0.510915  {1,1,0}     35    1
17    520   119   169  0.232210  {1,0,0}     33    1
28    529   101   102  0.768685  {0,1,0}     24    1
67    532    24    25  0.219336  {0,1,0}     27    1
90    541    10    11  0.422630  {0,2,0}     24    1
126   546   186   187  0.342075  {0,2,0}     31    1
95    546   100   101  0.826259  {0,1,0}     35    1
119   551    89    91  0.590495  {1,1,0}     29    1
14    563   207   209  0.086939  {1,1,0}     36    1
83    564   210   211  0.445194  {0,2,0}     21    1
91    573    10    41  0.965844  {0,2,0}     39    0
118   583   204   205  0.162264  {0,1,0}     35    0
40    583   227   228  0.767664  {0,1,0}     32    1
27    598   226   227  0.315017  {1,1,0}     30    1
30    600   189   241  0.145832  {1,1,0}     33    1
103   604   144   145  0.218673  {1,0,0}     38    0
92    605    66    67  0.050215  {0,2,0}     32    0
73    606   199   202  0.629485  {0,0,1}     37    1
72    620    40    41  0.885328  {0,1,0}     24    1
49    636   106   108  0.919759  {1,1,0}     21    1
6     641   118   119  0.121865  {0,2,0}     34    0
2     650    18    19  0.710691  {0,1,0}     40    0
45    660   170   171  0.163446  {0,2,0}     34    1
63    661   116   117  0.776512  {1,0,0}     23    1
109   677   178   179  0.987283  {0,2,0}     31    1
59    697   105   117  0.787904  {0,2,0}     30    1
19    701   151   152  0.929539  {0,1,0}     26    1
1     710   179   180  0.538379  {0,2,0}     31    1
18    734   189   190  0.715576  {0,1,1}     20    1
117   761   215   216  0.474460  {1,1,0}     25    1
125   770   225   248  0.076075  {0,1,0}     30    1
82    777    50    51  0.755952  {0,3,0}     40    1
93    788    17    22  0.769268  {0,1,0}     35    1
56    795   174   175  0.360528  {0,1,0}     25    0
76    808    29    31  0.596925  {0,2,0}     25    0
105   819    96    97  0.740477  {0,3,0}     30    1
26    821    26    28  0.448998  {0,2,0}     24    1
112   821    16    18  0.927942  {0,3,0}     25    1
111   823   153   156  0.812319  {1,1,0}     20    0
9     824   212   243  0.205951  {0,1,1}     22    1
94    824   122   123  0.037828  {1,1,0}     38    1
44    843    67    68  0.624449  {1,0,0}     26    0
46    861   146   147  0.128364  {0,1,0}     23    0
38    868    19    20  0.026803  {1,1,0}     31    1
121   881    26    28  0.359185  {0,1,0}     24    1
5     891    16    18  0.887955  {0,1,0}     25    1
36    894    46    47  0.843377  {1,0,0}     29    1
0     914   141   142  0.304149  {0,3,0}     30    1
104   927   123   124  0.493606  {0,3,0}     30    0
65    930    72    73  0.579222  {1,2,0}     20    1
85    932   153   157  0.535382  {0,0,1}     24    1
120   954   211   212  0.853280  {0,3,0}     23    1
10    984    43    45  0.361253  {0,3,0}     37    1
62    991   171   172  0.970934  {0,3,0}     38    0
29    999   176   179  0.143622  {1,0,0}     21    1
110  1000   193   194  0.836570  {1,0,0}     32    1
70   1017   101   110  0.437280  {0,2,0}     28    0
77   1020   237   240  0.066271  {0,2,0}     24    1
16   1026    94    95  0.919928  {0,1,0}     34    0
100  1028     3    23  0.928163  {0,1,1}     27    0
87   1037    77    78  0.922683  {0,1,0}     26    1
32   1057   119   169  0.148125  {0,1,0}     35    1
71   1068   184   185  0.140323  {0,1,1}     23    0
13   1069   144   147  0.248468  {0,2,0}     39    1
11   1082   120   154  0.351680  {1,0,0}     26    0
102  1089    70    71  0.891929  {1,1,0}     29    1
4    1096   169   173  0.977741  {0,3,0}     22    0
69   1096    10    11  0.209154  {0,1,0}     20    1
35   1111     3     4  0.872570  {0,2,0}     24    1
81   1112   119   169  0.080171  {0,2,0}     27    1
60   1117   242   243  0.402916  {0,1,0}     26    1
123  1118    28    29  0.134034  {1,2,0}     39    1
23   1120    11    42  0.918091  {1,1,0}     32    1
55   1121    75    76  0.326365  {1,0,0}     20    1
113  1131   152   153  0.073108  {0,3,0}     26    1
