map EGL-G1-C
fac 5 10 {0,120,50,67,22}
hosp 1 {0}
n_ALS 8 1 {3:0,4:120,1:50}
n_BLS 25 1 {5:0,6:120,3:50,5:67,6:22}
n_CLS 8 0 {2:0,4:50,1:67,1:22}
      c_m  head  tail      c_af      c_d  c_tau  c_h
47     20   101   110  0.386466  {1,1,0}     23    1
49     21    78    79  0.917993  {0,3,0}     20    1
12     55   132   133  0.277692  {1,1,0}     23    1
21     67    27    28  0.242182  {1,0,0}     26    1
33     73   134   146  0.547113  {0,2,0}     23    1
34    129   152   153  0.525935  {0,3,0}     24    1
112   161   207   209  0.372597  {0,2,0}     31    1
25    162    49    50  0.921006  {1,0,0}     31    1
110   181   244   248  0.952558  {1,0,0}     26    1
39    199   130   131  0.358900  {1,1,0}     23    1
90    220   246   247  0.506940  {1,1,0}     28    1
116   235    42    43  0.687369  {0,2,0}     32    1
96    287   135   136  0.378275  {1,1,0}     35    1
9     287    88    89  0.629707  {0,1,0}     36    0
64    315    50    51  0.975256  {1,1,0}     31    1
73    338   204   209  0.754906  {0,2,0}     22    1
100   363     2    14  0.069960  {1,1,0}     23    1
115   370   102   110  0.097747  {1,0,0}     22    1
62    382     8    33  0.349165  {1,3,0}     20    1
67    453   246   247  0.351131  {0,1,0}     22    0
101   482   120   121  0.139656  {0,2,0}     36    1
40    486   101   110  0.460116  {0,1,0}     20    0
122   503   102   110  0.973767  {1,1,0}     28    1
92    514    48    49  0.195395  {1,1,0}     20    1
77    524   237   238  0.489757  {0,1,0}     36    1
108   525   103   113  0.617499  {0,1,0}     33    0
42    529    36    37  0.458012  {0,3,0}     23    1
113   556    47    48  0.068729  {0,2,0}     34    1
28    568   238   239  0.550689  {0,0,1}     24    0
0     569   124   125  0.382818  {0,2,0}     20    1
76    578     4     5  0.959401  {0,1,0}     26    0
37    590     6    27  0.021209  {0,0,1}     27    1
4     607    11    42  0.995313  {0,2,0}     40    1
80    616   139   141  0.981323  {0,3,0}     24    1
120   627    12    16  0.425306  {0,1,0}     35    0
94    630    58    59  0.925682  {0,2,0}     36    1
52    634    27    30  0.990879  {0,1,0}     35    0
5     634    75    76  0.148829  {1,1,0}     33    1
126   634   219   221  0.494576  {1,1,0}     24    1
95    648    69    78  0.708174  {0,2,0}     28    1
31    651   199   202  0.936634  {0,2,0}     39    1
38    656   105   117  0.271079  {0,1,0}     27    1
106   660    25    26  0.172139  {0,1,0}     39    1
125   667    22    24  0.465194  {1,1,0}     23    1
63    687    18    20  0.212693  {1,0,0}     39    1
65    691   203   210  0.401245  {1,1,0}     23    1
59    697   115   116  0.219375  {0,3,0}     20    1
103   697   246   247  0.152620  {0,1,0}     38    0
6     698    80    81  0.701048  {0,1,0}     37    0
23    701   130   131  0.553052  {0,0,1}     33    1
79    712    31    38  0.448610  {1,0,0}     39    1
71    713   119   161  0.705548  {1,1,0}     38    1
14    715     6     7  0.125831  {0,3,0}     23    0
45    734    32    34  0.619055  {0,1,0}     29    0
58    747    39    72  0.406793  {0,1,0}     29    0
78    752    19    25  0.071642  {0,3,0}     23    1
88    752   204   209  0.366979  {0,1,0}     34    1
102   753   121   122  0.629545  {1,1,0}     34    1
48    753    65    92  0.161034  {1,0,0}     32    1
7     754   103   113  0.646010  {0,2,0}     32    0
89    755   238   239  0.932940  {0,1,1}     23    1
68    761    96    97  0.548745  {0,3,0}     35    1
121   764    75    77  0.407694  {0,1,0}     32    1
22    771   151   154  0.646672  {0,3,0}     27    1
118   788   162   167  0.405745  {1,3,0}     26    1
60    800    45    46  0.663322  {1,0,0}     39    1
16    804     1    12  0.852188  {0,3,0}     28    1
53    817    50    53  0.114612  {0,2,0}     27    0
105   818   231   232  0.034803  {1,1,0}     32    1
29    822    65    92  0.620809  {0,2,0}     29    0
30    829   198   199  0.612381  {0,1,0}     35    0
35    835   195   196  0.768988  {0,1,0}     24    1
93    847   234   236  0.272411  {0,2,0}     29    0
117   849   155   161  0.619480  {0,1,0}     33    1
127   870   142   144  0.136581  {0,1,1}     25    1
66    873   111   112  0.241018  {1,3,0}     34    1
41    881    75    77  0.506094  {0,3,0}     32    1
57    884   157   159  0.027265  {1,0,0}     20    1
1     885   102   103  0.187528  {1,3,0}     27    1
123   890    23    86  0.139946  {1,1,0}     39    1
19    898   191   194  0.118677  {0,3,0}     40    1
55    905   234   235  0.151662  {1,1,0}     32    1
27    913   163   168  0.207220  {1,0,0}     38    1
8     927    58    59  0.090561  {0,0,1}     39    1
11    931    97   126  0.190427  {0,2,0}     30    1
86    931    48    49  0.748829  {0,3,0}     23    1
82    943    17    22  0.070502  {0,1,1}     31    1
17    970   244   249  0.482155  {0,3,0}     22    1
109   979    81    82  0.492972  {0,3,0}     34    0
91    995    43    44  0.838864  {0,1,0}     37    1
46    999    57    61  0.132425  {0,2,0}     26    1
3    1007    77    78  0.782361  {0,3,0}     38    0
81   1012    37    74  0.076980  {0,1,0}     30    0
97   1015   123   124  0.239801  {0,1,0}     22    0
51   1019   128   129  0.209533  {0,2,0}     31    1
75   1028    16    17  0.474385  {0,1,1}     23    0
69   1038    73    74  0.050384  {0,1,0}     33    0
36   1040   120   121  0.409217  {1,1,0}     26    1
13   1041    43    45  0.341228  {0,3,0}     33    0
114  1081    24    26  0.773388  {0,3,0}     27    0
20   1089   112   114  0.155692  {0,2,0}     32    0
124  1090   112   114  0.103208  {0,3,0}     39    1
104  1106   102   103  0.343382  {0,1,0}     39    1
87   1109    39    40  0.379814  {0,1,0}     27    0
44   1111    27    30  0.360306  {0,3,0}     20    0
98   1116    63    64  0.936992  {0,2,0}     38    1
56   1121   222   223  0.881229  {1,1,0}     30    1
72   1138   120   121  0.717048  {0,1,0}     24    1
24   1139   241   242  0.478933  {0,2,0}     25    1
26   1140     4    22  0.343209  {0,1,0}     25    1
43   1144    43    44  0.785093  {0,0,1}     34    0
83   1171   101   110  0.087447  {1,0,0}     27    1
111  1175   119   169  0.334746  {1,2,0}     20    1
54   1197    73    74  0.244675  {1,0,0}     30    1
10   1220   199   201  0.891092  {0,3,0}     35    0
32   1267     1    12  0.249814  {0,1,0}     40    1
74   1278   166   167  0.531755  {0,2,0}     34    1
84   1279    92    93  0.984099  {0,3,0}     27    1
61   1290     3    15  0.457049  {0,1,0}     25    1
70   1302   242   245  0.337818  {1,0,0}     24    1
2    1318   142   144  0.847086  {0,1,0}     29    1
99   1327   176   179  0.130798  {0,3,0}     27    0
18   1330    41    51  0.428988  {0,2,0}     24    1
85   1334    27    30  0.070734  {0,3,0}     31    0
50   1351   100   111  0.532226  {1,0,0}     23    1
119  1371    90    91  0.979604  {0,1,0}     28    1
15   1403    81    82  0.154125  {0,3,0}     26    1
107  1425     5     6  0.614729  {0,1,1}     28    0
