map EGL-G1-E
fac 5 10 {0,118,34,161,96}
hosp 3 {0,199,185}
n_ALS 7 1 {1:0,1:118,1:34,3:161,1:96}
n_BLS 22 1 {2:0,3:118,5:34,6:161,6:96}
n_CLS 5 0 {1:118,1:34,1:161,2:96}
      c_m  head  tail      c_af      c_d  c_tau  c_h
51     56   246   247  0.027366  {0,1,0}     38    0
81     84   171   172  0.848543  {0,3,0}     32    1
56    213   191   193  0.021356  {0,2,0}     31    0
25    218   129   136  0.140605  {1,0,0}     25    1
14    229    27    28  0.073656  {0,1,0}     40    1
7     261   234   235  0.349588  {0,1,0}     40    1
54    265    66    68  0.838122  {1,0,0}     28    1
12    322     6    27  0.344446  {1,1,0}     36    1
24    354   199   201  0.246741  {1,0,0}     37    1
23    381    73    74  0.330437  {1,0,0}     25    1
10    389    37    74  0.205690  {0,2,0}     27    1
121   395   193   194  0.891821  {1,1,0}     40    1
2     416   119   161  0.192928  {1,0,0}     25    1
106   442   164   165  0.920768  {1,0,0}     31    1
3     446   207   208  0.587568  {0,2,0}     35    0
39    451   149   150  0.689931  {0,1,0}     30    0
119   480   165   177  0.800190  {0,1,0}     24    0
93    485    96   111  0.395124  {0,3,0}     28    1
53    507   156   160  0.811822  {0,2,0}     39    1
84    509   225   227  0.860745  {0,1,0}     30    1
108   510   231   232  0.471677  {0,3,0}     21    1
88    515    91    92  0.935791  {0,3,0}     39    1
20    518   222   223  0.870607  {0,3,0}     24    1
85    520   210   212  0.580500  {0,3,0}     35    1
30    526   165   174  0.747914  {0,2,0}     32    0
0     531   178   182  0.540591  {0,2,0}     22    0
72    555     3     4  0.623604  {1,1,0}     23    1
34    568   169   170  0.010490  {1,0,0}     33    1
123   578   120   121  0.008737  {0,2,0}     21    1
32    589   179   180  0.914667  {0,2,0}     31    1
38    597    50    51  0.698279  {0,1,0}     22    1
11    598   240   241  0.175007  {1,0,0}     22    1
102   599   169   173  0.813576  {0,1,0}     34    0
17    616   211   212  0.072630  {0,2,0}     23    1
74    630    15    17  0.668211  {1,1,0}     29    1
55    635   163   164  0.844861  {0,1,1}     21    1
95    638    12    13  0.582243  {0,1,0}     26    0
45    639    81    82  0.172241  {1,0,0}     22    1
66    656    39    40  0.721560  {0,2,0}     30    1
116   675    27    30  0.694682  {1,0,0}     33    1
44    687    91    92  0.640903  {1,1,0}     28    1
60    690    70    71  0.878947  {1,1,0}     27    1
18    699   193   194  0.076801  {1,1,0}     37    1
118   706   116   117  0.441508  {0,2,0}     21    1
120   711   102   110  0.976900  {1,1,0}     40    0
125   718    95    97  0.307630  {0,3,0}     33    1
75    735    41    51  0.016574  {0,2,0}     28    0
67    739   139   140  0.992911  {0,1,0}     30    1
115   747    80    81  0.400935  {1,0,0}     22    1
21    754    50    52  0.866179  {0,1,0}     27    0
27    762    34    41  0.885992  {0,3,0}     32    0
46    779   152   153  0.017451  {0,2,0}     40    1
70    785   124   149  0.381270  {0,2,0}     37    1
15    809   213   214  0.059969  {1,0,0}     28    1
79    834    73    74  0.559124  {0,0,1}     30    1
59    835   176   179  0.203064  {0,0,1}     31    1
111   838    70    72  0.800713  {0,2,0}     22    1
6     839   144   147  0.779932  {0,2,0}     22    1
