map EGL-G2-B
fac 5 10 {0,90,30,244,51}
hosp 1 {0}
n_ALS 7 1 {4:0,1:244,2:51}
n_BLS 16 1 {6:0,2:90,2:30,2:244,4:51}
n_CLS 10 0 {4:90,3:30,1:244,2:51}
      c_m  head  tail      c_af      c_d  c_tau  c_h
26     36     4     5  0.673321  {0,1,0}     40    1
19     90   111   114  0.129627  {0,0,1}     22    1
98     98   234   239  0.865403  {1,1,0}     32    1
103   132   199   200  0.133451  {0,0,1}     32    1
71    193    38    40  0.914461  {1,0,0}     37    1
23    229    74    75  0.260269  {1,1,0}     38    1
83    240   136   137  0.693446  {0,2,0}     40    1
86    328    85   101  0.570826  {0,2,0}     34    1
85    346    14    15  0.286042  {0,1,0}     30    1
123   375   170   171  0.015633  {0,3,0}     20    1
2     400    16    17  0.882521  {0,2,0}     23    0
32    411   128   129  0.889020  {0,2,0}     33    0
67    411    49    56  0.339615  {0,3,0}     23    0
93    419    23    87  0.930987  {0,1,0}     21    1
37    421   161   164  0.092005  {0,3,0}     36    1
64    445   116   123  0.125595  {1,1,0}     30    1
70    461   106   118  0.204999  {0,1,0}     26    0
10    463   174   189  0.737998  {0,1,0}     30    1
46    471   197   200  0.686121  {0,2,0}     35    1
110   518     5    23  0.743272  {0,0,1}     22    0
34    524   226   229  0.840603  {0,0,1}     28    1
65    539    50    53  0.327970  {1,0,0}     31    1
78    539    17    19  0.711864  {0,1,0}     24    0
36    542     1    12  0.673688  {0,2,0}     21    1
12    545   145   146  0.706170  {0,1,0}     28    1
47    546    35    36  0.968251  {0,2,0}     36    1
66    546     0     1  0.320863  {0,0,1}     35    1
44    548    74    76  0.963314  {0,2,0}     34    1
61    549    65    66  0.515064  {0,2,0}     30    1
111   591    14    15  0.052035  {0,0,1}     29    0
124   591   105   106  0.418728  {1,1,0}     24    1
27    597    70    79  0.149944  {0,0,1}     31    1
48    603    49    56  0.920639  {1,1,0}     27    1
122   607   157   161  0.719170  {1,1,0}     33    1
88    610    50    52  0.069067  {0,0,1}     38    1
76    622    84    85  0.879216  {1,1,0}     21    1
28    627    16    18  0.629837  {0,3,0}     29    1
33    627   141   142  0.015587  {0,1,0}     25    0
118   633    53    55  0.080037  {0,1,0}     31    0
30    634    42    43  0.298222  {0,0,1}     28    1
116   634    14    15  0.311360  {1,0,0}     32    1
108   647    41    51  0.720755  {0,0,1}     33    0
17    648    43    46  0.246775  {0,1,1}     29    1
58    656    84    86  0.920243  {1,0,0}     39    1
99    659   106   118  0.012166  {0,2,0}     40    1
3     680     3     4  0.888880  {0,2,0}     35    1
49    682   243   245  0.704860  {0,2,0}     38    1
39    690   158   160  0.908858  {0,3,0}     27    1
54    703   220   221  0.340016  {1,0,0}     36    1
121   722    40    41  0.683769  {0,2,0}     29    0
117   729   120   162  0.080467  {1,0,0}     21    1
63    731     1    12  0.924596  {0,1,0}     38    0
29    731    17    19  0.246656  {1,1,0}     32    1
101   733   105   107  0.325470  {0,1,0}     30    1
114   756    53    55  0.506523  {1,1,0}     29    1
35    768   131   132  0.443082  {0,2,0}     39    1
115   776   225   228  0.888683  {0,2,0}     39    0
107   786    53    54  0.965122  {0,1,0}     25    1
82    795   218   225  0.749354  {0,3,0}     22    0
1     805   249   252  0.311279  {0,3,0}     36    0
4     808     7     8  0.240443  {0,3,0}     37    1
102   816   210   215  0.215382  {0,3,0}     31    1
80    819   130   131  0.351186  {0,1,0}     36    1
81    822   105   107  0.904890  {0,2,0}     24    0
97    833     6     7  0.985847  {0,0,1}     24    1
21    838    14    15  0.795614  {1,0,0}     23    1
52    838   151   152  0.412700  {1,1,0}     20    1
77    840    89    97  0.022795  {0,0,1}     25    0
89    898    84    86  0.410893  {0,2,0}     33    0
41    901   215   221  0.153710  {0,1,1}     30    1
8     908   170   174  0.693184  {0,2,0}     29    0
45    909   219   223  0.331008  {0,1,0}     21    1
96    910    89    97  0.083013  {0,3,0}     39    1
87    919   179   184  0.937729  {1,0,0}     34    1
14    921   145   148  0.690792  {1,1,0}     21    1
50    922   162   163  0.445858  {0,3,0}     33    1
100   927    18    19  0.377317  {1,0,0}     22    1
13    928   163   168  0.348012  {0,1,1}     34    0
105   928     6    27  0.701237  {0,0,1}     23    0
16    939   192   194  0.064011  {1,0,0}     31    1
43    940   193   194  0.797484  {0,0,1}     38    1
24    943   161   165  0.405007  {1,0,0}     36    0
104   954    94    95  0.126657  {0,3,0}     37    0
20    958   218   250  0.506005  {0,3,0}     31    0
113   963    81    89  0.722563  {1,1,0}     21    1
69    964   179   180  0.526890  {0,1,0}     27    0
51    974   118   119  0.976727  {0,1,0}     30    1
11    987   219   223  0.741395  {0,2,0}     33    0
60    988    38    40  0.544627  {0,3,0}     37    1
92    994    28    29  0.375659  {1,1,0}     33    1
15   1000   185   187  0.270361  {0,2,0}     33    1
0    1001   195   248  0.983554  {0,1,0}     38    1
53   1004   217   218  0.946127  {0,2,0}     33    0
109  1008    16    18  0.598465  {0,2,0}     26    0
84   1016    76    78  0.397715  {1,1,0}     39    1
94   1020   185   186  0.710983  {0,1,0}     26    1
9    1042    11    42  0.452358  {0,1,0}     38    0
42   1051    11    42  0.403169  {0,0,1}     30    1
73   1052   233   235  0.032974  {0,2,0}     34    1
31   1055    66    93  0.757475  {1,1,0}     29    1
57   1056   138   139  0.168794  {0,2,0}     27    1
62   1058    89    97  0.170299  {0,1,1}     35    0
56   1061   240   242  0.121117  {0,1,0}     31    0
40   1068     0     1  0.837150  {0,2,0}     20    0
18   1079   163   168  0.432891  {0,1,0}     36    1
6    1082   185   187  0.278969  {1,1,0}     28    1
55   1092   225   228  0.955874  {0,1,0}     27    0
91   1093    71    73  0.360613  {0,2,0}     35    1
59   1099    29    31  0.597241  {0,1,0}     36    1
5    1101   213   215  0.776629  {1,0,0}     27    1
38   1103   156   157  0.275303  {0,1,0}     39    1
112  1121    50    53  0.485112  {0,2,0}     26    0
95   1136    28    29  0.363357  {1,0,0}     37    1
25   1160   184   188  0.389386  {1,3,0}     29    1
75   1182   166   178  0.685643  {1,0,0}     27    1
22   1184   234   235  0.035157  {0,3,0}     25    0
126  1204   195   196  0.792089  {1,0,0}     32    1
72   1224    72    73  0.181664  {1,1,0}     31    1
120  1228    55    56  0.960239  {1,1,0}     32    1
90   1239   105   106  0.209652  {0,2,0}     29    1
127  1264   179   184  0.962533  {0,2,0}     35    1
68   1277    18    20  0.455799  {0,1,0}     39    0
119  1293     1     2  0.259921  {1,1,0}     22    1
74   1302   135   147  0.899846  {0,1,0}     22    0
79   1316    91    96  0.904806  {0,2,0}     23    1
125  1327   131   132  0.635980  {1,1,0}     38    1
106  1333   226   227  0.408258  {1,1,0}     34    1
7    1350   126   127  0.915299  {0,1,0}     27    0
