map EGL-G2-E
fac 5 10 {0,121,3,16,11}
hosp 1 {0}
n_ALS 6 1 {2:0,2:121,2:3}
n_BLS 25 1 {2:0,7:121,5:3,8:16,3:11}
n_CLS 9 0 {1:0,1:121,3:3,2:16,2:11}
      c_m  head  tail      c_af      c_d  c_tau  c_h
15     28   217   218  0.833897  {0,2,0}     32    0
65     55   107   109  0.375521  {0,1,1}     27    0
34     92     5     6  0.476275  {1,1,0}     23    1
77    103   209   216  0.143166  {0,1,0}     34    1
51    122    48    57  0.454307  {1,1,0}     40    1
64    127    29    31  0.505279  {0,0,1}     20    1
0     137   248   249  0.070561  {0,2,0}     31    1
84    172   120   170  0.031179  {0,1,0}     24    0
46    187   122   123  0.269764  {1,0,0}     36    1
80    298    81    82  0.977747  {1,1,0}     40    1
99    326   217   219  0.367692  {0,3,0}     26    1
72    332    55    56  0.087142  {0,1,0}     32    1
30    354   107   109  0.198957  {1,1,0}     34    1
63    354   143   145  0.322662  {0,1,0}     28    1
126   420    66    93  0.260834  {0,3,0}     29    0
26    441    34    41  0.048218  {0,3,0}     39    1
36    442   200   201  0.459363  {0,2,0}     27    0
57    449    45    64  0.169039  {0,1,0}     20    1
11    455   118   119  0.542058  {0,0,1}     32    0
97    514    53    55  0.985463  {0,3,0}     39    0
115   514   239   243  0.184924  {0,1,1}     28    1
58    522   175   177  0.749348  {0,1,0}     20    1
112   549   141   150  0.550230  {0,1,0}     32    1
8     554   219   220  0.589351  {0,2,0}     40    1
78    575   226   229  0.387908  {0,3,0}     36    1
113   579   174   189  0.739111  {0,2,0}     28    1
48    579    67    68  0.662206  {1,1,0}     38    1
62    596    71    73  0.869754  {0,0,1}     23    1
45    631   158   159  0.170307  {0,2,0}     32    1
1     631    23   171  0.152976  {1,0,0}     36    1
96    645   136   146  0.960012  {0,3,0}     27    1
13    648    82    85  0.518782  {0,1,0}     32    1
114   650    67    69  0.437829  {1,0,0}     20    1
42    652   140   141  0.185677  {0,3,0}     22    0
119   655   174   189  0.239444  {0,1,1}     28    1
35    667     9    10  0.073909  {1,1,0}     31    1
56    668   225   226  0.824659  {1,0,0}     27    1
92    670   223   224  0.435017  {1,3,0}     36    1
111   672   234   235  0.986643  {1,1,0}     31    1
95    677   252   253  0.333989  {1,1,0}     39    1
125   707    39    40  0.839502  {0,2,0}     24    0
108   710   220   221  0.523039  {0,2,0}     22    1
43    726   189   190  0.874610  {0,2,0}     30    1
74    731   141   150  0.823679  {1,0,0}     30    1
21    737    70    79  0.589511  {0,1,0}     30    0
12    739   133   135  0.604281  {0,2,0}     29    0
17    758   227   229  0.542399  {0,2,0}     21    1
106   763    97   115  0.266210  {0,1,0}     20    0
100   773   106   108  0.737796  {0,1,0}     23    1
40    777   219   223  0.111338  {0,3,0}     22    1
55    782    23   150  0.433765  {1,1,0}     31    1
