map EGL-G2-D
fac 5 10 {0,253,48,200,209}
hosp 2 {0,140}
n_ALS 5 1 {1:48,3:200,1:209}
n_BLS 17 1 {8:0,3:253,1:48,3:200,2:209}
n_CLS 8 0 {1:0,2:253,2:48,1:200,2:209}
      c_m  head  tail      c_af      c_d  c_tau  c_h
54     40   139   140  0.840147  {0,2,0}     27    1
69     67   208   209  0.157520  {0,1,0}     24    1
3     138    94    95  0.292332  {0,3,0}     36    1
80    151    39    40  0.974563  {0,3,0}     20    0
22    167   176   177  0.057630  {0,1,1}     29    1
96    173   136   137  0.216250  {0,2,0}     39    1
1     246    17    22  0.249699  {0,1,0}     32    1
76    269    49    56  0.526197  {0,1,1}     33    0
52    284    57    61  0.605644  {0,0,1}     29    1
88    284     5    26  0.564251  {0,3,0}     34    0
8     284    35    36  0.737926  {1,0,0}     20    1
20    288   184   188  0.118000  {0,2,0}     20    1
120   301   161   164  0.803826  {0,2,0}     28    1
126   363   112   113  0.539004  {0,2,0}     23    0
94    369   174   182  0.834873  {0,1,0}     40    0
68    372   147   148  0.326325  {0,3,0}     33    1
43    401   197   200  0.798668  {1,1,0}     30    1
53    435    23   171  0.114958  {0,3,0}     22    0
122   438   174   182  0.316234  {0,1,0}     28    0
71    453   115   116  0.572670  {1,1,0}     38    1
86    459   159   161  0.012025  {0,0,1}     39    1
9     468   163   168  0.612139  {0,1,0}     39    1
4     495    17    19  0.018466  {0,0,1}     34    1
83    499    53    54  0.010034  {0,3,0}     21    0
46    508   132   133  0.691146  {0,1,0}     32    1
117   516     3    15  0.816467  {1,3,0}     39    1
113   544   225   228  0.887105  {0,2,0}     34    1
121   546   208   210  0.104593  {0,2,0}     33    1
78    554   125   152  0.083117  {0,1,0}     26    0
111   559   104   105  0.222054  {1,0,0}     28    1
36    560   195   248  0.707911  {0,1,0}     39    1
66    566   188   189  0.855787  {0,3,0}     39    0
50    571    22    24  0.094331  {0,1,1}     32    0
51    574   158   160  0.236311  {1,1,0}     25    1
7     579     1    12  0.298713  {0,1,1}     27    1
29    596   179   180  0.722483  {1,1,0}     40    1
85    597    36    39  0.566282  {0,2,0}     22    1
95    599   226   227  0.986540  {1,1,0}     37    1
48    610   186   188  0.862184  {0,1,1}     32    1
19    616    71    73  0.061205  {0,2,0}     35    1
60    626   166   167  0.125561  {0,3,0}     30    1
92    633     5    23  0.414710  {0,2,0}     27    0
10    643    50    52  0.197895  {0,2,0}     27    0
26    652    23   171  0.541868  {1,1,0}     20    1
28    658    47    48  0.922814  {0,2,0}     21    0
58    661   244   253  0.554463  {0,1,0}     30    1
97    681    61    62  0.873655  {0,3,0}     24    0
21    702    82    83  0.346476  {0,1,0}     39    0
13    749   208   210  0.957317  {1,0,0}     33    1
38    757    85   101  0.786022  {1,1,0}     32    1
109   761   245   246  0.476816  {0,1,1}     35    1
104   766   136   137  0.979661  {0,1,0}     26    0
44    778     0    21  0.453957  {1,0,0}     31    1
118   778    63    65  0.038519  {0,2,0}     23    1
114   786     6    27  0.476186  {0,2,0}     30    0
84    786   158   159  0.943779  {0,2,0}     20    1
110   790   124   125  0.131327  {1,0,0}     22    1
70    813   125   126  0.320065  {1,1,0}     33    1
55    817    66    93  0.949048  {0,1,0}     33    1
91    820    23   150  0.973685  {1,1,0}     31    1
99    832   143   145  0.762629  {1,0,0}     22    1
6     840   138   139  0.072286  {0,2,0}     24    1
115   859    53    55  0.035630  {0,2,0}     20    0
81    861   227   233  0.028393  {0,2,0}     26    1
39    863   219   220  0.412983  {0,1,0}     32    0
98    884    84    86  0.528968  {0,1,1}     25    0
62    893   158   159  0.179571  {0,3,0}     35    1
102   904   177   180  0.584746  {0,2,0}     28    1
123   912   140   141  0.024926  {1,1,0}     39    1
49    920    81    82  0.752705  {0,1,0}     22    1
42    927    39    40  0.341430  {1,1,0}     39    0
56    930   141   142  0.248270  {1,0,0}     27    1
75    938   233   254  0.174505  {0,2,0}     22    0
61    945    22    24  0.401913  {0,2,0}     23    0
64    946   163   168  0.741434  {0,3,0}     40    1
112   949   166   178  0.401927  {0,2,0}     25    1
18    956   190   191  0.001633  {0,1,0}     30    1
27    959   102   103  0.145821  {1,1,0}     21    1
101   970    40    41  0.997101  {1,0,0}     22    1
5     973    53    54  0.443188  {0,2,0}     22    0
37    978    79    80  0.733743  {0,1,0}     22    1
34    981   212   213  0.467034  {1,1,0}     29    1
47    985   107   109  0.376075  {0,3,0}     22    0
79   1000   219   223  0.802236  {0,0,1}     30    1
90   1003   247   249  0.229138  {0,1,0}     34    1
124  1003   116   117  0.723717  {0,1,1}     38    0
77   1031   209   216  0.277859  {0,3,0}     23    1
2    1035   136   137  0.324870  {0,2,0}     31    1
103  1042   204   205  0.216684  {0,1,0}     24    0
127  1052    26    28  0.410348  {0,1,0}     25    1
41   1061    21    35  0.718839  {0,3,0}     27    1
25   1064   249   252  0.205522  {0,2,0}     36    1
116  1081   210   215  0.694265  {0,2,0}     27    0
16   1082    81    82  0.884497  {1,0,0}     26    1
12   1097   208   210  0.241377  {1,0,0}     34    1
30   1106    13    14  0.574250  {1,0,0}     38    1
93   1107    12    16  0.602338  {0,3,0}     21    1
87   1109   190   192  0.388898  {0,1,0}     35    0
15   1116    91    92  0.371450  {0,0,1}     22    0
89   1126   104   105  0.889717  {0,3,0}     40    1
14   1135   132   133  0.992468  {1,0,0}     23    1
73   1136    81    89  0.704992  {0,2,0}     29    1
23   1138   164   165  0.423267  {0,2,0}     21    1
106  1177   140   141  0.822402  {0,2,0}     36    0
65   1190   148   149  0.618383  {1,1,0}     28    1
108  1199   202   209  0.906826  {1,0,0}     37    1
45   1200   117   119  0.484067  {1,1,0}     26    1
40   1206   161   164  0.270210  {1,1,0}     29    1
105  1213     2     3  0.099978  {1,0,0}     38    1
17   1227   105   107  0.032765  {1,0,0}     39    1
67   1228   151   152  0.402112  {0,1,0}     35    1
119  1230    18    19  0.398338  {0,2,0}     30    1
100  1235   157   161  0.470979  {1,1,0}     39    1
32   1256   216   218  0.971504  {0,1,0}     33    0
107  1267    12    13  0.456963  {0,1,1}     26    0
11   1269   219   220  0.322185  {0,1,0}     23    1
82   1274   136   146  0.433645  {0,2,0}     29    0
63   1282   251   254  0.013853  {1,1,0}     23    1
31   1299   104   114  0.074881  {0,3,0}     36    1
59   1305    16    17  0.790465  {0,1,0}     25    1
24   1327    25    26  0.493200  {0,2,0}     28    0
