map EGL-G2-E
fac 5 10 {0,5,118,250,117}
hosp 3 {0,45,63}
n_ALS 5 1 {1:0,2:5,1:118,1:250}
n_BLS 17 1 {4:0,4:5,2:118,3:250,4:117}
n_CLS 7 0 {1:0,3:5,3:250}
      c_m  head  tail      c_af      c_d  c_tau  c_h
57      4   226   251  0.705900  {0,2,0}     24    0
26     38   155   156  0.691441  {0,1,1}     34    0
31    105   127   128  0.213554  {0,1,0}     20    0
78    134   128   129  0.355024  {1,1,0}     33    1
92    140   143   145  0.268046  {1,0,0}     33    1
95    196    76    78  0.990789  {0,1,0}     28    1
127   248    74    75  0.692953  {0,3,0}     20    1
97    306    32    34  0.508302  {0,2,0}     30    1
16    344   152   155  0.813193  {1,0,0}     24    1
3     361    23   237  0.237458  {0,2,0}     30    1
64    364   177   180  0.885555  {0,2,0}     37    0
115   408   249   250  0.994346  {1,0,0}     32    1
52    421   126   127  0.918755  {1,0,0}     39    1
63    421   102   111  0.702439  {0,2,0}     26    1
34    425   219   223  0.625763  {0,1,0}     32    1
113   439    39    52  0.487645  {0,3,0}     29    1
88    440   143   144  0.564947  {0,2,0}     30    1
24    451   193   194  0.482233  {0,3,0}     26    0
22    452    89    97  0.202153  {1,1,0}     36    1
80    456   164   169  0.793683  {0,3,0}     24    1
6     457   116   117  0.988564  {0,2,0}     30    0
119   464    24    25  0.449340  {0,1,0}     21    0
40    486   120   170  0.298249  {0,1,0}     29    0
79    499   222   223  0.877694  {0,1,0}     20    0
8     506   233   235  0.603431  {0,2,0}     30    0
91    515   251   252  0.649749  {1,0,0}     29    1
37    528    61    65  0.949786  {0,2,0}     31    1
50    535   135   147  0.683345  {1,0,0}     39    1
12    537   117   118  0.845859  {0,2,0}     22    1
51    538   174   189  0.854344  {0,1,0}     39    0
32    546   178   179  0.941609  {1,0,0}     31    1
43    549   245   246  0.558750  {1,0,0}     22    1
41    550    81    89  0.191801  {1,2,0}     22    1
33    586   133   134  0.072268  {0,2,0}     32    1
104   591     7    30  0.692923  {0,2,0}     25    1
118   592    61    62  0.498325  {0,1,0}     38    0
82    596   167   168  0.799387  {0,2,0}     32    0
56    603    93    94  0.292548  {0,2,0}     36    1
101   609    58    59  0.508759  {0,3,0}     36    0
94    623   163   168  0.727212  {1,3,0}     38    1
29    633   205   207  0.378399  {0,3,0}     30    1
14    639   206   207  0.073141  {0,2,0}     35    0
96    648   186   188  0.098511  {1,2,0}     25    0
19    661   245   247  0.490917  {0,3,0}     24    1
4     668   179   183  0.956535  {0,1,0}     33    1
59    678   236   237  0.089791  {0,1,0}     38    1
87    686    25    26  0.764003  {0,3,0}     38    0
99    688    37    75  0.220195  {0,2,0}     26    0
70    702   195   196  0.520966  {0,1,0}     23    1
84    722   247   249  0.488912  {1,0,0}     26    1
68    724    39    52  0.565633  {0,3,0}     21    0
13    730   142   143  0.083789  {0,3,0}     35    1
2     755    53    54  0.101772  {1,0,0}     20    1
61    760   158   159  0.061999  {0,1,1}     26    1
116   781   191   195  0.678940  {1,1,0}     20    1
60    788    34    41  0.193413  {0,2,0}     31    1
85    794     3    23  0.580864  {0,1,0}     39    1
93    797   177   180  0.836771  {0,1,0}     35    0
65    797    99   132  0.597789  {1,0,0}     28    1
110   808    18    19  0.286217  {0,0,1}     30    1
25    843     2    14  0.134713  {0,1,0}     22    1
73    846   130   131  0.778199  {0,2,0}     29    1
38    850   192   194  0.149290  {0,2,0}     20    0
