map EGL-G1-A
fac 5 10 {0,192,80,173,68}
hosp 2 {0,101}
n_ALS 7 1 {1:192,2:80,4:173}
n_BLS 15 1 {1:0,5:192,2:80,5:173,2:68}
n_CLS 10 0 {3:0,3:192,2:80,1:173,1:68}
      c_m  head  tail      c_af      c_d  c_tau  c_h
92     15     9    10  0.262778  {0,3,0}     32    1
71     30    20    21  0.706666  {0,3,0}     38    0
33     32    65    91  0.266733  {0,2,0}     35    1
16     39   115   122  0.104833  {0,1,0}     39    0
121    45   111   112  0.008636  {0,3,0}     38    1
116    54    40    41  0.725023  {1,2,0}     38    1
74     82    48    49  0.260154  {1,0,0}     26    1
12     84    13    14  0.072894  {1,0,0}     23    1
76    214   120   121  0.454061  {0,0,1}     28    0
66    286   128   137  0.207133  {0,3,0}     38    0
100   345   161   162  0.080083  {1,0,0}     33    1
60    411    89    91  0.909273  {0,1,0}     34    0
37    434    13    14  0.629881  {0,3,0}     29    0
34    438   192   193  0.535586  {0,1,0}     31    1
0     440   178   179  0.587890  {1,0,0}     30    1
126   445   176   179  0.440502  {0,1,0}     34    1
26    451    49    50  0.648925  {1,1,0}     25    1
122   463    32    33  0.993010  {0,1,0}     38    0
73    475   160   164  0.224822  {1,0,0}     25    1
44    480   105   117  0.933072  {1,1,0}     28    1
111   494   180   181  0.584855  {0,0,1}     24    1
118   510    24    25  0.149877  {0,1,0}     24    1
20    546   132   133  0.448591  {1,1,0}     27    1
103   560   193   194  0.113919  {0,2,0}     40    0
75    567    45    64  0.170389  {0,2,0}     40    1
53    571   140   141  0.302493  {0,1,0}     29    1
64    574    31    38  0.917206  {0,1,0}     39    1
88    578    65    66  0.947710  {1,0,0}     40    1
40    580    82    83  0.872622  {0,2,0}     30    0
10    588    49    50  0.188917  {0,1,0}     38    0
85    599   184   185  0.402985  {0,1,0}     33    0
47    601   118   119  0.021900  {1,1,0}     27    1
48    602    81    84  0.561095  {0,1,0}     32    1
114   629   244   248  0.068115  {0,1,1}     24    1
77    640   186   187  0.498521  {0,0,1}     32    1
58    642   225   227  0.625755  {1,1,0}     34    1
43    643    28    29  0.188204  {0,1,0}     21    1
119   646    82    83  0.387894  {0,2,0}     26    1
18    649   188   189  0.033628  {0,1,0}     39    1
56    651   119   161  0.345495  {1,1,0}     32    0
15    654   105   117  0.675850  {1,3,0}     34    1
46    669    29    31  0.456960  {1,0,0}     25    0
91    671   204   205  0.814842  {1,1,0}     36    1
125   672   184   185  0.196339  {0,2,0}     36    1
49    674    32    33  0.725359  {1,0,0}     37    1
1     674   118   119  0.195434  {1,1,0}     34    1
57    681   111   112  0.531264  {0,3,0}     40    1
82    685    23   149  0.000558  {1,1,0}     25    1
96    689   238   240  0.359879  {0,2,0}     39    0
61    689   234   236  0.537520  {0,2,0}     26    0
38    703    36    39  0.318699  {0,2,0}     29    1
83    706   118   119  0.216084  {0,1,0}     22    0
67    724    29    30  0.371290  {1,0,0}     34    1
105   728    59    60  0.762666  {0,2,0}     36    0
124   728    96    97  0.902485  {0,1,0}     32    1
6     737   234   236  0.496224  {0,1,0}     26    0
80    742   219   220  0.293333  {0,1,0}     28    0
127   744    14    15  0.036639  {0,1,0}     25    0
25    751   207   208  0.790980  {1,0,0}     34    1
120   752     3     4  0.906862  {0,2,0}     37    1
11    762   225   227  0.088129  {0,3,0}     22    1
35    764   213   216  0.054059  {0,2,0}     26    1
36    767     4    22  0.939054  {0,2,0}     39    1
86    768   238   239  0.641010  {1,0,0}     20    1
9     770   242   245  0.764613  {0,3,0}     30    1
3     779   124   151  0.264365  {0,1,1}     39    1
93    799   138   139  0.638105  {0,2,0}     30    0
94    808   237   240  0.188011  {0,2,0}     38    0
24    811   147   148  0.475300  {0,1,0}     25    1
30    813   119   161  0.955089  {0,3,0}     31    1
59    813    46    47  0.327844  {1,1,0}     29    1
65    827   146   147  0.567995  {1,1,0}     34    1
