map EGL-G1-C
fac 5 10 {0,112,229,9,50}
hosp 1 {0}
n_ALS 5 1 {2:112,2:229,1:9}
n_BLS 23 1 {6:0,4:112,1:229,5:9,7:50}
n_CLS 8 0 {4:112,1:229,1:9,2:50}
      c_m  head  tail      c_af      c_d  c_tau  c_h
60     15    10    11  0.070876  {1,0,0}     38    1
6      28    38    40  0.075055  {1,1,0}     40    1
27    147   222   223  0.459441  {1,1,0}     40    1
13    149   242   245  0.382885  {1,1,0}     27    0
23    172     6     7  0.010334  {0,0,1}     28    1
83    173   145   146  0.635663  {0,1,0}     27    1
44    186    39    52  0.698713  {0,3,0}     39    0
89    208   225   248  0.308601  {1,0,0}     29    1
117   254    82    83  0.647060  {0,1,0}     32    0
80    276    20    21  0.200235  {0,2,0}     35    1
45    309   212   243  0.188986  {0,1,1}     32    1
93    313   152   153  0.079484  {0,2,0}     35    1
123   326   227   228  0.540035  {1,1,0}     23    1
103   358   169   173  0.329755  {0,3,0}     24    1
4     378   151   152  0.457204  {0,1,0}     24    1
118   384     9    34  0.232939  {0,2,0}     39    1
58    392    38    40  0.725770  {1,2,0}     39    1
49    439    15    17  0.560993  {0,3,0}     28    1
86    450    68    79  0.085754  {0,2,0}     20    0
114   493     6     7  0.163714  {0,1,0}     39    1
15    496   234   235  0.148675  {1,0,0}     20    1
73    507    47    64  0.421030  {0,3,0}     33    0
9     508   186   187  0.691194  {0,3,0}     35    0
36    511   121   122  0.763440  {1,1,0}     26    1
90    512    51    52  0.660630  {1,1,0}     24    1
54    518   210   212  0.899906  {1,0,0}     38    1
85    521   132   134  0.565648  {1,0,0}     23    1
67    522    62    63  0.241634  {0,2,0}     26    1
112   546   165   174  0.496902  {0,2,0}     39    1
56    573    58    59  0.837207  {1,1,0}     35    1
65    598    66    67  0.233692  {0,2,0}     20    1
71    605   124   125  0.102990  {0,1,0}     39    1
77    607   139   140  0.424109  {0,2,0}     37    1
97    618    91    92  0.667736  {0,3,0}     26    1
29    623   204   205  0.146808  {0,1,0}     24    1
43    638    59    71  0.542384  {0,1,1}     39    1
116   669    27    30  0.448561  {0,2,0}     22    0
95    673   161   162  0.003807  {0,2,0}     27    0
122   683    45    64  0.385021  {0,2,0}     29    0
47    683   165   174  0.780161  {0,1,0}     25    1
125   685   191   194  0.462212  {0,3,0}     28    0
28    688    79    80  0.106535  {0,1,0}     33    0
18    694    31    32  0.161018  {0,1,0}     28    1
35    699   160   164  0.517719  {0,2,0}     25    0
40    710   153   156  0.801328  {0,1,0}     20    1
32    719   145   146  0.707766  {0,1,0}     36    0
126   758    90    91  0.176852  {1,1,0}     40    1
16    766    19    25  0.166616  {0,3,0}     40    1
119   782   169   173  0.768343  {1,0,0}     40    1
19    783   126   127  0.241118  {0,1,0}     23    0
42    786   196   197  0.084331  {0,1,0}     24    1
38    794   204   205  0.143261  {0,1,0}     30    0
51    798   119   169  0.571152  {1,1,0}     26    1
81    801    66    68  0.863534  {0,1,0}     36    1
24    801    54    58  0.027586  {0,1,1}     20    0
63    808   189   190  0.846019  {1,1,0}     20    1
21    809   185   192  0.781442  {0,1,0}     40    0
72    816   162   166  0.769415  {0,3,0}     37    1
105   819    17    22  0.318641  {0,1,0}     32    1
84    837   238   239  0.810176  {0,1,0}     37    0
102   847   142   144  0.222778  {1,1,0}     27    1
99    847    50    53  0.996971  {0,2,0}     36    0
87    877   142   144  0.123750  {0,1,1}     22    1
52    878    84   100  0.047394  {0,2,0}     34    0
8     884    24    26  0.194166  {0,1,1}     26    1
26    892    29    30  0.098084  {1,1,0}     26    1
14    902   106   108  0.685132  {0,3,0}     20    1
46    914    98    99  0.136167  {0,2,0}     40    1
12    922   186   187  0.150378  {1,1,0}     40    1
91    940    24    25  0.185444  {0,1,0}     24    1
5     951    57    61  0.835987  {0,2,0}     26    0
10    953   130   131  0.995337  {0,1,0}     36    1
107   967    36    38  0.895551  {0,3,0}     28    1
79    983   112   114  0.509888  {1,1,0}     39    1
64    985   245   246  0.747354  {0,0,1}     37    1
109   996    40    41  0.332944  {0,1,1}     25    0
1    1008   213   216  0.519519  {0,2,0}     22    1
22   1008   112   114  0.114240  {0,1,0}     24    1
110  1016    94    98  0.690548  {0,1,0}     21    0
2    1022   116   117  0.217264  {0,2,0}     40    1
106  1035   152   153  0.596729  {1,1,0}     22    1
70   1047     4    22  0.462881  {0,1,0}     28    1
108  1050    32    33  0.319248  {0,1,0}     24    1
59   1053    16    17  0.514245  {1,0,0}     23    1
34   1058    63    64  0.565477  {0,2,0}     40    0
76   1058   240   242  0.696505  {0,2,0}     21    1
37   1070    72    73  0.674409  {0,2,0}     20    1
7    1071    50    52  0.133077  {0,1,0}     31    0
127  1076   151   154  0.630940  {0,1,0}     36    1
120  1079   157   159  0.277434  {1,2,0}     27    1
104  1081   199   201  0.341479  {0,0,1}     35    1
94   1089   165   177  0.570541  {0,1,1}     38    1
55   1094   175   176  0.351129  {0,2,0}     40    1
121  1103   240   241  0.884598  {0,2,0}     31    0
39   1105    34    41  0.527375  {0,1,0}     40    1
124  1114   234   236  0.662802  {0,0,1}     33    1
25   1119   234   236  0.734717  {0,0,1}     35    1
101  1119   104   106  0.465046  {0,1,0}     37    1
17   1127   136   137  0.968327  {1,3,0}     40    1
61   1132     2     3  0.337034  {0,1,0}     32    1
41   1156   167   175  0.575893  {0,2,0}     40    1
57   1158   137   138  0.972766  {0,1,1}     28    1
66   1186    66    67  0.848951  {0,2,0}     27    1
62   1187   190   192  0.350295  {1,1,0}     29    1
75   1198     6     7  0.557781  {1,0,0}     25    1
48   1203   185   186  0.512212  {1,3,0}     35    1
82   1231   191   193  0.343386  {1,1,0}     21    1
0    1232   184   185  0.815290  {1,0,0}     39    1
111  1244   179   180  0.463651  {0,1,1}     28    1
20   1256    90    95  0.290105  {0,2,0}     22    0
68   1260   162   166  0.311356  {0,3,0}     32    0
96   1267   192   193  0.166040  {0,2,0}     36    0
74   1276    32    34  0.355282  {0,0,1}     23    1
33   1280   206   207  0.061956  {0,0,1}     20    1
88   1281    89    91  0.196030  {0,2,0}     22    1
98   1300    66    68  0.465913  {1,1,0}     31    1
3    1302    69    70  0.019661  {0,3,0}     31    1
53   1307   177   184  0.046665  {1,1,0}     29    1
113  1316    94    95  0.076438  {0,2,0}     25    1
115  1336   126   127  0.922964  {0,0,1}     36    1
11   1362    10    41  0.944724  {0,2,0}     40    0
78   1364   192   193  0.408601  {0,2,0}     27    1
30   1367    55    56  0.969519  {0,3,0}     31    1
100  1382   246   247  0.359922  {1,3,0}     39    1
50   1402   139   140  0.475301  {0,1,0}     31    1
31   1403    67    68  0.767691  {1,0,0}     34    1
69   1413   154   155  0.744750  {0,3,0}     27    1
92   1435    28    29  0.386995  {0,1,0}     22    0
