map EGL-G2-A
fac 5 10 {0,219,150,103,117}
hosp 3 {0,16,6}
n_ALS 9 1 {1:0,3:219,1:103,4:117}
n_BLS 17 1 {3:0,5:219,1:150,5:103,3:117}
n_CLS 7 0 {4:0,1:219,1:150,1:117}
      c_m  head  tail      c_af      c_d  c_tau  c_h
50     18   163   168  0.849740  {0,1,0}     22    1
119    23   221   222  0.066997  {1,1,0}     30    1
12     28   116   123  0.870798  {0,3,0}     35    1
41     39   177   180  0.238019  {1,2,0}     21    1
103    75   245   246  0.632500  {1,0,0}     36    1
17     77    19    25  0.973656  {0,1,0}     21    1
8     111   104   105  0.496927  {0,3,0}     32    1
9     168   102   103  0.624414  {0,3,0}     30    0
82    201   235   236  0.068455  {0,0,1}     21    1
120   236   249   250  0.639252  {0,2,0}     35    1
34    262     6    27  0.525933  {1,1,0}     21    1
71    265    29    30  0.803891  {0,1,0}     24    0
45    291   130   131  0.535438  {1,1,0}     40    1
76    304   184   188  0.975774  {1,0,0}     31    1
53    313   204   205  0.471993  {0,2,0}     34    0
37    327    24    25  0.631173  {1,1,0}     22    1
93    351    49    50  0.336799  {0,2,0}     30    0
28    356    84    86  0.994876  {0,1,0}     39    1
18    364    47    64  0.042212  {0,2,0}     26    0
22    376   106   118  0.851203  {0,2,0}     38    0
73    382   103   111  0.545515  {1,1,0}     36    1
57    404   166   167  0.226502  {0,2,0}     25    0
112   410   226   227  0.230161  {0,3,0}     28    0
15    444   202   203  0.529471  {0,2,0}     25    0
99    449   174   182  0.387117  {0,1,0}     31    0
126   483    98   127  0.333969  {0,2,0}     32    1
25    483    16    17  0.577272  {0,3,0}     36    0
56    487    29    31  0.479223  {0,1,0}     40    1
19    493   164   169  0.128088  {0,2,0}     23    1
90    505   141   150  0.071441  {0,1,0}     34    0
106   511   101   112  0.649890  {0,2,0}     30    0
38    513    60    68  0.765195  {0,1,1}     38    0
101   553   159   161  0.591352  {0,0,1}     26    0
14    553     4     5  0.495933  {0,2,0}     20    1
123   567   190   192  0.427212  {0,3,0}     28    0
61    567   217   218  0.516721  {0,0,1}     20    1
5     573   103   111  0.412971  {0,1,0}     35    0
27    578   106   108  0.236176  {0,1,0}     28    1
115   600   106   118  0.147793  {0,2,0}     35    1
91    604    36    37  0.299314  {0,1,0}     38    1
85    611    78    79  0.936792  {1,1,0}     35    1
95    616   138   139  0.489629  {0,1,1}     34    0
83    619    47    48  0.206806  {0,2,0}     35    0
39    621    13    14  0.044591  {1,0,0}     28    1
110   628   211   212  0.567516  {0,1,0}     29    0
94    634    97   115  0.409359  {1,0,0}     31    1
62    640   161   164  0.827246  {0,2,0}     35    0
36    647   226   229  0.703209  {0,2,0}     33    1
20    652    37    75  0.924703  {0,1,0}     32    0
0     663   109   110  0.169610  {1,0,0}     35    1
1     671   137   138  0.535683  {0,3,0}     37    0
44    676    29    30  0.822431  {0,2,0}     38    0
102   698    78    82  0.304939  {0,1,0}     38    1
79    710    70    71  0.864548  {1,1,0}     27    1
51    728    39    40  0.968903  {0,3,0}     29    1
54    730   119   120  0.623652  {0,2,0}     39    1
105   730   228   230  0.952470  {0,2,0}     33    0
74    752   139   140  0.843150  {1,2,0}     25    1
96    761   175   176  0.071497  {0,2,0}     22    0
16    768    54    55  0.808011  {0,1,0}     30    1
72    775     6     7  0.486134  {1,1,0}     30    1
33    777   156   162  0.658851  {1,0,0}     29    1
127   797   157   163  0.348049  {1,0,0}     38    1
60    809    53    55  0.365559  {1,0,0}     28    1
31    819    51    52  0.953781  {1,1,0}     37    1
100   822   178   179  0.144520  {1,1,0}     37    1
107   825    10    11  0.290465  {0,2,0}     30    0
87    826   234   239  0.398006  {0,3,0}     29    1
52    832   189   190  0.671838  {1,1,0}     35    1
59    835   145   146  0.445055  {0,3,0}     29    1
42    839    65    66  0.664882  {0,2,0}     23    1
81    852    22    24  0.633186  {0,1,0}     25    0
78    859   247   249  0.665683  {0,3,0}     40    0
116   864   247   248  0.502149  {0,1,0}     24    0
63    875     2     3  0.917291  {0,2,0}     21    1
121   877    35    36  0.927822  {0,3,0}     29    0
