map EGL-G2-C
fac 5 10 {0,250,21,43,26}
hosp 2 {0,254}
n_ALS 5 1 {1:0,2:250,2:43}
n_BLS 22 1 {4:0,3:250,6:21,6:43,3:26}
n_CLS 5 0 {1:0,1:21,2:43,1:26}
      c_m  head  tail      c_af      c_d  c_tau  c_h
16      8   189   190  0.078120  {0,2,0}     23    1
109    42   242   243  0.873231  {0,2,0}     33    1
113    44   162   163  0.290167  {0,3,0}     39    0
79     45    32    34  0.381615  {0,1,1}     28    0
53     55   130   137  0.229513  {1,1,0}     26    1
67     60    17    22  0.440216  {0,1,0}     22    1
22     65   222   223  0.613353  {0,1,1}     30    0
92     91    37    75  0.716095  {0,2,0}     38    1
36    100   162   163  0.039393  {1,1,0}     20    1
56    105    10    41  0.547194  {0,2,0}     29    1
68    135   245   247  0.349613  {0,3,0}     28    1
40    230    50    53  0.416571  {0,1,1}     21    0
13    239    66    67  0.733164  {0,2,0}     25    1
59    258   125   152  0.490680  {1,0,0}     33    1
49    268   164   169  0.091387  {0,3,0}     31    0
97    310    73    74  0.704973  {0,1,0}     21    1
19    311   146   147  0.723877  {0,1,0}     31    1
76    320    56    57  0.050558  {0,0,1}     30    0
117   332   206   207  0.986221  {0,1,0}     29    0
43    381   171   172  0.305526  {0,2,0}     25    0
118   381    27    28  0.116194  {0,3,0}     20    1
94    384    26    28  0.814313  {0,1,0}     25    0
104   422   105   106  0.580616  {0,1,0}     26    0
96    453    78    79  0.258764  {0,1,0}     37    0
74    459   233   254  0.544315  {1,1,0}     29    1
100   464    96    98  0.125164  {0,0,1}     33    1
8     483    79    80  0.025280  {0,2,0}     38    0
78    486   135   147  0.486598  {1,1,0}     29    1
90    497   228   230  0.586198  {0,2,0}     38    1
102   513    46    47  0.190379  {0,2,0}     29    0
93    547   166   178  0.522086  {0,3,0}     37    1
29    547    27    28  0.433393  {0,0,1}     34    1
17    562    16    18  0.428221  {0,3,0}     21    1
82    568    27    30  0.564440  {0,1,0}     39    0
20    579   204   206  0.439775  {0,3,0}     39    1
46    586   211   212  0.080557  {0,1,0}     34    1
126   593   119   120  0.219244  {0,2,0}     39    0
9     600    68    69  0.053849  {0,2,0}     29    0
95    615   122   124  0.369423  {0,0,1}     21    0
33    627   213   215  0.065420  {0,3,0}     21    1
55    628    79    80  0.956749  {1,1,0}     23    1
42    642     4     5  0.755844  {0,3,0}     36    0
48    645    25    26  0.620236  {0,1,0}     25    1
70    645   178   179  0.033732  {0,1,0}     24    1
69    651    90    91  0.835295  {0,2,0}     22    0
107   657   192   193  0.985687  {0,2,0}     23    1
45    658     6    27  0.152334  {1,0,0}     34    1
98    670   125   152  0.368860  {0,2,0}     22    1
120   677    74    75  0.607948  {0,2,0}     22    0
60    680   122   124  0.317885  {0,1,0}     21    1
21    686    23    87  0.764959  {0,1,0}     26    0
124   692   143   144  0.699964  {1,0,0}     40    1
114   715   129   138  0.563900  {0,1,0}     32    1
28    729     9    10  0.374583  {0,2,0}     28    0
0     731   242   243  0.096867  {0,1,0}     27    1
37    734   186   188  0.707713  {0,3,0}     39    1
58    770   194   242  0.244162  {1,2,0}     25    1
14    770    84    86  0.984881  {0,1,0}     35    0
103   772   159   160  0.792159  {1,0,0}     27    1
89    775    83    84  0.901447  {1,0,0}     35    1
65    778   213   215  0.314182  {1,1,0}     22    1
123   787   140   142  0.256412  {1,0,0}     24    1
31    800    99   132  0.833897  {0,1,1}     40    1
23    814   104   105  0.819735  {0,3,0}     28    1
57    819     5    26  0.956766  {0,2,0}     28    1
47    827   119   120  0.414218  {0,2,0}     23    1
86    834    94    95  0.297334  {1,1,0}     40    1
39    854   245   246  0.468298  {0,3,0}     27    1
85    860   251   254  0.440422  {1,0,0}     20    1
41    867     8    33  0.724675  {0,3,0}     28    0
81    868    57    61  0.680383  {1,1,0}     33    1
111   874    70    79  0.451787  {0,1,0}     31    1
26    875   179   180  0.266948  {1,1,0}     23    1
7     897   247   249  0.136942  {0,3,0}     29    0
11    897   113   115  0.533329  {0,2,0}     40    1
30    902    87    88  0.881628  {0,1,0}     39    1
84    922    73    74  0.115484  {0,3,0}     34    1
73    957   170   174  0.859927  {0,2,0}     40    1
27    960    29    30  0.987264  {1,1,0}     23    1
108   967   205   207  0.481522  {0,2,0}     20    1
75    967   203   204  0.223955  {0,1,0}     31    0
122   977   141   142  0.727374  {0,1,0}     20    1
54    989    51    52  0.521546  {0,1,0}     40    0
32    989   235   236  0.613602  {0,2,0}     37    1
83   1002    39    40  0.540758  {0,3,0}     34    0
1    1008   226   229  0.198940  {0,0,1}     39    0
24   1011   119   120  0.550439  {0,2,0}     34    1
44   1012   216   218  0.343456  {0,1,0}     25    1
71   1016   142   143  0.545556  {0,1,0}     39    1
80   1022    32    34  0.019889  {1,1,0}     23    1
112  1022    68    69  0.133737  {0,3,0}     36    1
88   1027     5    23  0.003359  {0,3,0}     31    0
110  1063   217   219  0.414730  {0,3,0}     24    1
12   1066    90    92  0.695979  {0,2,0}     40    0
3    1067   217   218  0.511247  {0,3,0}     35    0
127  1071   216   218  0.590082  {0,2,0}     38    0
18   1071   129   138  0.472215  {1,0,0}     22    1
87   1081   116   117  0.674509  {0,1,1}     21    0
51   1081    67    68  0.081409  {0,2,0}     27    0
99   1089    43    45  0.010637  {0,0,1}     30    1
4    1103   135   147  0.599978  {0,2,0}     29    1
66   1108    87    88  0.874504  {1,0,0}     26    1
64   1150    43    45  0.299704  {0,2,0}     40    0
50   1156   244   253  0.060440  {1,1,0}     38    1
15   1158   197   200  0.591408  {0,3,0}     34    1
