map EGL-G1-D
fac 5 10 {0,98,5,39,67}
hosp 1 {0}
n_ALS 8 1 {2:0,1:98,1:5,4:67}
n_BLS 20 1 {8:0,1:5,6:39,5:67}
n_CLS 5 0 {1:5,3:39,1:67}
      c_m  head  tail      c_af      c_d  c_tau  c_h
60     13    29    31  0.667453  {1,2,0}     25    1
75     42    13    14  0.194544  {0,3,0}     20    0
43     64     3    15  0.923356  {1,1,0}     22    1
10     85   178   179  0.585557  {0,0,1}     36    1
50     89    55    56  0.003260  {1,1,0}     34    1
107    97   147   148  0.164363  {0,2,0}     30    1
7     104    47    64  0.278092  {0,2,0}     20    0
69    149   120   154  0.722519  {0,2,0}     31    1
8     150   216   217  0.301748  {1,1,0}     40    1
123   191   220   222  0.645542  {0,3,0}     26    0
34    255   151   152  0.849960  {1,0,0}     26    1
102   255   223   224  0.134384  {1,1,0}     20    1
87    299     3     4  0.378682  {1,0,0}     26    1
62    326    48    49  0.452668  {1,0,0}     36    1
35    358   152   153  0.382345  {1,1,0}     26    1
41    366    59    60  0.474254  {1,0,0}     34    1
126   412   203   210  0.367667  {1,0,0}     37    1
71    417   211   212  0.213660  {0,3,0}     38    0
21    435   173   181  0.356784  {1,0,0}     33    1
25    454     0     1  0.321527  {1,0,0}     25    1
30    455    65    91  0.060732  {0,2,0}     40    0
12    455     3    15  0.988846  {0,1,1}     36    1
89    478    24    25  0.839203  {0,2,0}     27    0
74    486    89    90  0.124874  {0,2,0}     38    0
120   488   211   213  0.254373  {1,0,0}     20    1
0     500    45    46  0.239474  {0,3,0}     31    0
90    511   152   153  0.972798  {1,3,0}     26    1
109   519    39    72  0.607334  {0,0,1}     36    0
9     520    56    57  0.299944  {0,1,0}     26    1
52    524    28    29  0.387911  {0,1,0}     32    1
84    534   152   153  0.657658  {0,0,1}     31    1
124   555    16    17  0.257191  {0,2,0}     38    0
14    567   211   212  0.624117  {0,3,0}     36    1
19    574   108   109  0.787252  {1,0,0}     23    1
77    583    47    64  0.067555  {1,0,0}     25    1
56    591   162   167  0.018616  {0,2,0}     30    1
68    594   207   208  0.424172  {0,1,0}     40    1
38    619   127   138  0.153948  {1,0,0}     27    1
31    653   225   248  0.663582  {0,3,0}     37    1
115   668   162   166  0.877941  {0,2,0}     27    1
91    675    94    98  0.272318  {0,2,0}     28    0
79    678    75    76  0.881033  {0,3,0}     28    0
37    678   112   113  0.180739  {0,2,0}     30    0
111   685   157   158  0.774241  {1,1,0}     23    1
73    688   231   236  0.116458  {0,2,0}     31    1
66    697    34    41  0.051964  {0,2,0}     33    0
85    702   213   214  0.276276  {1,0,0}     24    1
101   709   215   216  0.747603  {0,2,0}     21    1
17    713    97   126  0.374830  {0,2,0}     36    0
1     713    43    45  0.255518  {1,0,0}     25    1
28    733     4    22  0.473574  {0,1,0}     22    1
70    735    55    56  0.536271  {0,1,0}     28    0
2     742    18    19  0.323991  {1,1,0}     30    1
54    743   132   133  0.886122  {0,2,0}     36    0
16    743     5     6  0.661048  {0,1,0}     34    0
105   748   157   158  0.680997  {0,1,0}     40    0
20    770   144   145  0.780680  {0,1,0}     40    1
113   786    80    88  0.356012  {0,1,0}     28    1
88    788   151   152  0.674939  {0,2,0}     35    0
44    796   157   159  0.993811  {1,1,0}     25    1
78    806    22    24  0.430188  {1,0,0}     38    1
104   808    80    81  0.225276  {0,0,1}     23    0
4     811   185   192  0.961667  {1,3,0}     34    1
86    820   102   103  0.200675  {0,2,0}     28    0
23    827   155   156  0.933610  {1,1,0}     26    1
22    830   160   164  0.064407  {1,1,0}     36    1
36    832   177   184  0.585481  {1,0,0}     33    1
81    837   178   179  0.397159  {0,2,0}     22    1
118   842   106   107  0.898542  {0,3,0}     25    1
26    846    53    54  0.699287  {0,2,0}     25    1
106   848   197   198  0.353760  {1,0,0}     32    1
72    848   120   121  0.881671  {0,1,0}     37    0
103   857    53    55  0.798391  {0,1,0}     31    0
57    872   131   132  0.981946  {1,0,0}     34    1
110   883   213   214  0.057620  {0,2,0}     23    0
125   889   171   172  0.549844  {1,0,0}     28    1
122   889    10    41  0.298528  {0,2,0}     30    1
64    898   120   154  0.374414  {0,2,0}     34    1
15    899   194   195  0.247636  {1,1,0}     39    1
59    914    36    39  0.575291  {0,3,0}     24    1
11    916   185   186  0.369800  {0,2,0}     34    1
95    930   117   118  0.920366  {0,2,0}     29    0
42    932    65    66  0.012171  {0,1,0}     33    1
63    968   242   243  0.606150  {1,0,0}     24    1
97    973   110   113  0.497394  {0,1,0}     35    0
92    976    89    91  0.321914  {1,1,0}     29    1
13    978     3     4  0.013833  {1,2,0}     37    1
93    989    65    66  0.647145  {1,0,0}     20    1
94    999   211   212  0.625598  {0,3,0}     28    1
96   1003     5    23  0.187072  {1,1,0}     24    1
61   1005     9    34  0.387379  {0,1,0}     40    0
99   1025   245   246  0.236389  {1,2,0}     32    1
33   1036   246   247  0.297923  {0,1,0}     26    0
40   1044   100   111  0.793687  {0,2,0}     39    0
98   1046    27    30  0.226664  {0,1,1}     26    1
32   1047   238   240  0.222613  {1,2,0}     35    1
27   1050   242   245  0.663360  {0,1,0}     37    0
119  1056   105   107  0.340047  {0,1,1}     33    1
58   1066   213   216  0.476488  {0,2,0}     26    0
5    1070   102   110  0.302818  {0,3,0}     25    0
67   1075   211   212  0.085463  {0,3,0}     34    1
18   1091   245   246  0.871154  {0,1,0}     40    1
45   1100   117   118  0.897746  {0,3,0}     28    1
51   1104   123   124  0.746192  {0,1,0}     22    1
49   1115    57    61  0.116763  {0,2,0}     25    0
53   1115    49    50  0.255882  {0,1,0}     23    0
3    1117    66    68  0.145633  {0,1,0}     32    1
100  1120   157   158  0.461709  {1,1,0}     36    0
83   1136    22    24  0.839971  {0,0,1}     34    1
48   1146    71    72  0.939663  {0,1,0}     33    0
46   1146     1     2  0.944765  {0,2,0}     31    0
47   1149    17    22  0.415683  {0,2,0}     33    1
39   1154    17    19  0.717386  {1,1,0}     31    0
82   1176     8    33  0.369583  {0,1,0}     20    1
116  1222    27    28  0.570297  {1,0,0}     32    1
24   1242    24    25  0.942764  {0,2,0}     32    0
80   1245    60    67  0.404666  {0,1,0}     35    0
6    1257   125   149  0.009253  {0,1,0}     22    0
121  1279   238   239  0.043718  {0,1,1}     20    1
76   1279   119   169  0.236864  {0,0,1}     21    0
108  1306   199   202  0.787269  {0,1,0}     39    1
29   1309    90    91  0.354809  {0,2,0}     23    1
65   1361    98    99  0.553073  {1,0,0}     29    1
55   1370    29    30  0.701464  {0,2,0}     38    1
117  1371     6    27  0.927681  {0,2,0}     25    0
112  1372     6     7  0.337145  {0,1,0}     33    0
114  1376    78    79  0.354926  {0,0,1}     36    1
127  1391    17    22  0.867436  {0,2,0}     36    0
