map EGL-G1-A
fac 5 10 {0,179,186,72,25}
hosp 1 {0}
n_ALS 5 1 {1:179,2:186,2:25}
n_BLS 25 1 {6:0,5:179,6:186,2:72,6:25}
n_CLS 7 0 {3:0,1:179,2:186,1:72}
      c_m  head  tail      c_af      c_d  c_tau  c_h
34     14    80    88  0.583558  {1,1,0}     29    1
22     46    48    49  0.441396  {0,2,0}     32    1
32     50   146   147  0.382542  {0,3,0}     40    1
83     80   149   150  0.333569  {1,1,0}     35    1
73     84   210   211  0.031837  {0,2,0}     28    1
106    92    60    67  0.668949  {0,1,0}     27    0
20    104    18    19  0.581296  {0,2,0}     23    1
46    110   130   131  0.083159  {0,1,0}     29    1
53    114   153   156  0.089405  {0,1,0}     39    1
1     124    65    91  0.641730  {1,1,0}     40    1
99    127   139   140  0.309828  {1,1,0}     23    1
111   152    89    90  0.157226  {0,1,0}     26    0
9     160   165   174  0.352014  {1,1,0}     22    1
85    185    41    51  0.476987  {1,1,0}     29    1
112   230   234   235  0.195342  {0,1,0}     38    1
113   257   226   227  0.100675  {0,1,0}     20    1
80    265    36    39  0.138860  {0,3,0}     34    1
89    280    96   111  0.881249  {0,1,0}     40    1
65    280    53    54  0.499916  {0,1,1}     32    0
61    323    19    20  0.613176  {0,2,0}     38    1
18    325   178   179  0.628710  {1,0,0}     20    1
97    343    62    63  0.252236  {1,1,0}     39    1
2     369   185   186  0.776652  {1,1,0}     39    1
90    461    40    41  0.792032  {0,3,0}     20    1
62    465   114   115  0.369332  {0,0,1}     28    0
96    471   154   155  0.305645  {0,1,0}     25    0
36    482   194   195  0.210139  {0,3,0}     30    1
41    528    19    25  0.766326  {0,2,0}     29    1
55    551   241   242  0.515741  {0,1,0}     24    0
45    565   234   236  0.001487  {0,3,0}     27    0
107   578    66    68  0.471460  {0,2,0}     39    0
25    580    11    42  0.450947  {0,3,0}     27    1
82    588   128   129  0.306007  {0,2,0}     32    1
13    601   121   122  0.416096  {1,1,0}     34    1
94    603   185   192  0.460719  {0,3,0}     22    1
79    609   194   195  0.900180  {0,2,0}     38    0
60    613     1    12  0.254498  {0,2,0}     32    0
48    614    23    86  0.345431  {1,2,0}     39    1
4     619   246   248  0.148723  {1,1,0}     21    1
21    620    39    72  0.465634  {0,2,0}     24    0
37    625   231   236  0.876146  {0,2,0}     37    1
14    625   150   152  0.163579  {0,3,0}     36    0
126   630    38    40  0.141032  {1,1,0}     22    1
54    635     2     3  0.652991  {0,1,0}     37    1
75    637    72    73  0.658017  {1,1,0}     34    1
28    642    15    17  0.332552  {0,1,0}     29    0
71    672   101   102  0.347109  {1,1,0}     27    1
