map EGL-G2-A
fac 5 10 {0,53,176,181,233}
hosp 1 {0}
n_ALS 10 1 {3:0,1:53,1:176,1:181,4:233}
n_BLS 21 1 {4:0,3:53,8:181,6:233}
n_CLS 7 0 {2:0,4:53,1:181}
      c_m  head  tail      c_af      c_d  c_tau  c_h
122     3    23   171  0.302190  {0,2,0}     31    1
99     77   253   254  0.173354  {0,3,0}     34    1
55     78     2     3  0.984745  {0,2,0}     26    1
31     81   146   147  0.233669  {0,2,0}     29    0
102   137     1     2  0.718023  {0,1,0}     25    1
61    140    54    58  0.480363  {0,2,0}     33    0
74    167   198   199  0.323088  {0,1,0}     36    1
73    197   188   189  0.057856  {0,3,0}     23    1
98    225   245   247  0.840437  {1,1,0}     33    1
36    253   179   184  0.857136  {0,3,0}     32    1
78    260   252   253  0.345501  {0,1,0}     32    1
23    270   133   134  0.909011  {1,1,0}     25    0
3     351    62    63  0.396909  {0,2,0}     33    1
126   353   243   245  0.932178  {1,2,0}     24    1
64    410   219   220  0.164872  {0,3,0}     33    0
7     423    23   237  0.105762  {0,1,0}     34    1
91    444    29    31  0.968800  {0,3,0}     37    1
52    446    74    75  0.859445  {1,1,0}     37    1
114   446   163   168  0.295183  {0,2,0}     24    1
15    457    34    41  0.573316  {0,0,1}     24    0
57    473    97   112  0.061535  {0,1,0}     30    1
30    482   247   249  0.403758  {0,2,0}     35    1
19    494   130   137  0.252967  {0,2,0}     24    1
72    527    36    39  0.434836  {1,0,0}     32    1
103   528   126   150  0.280606  {0,2,0}     20    1
119   529    81    89  0.988152  {0,3,0}     34    0
4     539    91    92  0.012139  {0,3,0}     40    1
125   544    27    28  0.852673  {1,1,0}     23    1
44    563    47    48  0.977391  {0,2,0}     21    1
69    563   180   181  0.317577  {0,1,0}     23    1
121   564    16    18  0.725562  {1,0,0}     35    1
17    580    50    52  0.451393  {0,1,0}     39    1
83    581    84    85  0.862536  {0,1,1}     24    0
94    589     6     7  0.818534  {0,0,1}     36    0
87    592    10    11  0.827509  {0,1,0}     20    0
88    600    39    40  0.881492  {0,1,0}     38    0
67    613   236   238  0.890708  {0,2,0}     21    0
104   621    91    92  0.138436  {1,0,0}     21    1
27    621    27    30  0.748581  {1,0,0}     34    1
63    626    51    52  0.268345  {0,1,0}     38    0
11    632    74    76  0.535460  {0,2,0}     32    1
43    637   197   200  0.344202  {0,1,1}     28    0
108   653   104   105  0.112916  {0,3,0}     20    1
75    655   127   128  0.231131  {0,2,0}     23    1
76    680   213   215  0.416053  {0,2,0}     25    1
37    689   231   232  0.158148  {0,3,0}     37    0
25    689    95    99  0.775974  {0,3,0}     27    1
82    690     4    22  0.305480  {0,3,0}     22    1
22    702    19    25  0.478425  {0,2,0}     24    1
95    714    17    22  0.981903  {0,2,0}     39    1
45    715    49    56  0.243368  {0,3,0}     32    1
117   725   197   199  0.886242  {0,3,0}     34    1
60    729   192   193  0.773122  {1,1,0}     28    1
81    745   202   209  0.156059  {1,1,0}     32    1
1     753     1    12  0.154440  {1,1,0}     23    1
100   758   154   157  0.770259  {0,1,1}     21    0
10    759   245   247  0.717238  {0,2,0}     21    0
13    762   138   139  0.026761  {0,1,0}     24    1
115   762     6    27  0.154948  {0,2,0}     32    0
127   764    95    96  0.836636  {0,1,0}     29    1
39    770    43    46  0.739942  {0,1,0}     25    1
16    771    42    43  0.278362  {1,0,0}     30    1
5     782    81    89  0.049598  {0,2,0}     24    1
86    784   222   223  0.564834  {0,1,1}     28    1
9     790   196   197  0.894777  {1,0,0}     35    1
28    813   167   168  0.411215  {0,2,0}     38    1
0     836   240   242  0.140718  {1,1,0}     39    1
54    836   205   207  0.564606  {0,2,0}     39    0
71    863     5     6  0.100581  {0,3,0}     36    1
70    864   122   124  0.399305  {0,2,0}     33    0
40    865   191   195  0.388989  {0,2,0}     36    1
109   870    90    92  0.308545  {1,0,0}     38    1
93    872    92    93  0.489772  {1,0,0}     32    1
14    884     3     4  0.253722  {1,0,0}     21    1
111   892   115   116  0.623717  {0,3,0}     29    1
65    930    90    91  0.724884  {1,1,0}     33    1
46    943   156   162  0.997925  {0,2,0}     30    1
49    945   217   218  0.093950  {0,2,0}     39    0
58    949   101   112  0.512572  {1,1,0}     39    1
56    951   196   197  0.373824  {1,1,0}     34    1
41    959   194   242  0.734338  {0,2,0}     28    1
123   961    11    42  0.949456  {0,3,0}     21    0
116   963    66    92  0.150816  {1,1,0}     23    1
80    964   125   150  0.385477  {0,2,0}     37    1
20    974    43    44  0.243318  {0,2,0}     39    1
77    979   190   191  0.401075  {0,2,0}     30    0
66    980   174   182  0.388161  {1,1,0}     36    1
59    987   240   241  0.151270  {0,2,0}     36    0
106   996   205   207  0.074090  {0,3,0}     39    0
47   1002   113   115  0.191388  {0,1,0}     38    1
42   1007    73    74  0.769136  {1,1,0}     40    1
101  1017    78    82  0.180161  {0,2,0}     31    0
12   1020   228   229  0.324502  {0,1,0}     35    0
120  1029   117   119  0.483315  {0,3,0}     35    1
118  1029    50    53  0.640053  {1,0,0}     37    1
2    1038    95    99  0.697887  {1,0,0}     32    1
105  1038    91    92  0.929122  {0,1,0}     32    1
48   1062   244   253  0.208665  {0,0,1}     32    1
53   1065   220   221  0.108287  {0,2,0}     30    1
32   1066   244   245  0.751721  {0,2,0}     33    0
21   1066    13    14  0.062004  {1,0,0}     32    1
107  1077    42    43  0.980391  {1,0,0}     34    1
24   1080    97   112  0.569928  {0,3,0}     28    1
18   1085    26    28  0.974596  {0,3,0}     38    0
110  1116   246   247  0.556368  {0,1,0}     22    0
29   1123   180   181  0.568916  {0,3,0}     27    1
34   1125    82    83  0.616475  {0,3,0}     35    1
38   1127    24    25  0.747115  {0,1,0}     25    1
96   1137   151   152  0.416096  {0,1,0}     22    0
113  1150   107   108  0.384222  {0,1,0}     29    0
79   1166   103   104  0.485324  {0,1,0}     27    1
85   1175   102   111  0.841884  {0,3,0}     25    0
84   1191    87    88  0.194195  {0,1,1}     39    1
35   1217   104   114  0.230626  {0,2,0}     21    1
92   1229     9    34  0.816978  {1,1,0}     40    1
50   1232   200   201  0.442327  {0,1,0}     38    1
8    1241    47    48  0.676628  {1,1,0}     20    1
62   1250     7     8  0.042122  {0,1,1}     32    1
90   1255   153   154  0.675803  {0,2,0}     23    1
26   1287   170   174  0.447354  {0,1,0}     32    1
6    1287   217   218  0.859235  {0,3,0}     37    1
97   1307   131   132  0.844427  {0,1,0}     36    0
33   1314    60    68  0.039180  {0,1,0}     32    0
68   1326   200   201  0.126978  {0,2,0}     34    1
124  1341   210   211  0.553852  {0,1,0}     38    0
112  1403    53    55  0.897427  {0,1,0}     35    1
51   1411   143   144  0.465314  {1,1,0}     40    1
89   1423    56    57  0.172984  {0,2,0}     39    0
