map EGL-G2-D
fac 5 10 {0,123,79,50,153}
hosp 1 {0}
n_ALS 5 1 {2:0,2:79,1:153}
n_BLS 25 1 {5:0,7:123,5:79,5:50,3:153}
n_CLS 6 0 {2:0,2:79,1:50,1:153}
      c_m  head  tail      c_af      c_d  c_tau  c_h
65     12   227   233  0.115287  {1,0,0}     28    1
49     23    90    91  0.421004  {1,0,0}     24    1
102    26   194   242  0.799140  {0,1,0}     24    0
122    45   252   253  0.173909  {1,1,0}     31    1
96     58   162   163  0.464946  {0,3,0}     29    0
114   139   244   245  0.531606  {1,0,0}     20    1
94    158   151   152  0.485589  {0,2,0}     37    1
118   159   146   147  0.818179  {1,0,0}     37    1
45    228   175   177  0.055713  {0,1,1}     24    1
37    281    27    28  0.215540  {1,0,0}     32    1
68    342    19    25  0.675474  {0,1,0}     34    1
72    346   119   120  0.104769  {0,1,0}     39    1
10    362    96    98  0.790269  {0,1,0}     29    0
54    365    32    33  0.576278  {1,0,0}     38    1
100   367   130   137  0.274276  {0,3,0}     21    1
57    375   203   204  0.247612  {1,0,0}     29    1
6     382    82    83  0.029016  {0,1,0}     25    0
8     385    68    69  0.110369  {0,1,0}     23    0
60    394   213   214  0.971809  {1,3,0}     29    1
1     418   245   247  0.472308  {0,1,0}     23    0
119   426   234   235  0.113393  {1,1,0}     40    1
32    427   156   157  0.402852  {0,1,1}     32    1
92    430    47    48  0.444096  {0,1,0}     26    0
75    457    65    66  0.644484  {0,3,0}     30    0
111   462     5     6  0.926576  {0,2,0}     39    1
83    478   170   171  0.729813  {1,1,0}     40    1
47    483   180   181  0.920853  {1,0,0}     30    1
22    581    74    76  0.888829  {0,1,0}     40    0
44    581    53    55  0.799783  {1,0,0}     29    1
85    581    18    20  0.813963  {0,1,0}     37    0
17    582    15    17  0.448420  {0,2,0}     24    0
43    587   117   118  0.190671  {0,0,1}     40    1
16    596   133   134  0.535063  {0,2,0}     27    1
116   596     5    23  0.813159  {1,0,0}     24    0
77    606    31    32  0.931174  {0,2,0}     35    0
9     607    66    93  0.835241  {0,0,1}     32    1
76    642   133   134  0.560152  {1,0,0}     34    1
15    655   179   183  0.616792  {1,1,0}     36    1
48    662   166   178  0.141850  {0,2,0}     40    1
20    682    86    87  0.856572  {1,0,0}     34    1
36    687   130   131  0.462785  {0,0,1}     32    0
80    721    89    90  0.559566  {0,1,0}     26    0
69    722   197   199  0.572463  {0,3,0}     33    0
67    731    40    41  0.788174  {0,2,0}     39    1
