map EGL-G2-E
fac 5 10 {0,7,62,226,14}
hosp 1 {0}
n_ALS 9 1 {2:0,1:7,2:62,2:226,2:14}
n_BLS 16 1 {4:0,2:7,4:62,3:226,3:14}
n_CLS 6 0 {2:7,2:62,2:226}
      c_m  head  tail      c_af      c_d  c_tau  c_h
20      2    50    53  0.607454  {1,1,0}     31    1
22     12    49    50  0.314205  {0,1,0}     22    0
67     20   161   165  0.977450  {1,1,0}     23    1
11     32   223   224  0.533911  {0,1,1}     21    1
7      39   197   200  0.026022  {0,2,0}     21    0
10     40   167   168  0.213019  {1,0,0}     22    1
79     52   251   252  0.523183  {1,0,0}     24    1
33     58    66    67  0.235078  {0,2,0}     31    1
59     86   161   165  0.945154  {1,1,0}     23    1
53    106   131   132  0.127887  {1,1,0}     24    1
47    119    90    91  0.198344  {0,0,1}     20    0
95    121    49    56  0.652685  {0,2,0}     26    1
30    133   227   229  0.496267  {0,2,0}     23    1
66    140   246   247  0.148999  {0,2,0}     27    0
4     199   208   210  0.746194  {1,1,0}     36    1
106   208   159   161  0.493055  {0,1,0}     25    0
97    218    11    42  0.508866  {0,2,0}     33    0
74    223   113   114  0.638889  {1,0,0}     32    0
124   307    86    87  0.796641  {0,2,0}     38    0
111   390    32    33  0.671137  {1,1,0}     20    1
60    413   218   250  0.321626  {0,1,0}     21    0
56    414   197   199  0.897812  {0,1,0}     40    1
39    422   104   114  0.826459  {0,3,0}     21    1
63    423    58    59  0.809697  {0,2,0}     37    1
121   425   221   222  0.916236  {1,0,0}     37    1
19    439   176   177  0.588867  {0,3,0}     28    1
8     448   102   103  0.481844  {0,1,0}     32    0
16    448   148   149  0.126061  {0,2,0}     23    0
38    449    68    69  0.134492  {1,0,0}     29    1
48    455   161   165  0.234011  {0,2,0}     37    0
36    474    54    58  0.268605  {0,2,0}     28    1
88    491   204   205  0.760721  {0,1,0}     37    0
119   500    67    68  0.870829  {0,1,0}     39    1
92    503    96    98  0.193410  {1,0,0}     30    1
32    517    56    57  0.585809  {0,1,0}     27    1
107   518   138   139  0.971672  {0,3,0}     28    0
24    521   219   220  0.123525  {0,1,1}     34    0
99    533    76    78  0.115650  {0,3,0}     32    1
112   544   103   111  0.424637  {1,0,0}     33    1
9     560   152   153  0.657041  {0,1,0}     36    0
90    564    76    77  0.553454  {0,3,0}     28    0
65    567   248   249  0.905837  {0,2,0}     23    0
114   572     3    23  0.950763  {0,3,0}     21    0
64    572     3    15  0.085426  {0,3,0}     28    1
61    583   137   138  0.220979  {0,1,1}     31    1
12    589   175   176  0.703847  {0,1,0}     35    0
82    593    97   115  0.431035  {0,0,1}     22    1
45    612   109   110  0.852053  {0,2,0}     25    0
76    615   121   155  0.858042  {0,3,0}     20    1
37    632   202   203  0.010653  {0,3,0}     23    0
118   635   213   214  0.199038  {1,1,0}     36    1
122   636   126   127  0.832333  {0,0,1}     28    0
69    636     8     9  0.993071  {1,0,0}     33    1
31    639   129   138  0.725100  {1,3,0}     21    1
27    649   104   105  0.477007  {1,1,0}     36    1
83    657   178   179  0.388667  {0,2,0}     26    1
98    674   226   229  0.684689  {1,1,0}     37    1
94    682   234   239  0.279073  {1,1,0}     40    1
96    700   109   110  0.950599  {0,1,0}     40    0
115   722   196   197  0.396771  {0,2,0}     40    0
13    747   157   163  0.172231  {1,1,0}     25    1
104   755   115   116  0.158305  {0,1,0}     27    1
117   763   124   125  0.131013  {0,0,1}     35    0
110   769   113   115  0.378061  {0,1,0}     20    1
54    777   104   105  0.780565  {0,2,0}     26    0
26    794   176   177  0.162624  {0,3,0}     34    1
35    807   218   250  0.622713  {0,2,0}     32    1
50    816    14    15  0.802781  {0,2,0}     26    0
