map EGL-G1-B
fac 5 10 {0,198,154,215,185}
hosp 2 {0,39}
n_ALS 7 1 {2:198,1:154,1:215,3:185}
n_BLS 16 1 {4:198,5:154,3:215,4:185}
n_CLS 9 0 {2:198,3:154,4:215}
      c_m  head  tail      c_af      c_d  c_tau  c_h
49     13   139   141  0.772149  {1,1,0}     23    1
1      31   119   161  0.791597  {1,0,0}     40    1
3      34    24    25  0.111740  {1,0,0}     34    1
19     39    37    74  0.980720  {1,1,0}     40    1
26     79   226   231  0.950644  {0,3,0}     27    1
108   221     1    12  0.765609  {0,1,0}     37    0
30    223   152   153  0.811177  {0,1,0}     37    0
86    224   225   226  0.098247  {0,2,0}     32    0
61    265   146   147  0.164420  {0,1,0}     39    1
74    313    77    81  0.465370  {0,1,1}     21    0
99    320   100   111  0.099158  {0,1,0}     29    0
98    346    17    22  0.287842  {0,1,0}     27    1
125   375    78    79  0.484802  {1,1,0}     35    1
124   385    70    71  0.918336  {1,0,0}     24    1
9     424   163   168  0.017301  {1,0,0}     22    1
50    425   140   141  0.507545  {0,2,0}     27    1
32    435   246   247  0.547542  {0,1,0}     28    1
104   436   245   246  0.568934  {0,2,0}     23    0
93    440    65    91  0.267790  {0,1,0}     21    1
56    503   105   117  0.619451  {0,2,0}     36    1
95    534    50    51  0.876822  {1,0,0}     33    1
127   543   127   138  0.948230  {0,3,0}     38    0
111   543   196   197  0.367922  {0,2,0}     21    1
6     544     3    23  0.308591  {1,0,0}     27    1
106   561   125   126  0.878641  {0,2,0}     24    1
14    561    82    83  0.421247  {1,0,0}     36    1
55    568    69    78  0.964955  {0,1,0}     32    0
58    577    26    28  0.162712  {0,3,0}     20    0
119   592    40    41  0.539139  {0,1,0}     33    1
115   593   158   159  0.879795  {0,3,0}     28    1
105   609    53    55  0.426422  {0,2,0}     34    1
114   624   103   104  0.922726  {1,0,0}     24    1
96    638   130   131  0.850359  {0,2,0}     28    0
107   641   165   174  0.874076  {0,2,0}     37    0
12    642     8     9  0.542000  {0,2,0}     33    0
31    661   166   167  0.740762  {0,1,0}     29    1
62    711    37    74  0.432715  {0,2,0}     20    1
123   715    51    52  0.984231  {1,0,0}     36    1
109   717   198   199  0.822363  {0,2,0}     34    1
73    719    50    53  0.535314  {0,3,0}     33    1
18    738   169   173  0.458919  {0,1,0}     23    0
91    741    39    40  0.491223  {0,3,0}     37    0
52    742   139   141  0.860797  {1,0,0}     24    1
72    754   241   242  0.996740  {0,1,0}     28    0
