map EGL-G2-A
fac 5 10 {0,15,216,75,141}
hosp 2 {0,169}
n_ALS 10 1 {2:15,3:216,2:75,3:141}
n_BLS 15 1 {3:15,2:216,3:75,7:141}
n_CLS 7 0 {1:0,2:15,4:75}
      c_m  head  tail      c_af      c_d  c_tau  c_h
1       8    59    60  0.823329  {0,2,0}     36    1
86     13    49    50  0.782104  {1,1,0}     22    1
43     24    63    65  0.087967  {0,3,0}     38    1
57     26    99   100  0.022630  {1,0,0}     25    1
107    41    71    73  0.830547  {0,3,0}     31    1
77     46   174   182  0.508480  {1,0,0}     34    1
96     67   181   182  0.566515  {0,1,1}     40    1
91     95   161   164  0.816900  {0,0,1}     32    0
71    109   201   203  0.450672  {0,2,0}     27    1
30    117   118   119  0.834298  {1,1,0}     35    1
32    144    21    35  0.480336  {0,1,0}     38    1
18    158    78    79  0.016508  {1,0,0}     36    1
11    185   175   176  0.831544  {0,0,1}     27    0
4     215   228   230  0.025130  {0,0,1}     35    0
127   218   234   239  0.207528  {0,2,0}     30    1
16    283    27    28  0.064441  {0,2,0}     39    1
105   323    32    34  0.934689  {0,0,1}     32    1
41    339   249   252  0.676420  {1,3,0}     39    1
20    361    12    16  0.571398  {0,1,1}     23    1
3     363    92    93  0.998222  {0,1,0}     34    1
25    365   249   250  0.774867  {0,3,0}     34    1
82    380   154   158  0.978826  {0,2,0}     30    1
76    396    15    17  0.798512  {0,2,0}     26    1
99    412    54    55  0.301789  {1,0,0}     28    0
62    418   133   134  0.773412  {0,2,0}     27    1
53    448   192   193  0.189494  {0,3,0}     20    1
31    466     6     7  0.848044  {0,1,0}     32    1
123   470   113   114  0.441571  {0,3,0}     35    1
42    482   251   252  0.304258  {0,1,0}     20    0
73    495    72    73  0.666005  {0,3,0}     23    0
55    498   245   246  0.927249  {0,3,0}     32    1
35    505   205   207  0.186961  {0,1,0}     26    1
121   516   234   235  0.164927  {0,2,0}     22    0
63    548    96    98  0.772180  {0,1,0}     37    1
112   571    67    69  0.841738  {1,0,0}     39    1
34    576    15    17  0.432349  {1,0,0}     37    1
120   587   105   107  0.025629  {0,3,0}     34    0
28    599   245   246  0.915885  {0,3,0}     27    1
14    621   210   215  0.531053  {1,1,0}     28    1
61    629   117   121  0.677433  {1,0,0}     38    1
64    631   219   220  0.340912  {1,1,0}     36    1
97    648   233   254  0.460485  {0,2,0}     27    1
59    652    50    53  0.424575  {1,1,0}     26    1
66    666   132   133  0.566461  {0,1,1}     29    0
65    667     2     3  0.579352  {0,0,1}     25    1
6     693    85   101  0.360106  {0,1,1}     23    0
87    694     5    23  0.813954  {0,2,0}     28    0
115   703   151   152  0.514103  {0,1,0}     40    0
60    718   193   194  0.021562  {0,2,0}     22    1
90    723   128   129  0.772237  {1,1,0}     30    1
88    728   252   253  0.271420  {0,1,1}     37    1
