map EGL-G1-B
fac 5 10 {0,153,52,151,81}
hosp 1 {0}
n_ALS 5 1 {1:153,1:52,3:151}
n_BLS 22 1 {4:0,4:153,7:52,3:151,4:81}
n_CLS 9 0 {1:0,2:52,2:151,4:81}
      c_m  head  tail      c_af      c_d  c_tau  c_h
113     0   212   243  0.799161  {1,1,0}     32    1
16      8   127   138  0.095852  {0,3,0}     22    1
86     23    67    68  0.952935  {1,1,0}     39    1
102    30    32    33  0.031787  {1,1,0}     21    1
1      39   129   130  0.919522  {0,2,0}     35    0
63     59   210   212  0.182795  {1,0,0}     24    1
37    118    73    75  0.597605  {1,1,0}     25    1
88    132   198   199  0.076238  {0,2,0}     24    1
33    144   118   119  0.585212  {0,3,0}     38    1
61    171   174   176  0.018534  {1,1,0}     33    1
110   189    19    20  0.343866  {0,2,0}     23    1
92    239    53    54  0.926435  {0,3,0}     37    1
114   297    24    25  0.552560  {0,1,0}     38    0
32    337   137   138  0.032833  {0,1,0}     36    0
38    341   199   201  0.950377  {0,1,0}     32    0
103   351    16    17  0.398254  {0,1,0}     34    1
2     362   189   190  0.147213  {1,0,0}     31    1
19    376    14    15  0.439684  {0,2,0}     34    0
121   387   231   236  0.669674  {0,0,1}     21    0
26    421   211   212  0.322430  {0,3,0}     31    1
75    428    92    93  0.809831  {0,0,1}     27    1
25    433    98    99  0.464766  {0,2,0}     20    0
35    442   203   210  0.145347  {0,3,0}     20    0
106   476    24    26  0.329918  {0,3,0}     31    1
29    488    80    88  0.951169  {0,1,0}     29    1
57    498    16    18  0.963017  {0,1,0}     34    0
60    500   135   136  0.701911  {0,1,0}     27    1
95    506   151   152  0.878129  {0,2,0}     36    0
74    510     0     1  0.754059  {0,1,0}     33    0
116   521   119   161  0.450118  {0,1,0}     38    1
73    532   117   118  0.488102  {1,1,0}     36    1
119   532   238   240  0.554560  {0,1,0}     33    0
66    540    45    64  0.646241  {0,2,0}     29    0
34    548     9    10  0.798196  {0,2,0}     31    1
11    584    41    51  0.627528  {0,1,0}     37    1
62    600    66    67  0.922723  {0,1,0}     38    1
54    618   158   159  0.284719  {0,3,0}     29    0
41    625    66    68  0.212955  {0,1,0}     38    1
123   629    48    49  0.738553  {1,0,0}     30    1
80    630     4    22  0.937890  {1,1,0}     32    1
55    647   196   197  0.493692  {0,1,0}     21    1
9     660   244   245  0.019699  {1,0,0}     33    1
70    677    34    41  0.620339  {0,2,0}     33    1
51    687   135   145  0.638986  {0,2,0}     23    1
108   721    98    99  0.913843  {0,1,0}     35    1
105   736   203   210  0.090198  {1,0,0}     34    1
6     740    90    91  0.636514  {1,0,0}     37    1
59    742   242   243  0.925762  {0,1,0}     20    1
94    748   173   181  0.577980  {1,1,0}     22    1
84    749   100   101  0.210448  {0,2,0}     22    1
23    754    89    91  0.531882  {0,2,0}     29    1
85    771    94    95  0.669643  {0,2,0}     21    0
118   779     0     1  0.704210  {0,3,0}     28    1
0     782    78    79  0.709649  {0,1,1}     38    0
18    786   193   194  0.932954  {1,1,0}     28    1
45    795   152   153  0.448129  {0,1,0}     38    0
14    798     1    12  0.575420  {0,2,0}     38    0
79    809    30    33  0.161108  {1,1,0}     26    1
100   816   115   116  0.543014  {0,2,0}     31    1
24    817    40    41  0.640321  {1,0,0}     26    1
43    822    15    17  0.698299  {1,0,0}     36    1
49    833    63    64  0.181655  {0,1,1}     36    1
82    834    77    78  0.714404  {1,0,0}     40    1
71    837    65    66  0.508460  {1,1,0}     24    1
77    838   176   180  0.310724  {0,1,0}     39    1
90    839    20    21  0.442939  {0,2,0}     28    1
115   840   105   117  0.429424  {0,3,0}     40    1
53    856   207   208  0.551558  {0,2,0}     28    1
46    869    30    33  0.160021  {1,0,0}     25    1
76    875   119   161  0.864636  {0,1,0}     29    1
5     881   220   222  0.766862  {0,3,0}     29    0
27    885    50    53  0.726933  {0,1,0}     22    1
