map EGL-G2-C
fac 5 10 {0,239,91,149,128}
hosp 1 {0}
n_ALS 8 1 {1:0,3:239,4:128}
n_BLS 23 1 {3:0,7:239,3:91,4:149,6:128}
n_CLS 10 0 {1:0,4:91,5:149}
      c_m  head  tail      c_af      c_d  c_tau  c_h
40      1    22    24  0.502969  {0,2,0}     21    1
124    12    46    47  0.362705  {0,1,0}     25    1
26     91   204   205  0.072398  {0,1,0}     32    0
15    102   184   188  0.648435  {1,1,0}     38    1
42    112    26    28  0.372158  {0,2,0}     37    1
39    142    22    24  0.132776  {0,1,0}     31    0
74    143   240   242  0.448053  {0,0,1}     30    1
31    148    83    84  0.905530  {0,2,0}     36    1
72    221   103   104  0.772896  {0,3,0}     36    0
73    224   140   142  0.957438  {1,1,0}     29    1
30    234   156   157  0.559016  {0,1,0}     32    1
8     245   142   143  0.780519  {0,0,1}     27    1
101   310     9    34  0.650347  {0,2,0}     30    1
19    330   103   111  0.034333  {0,1,0}     33    1
111   340   226   229  0.057866  {1,0,0}     21    1
97    388   136   146  0.795138  {1,1,0}     26    1
108   403    41    51  0.126242  {0,2,0}     34    0
21    403   124   125  0.805267  {0,1,0}     31    0
36    442   148   149  0.436665  {0,1,0}     35    1
99    457    92    93  0.128170  {0,2,0}     35    1
45    466    97   112  0.140233  {0,2,0}     32    1
114   473   162   163  0.539073  {0,2,0}     32    0
48    494    61    65  0.411323  {1,1,0}     20    1
66    499    39    40  0.991724  {0,0,1}     30    1
62    509   250   251  0.877726  {0,3,0}     21    0
27    536     3     4  0.822811  {1,0,0}     26    1
121   543   192   194  0.628704  {0,1,1}     21    1
103   552   203   204  0.508873  {0,2,0}     29    1
69    553   131   132  0.508226  {1,0,0}     32    1
118   557    59    60  0.334398  {0,0,1}     30    1
51    566   115   116  0.357046  {0,2,0}     34    0
29    578   136   137  0.162846  {0,1,0}     33    1
87    582    41    51  0.268896  {0,2,0}     31    1
112   587   233   254  0.970509  {0,2,0}     40    1
71    592   252   253  0.484544  {1,0,0}     31    1
55    593    93    94  0.387049  {0,3,0}     21    1
17    597   220   221  0.305343  {0,3,0}     32    1
35    608   200   201  0.012479  {1,1,0}     23    1
84    613   177   181  0.798361  {0,1,1}     31    1
95    614    61    65  0.790283  {0,2,0}     21    0
116   632    85   101  0.018699  {0,1,0}     36    1
38    632    31    38  0.723583  {1,1,0}     30    1
20    646   195   196  0.248634  {1,0,0}     21    1
53    647   156   157  0.998083  {0,1,0}     27    0
98    649   133   135  0.771598  {0,1,0}     36    1
22    669   116   117  0.325953  {0,1,0}     36    1
85    669    66    92  0.177568  {0,0,1}     31    0
80    670    71    73  0.472122  {0,2,0}     26    1
70    671   228   230  0.520257  {0,2,0}     23    0
7     675   104   114  0.537590  {1,0,0}     20    1
113   680    41    51  0.080113  {0,2,0}     24    1
16    681   253   254  0.277631  {0,1,0}     26    0
102   690   225   228  0.511935  {0,3,0}     38    1
6     694   237   238  0.510330  {0,3,0}     24    0
50    696   190   191  0.280375  {0,2,0}     21    0
3     702    65    66  0.856402  {0,2,0}     20    1
107   713   108   109  0.114517  {0,2,0}     31    0
123   720    83    84  0.290965  {1,1,0}     25    1
1     723    12    16  0.943303  {0,3,0}     29    1
9     729   210   211  0.935997  {1,1,0}     40    1
109   732   222   223  0.090896  {1,0,0}     27    1
78    738   146   147  0.631213  {1,1,0}     34    1
81    754    76    78  0.822654  {0,1,0}     28    1
126   757   121   155  0.973903  {1,1,0}     31    1
63    780    53    55  0.954688  {0,2,0}     24    0
25    782    79    80  0.796978  {0,3,0}     21    1
64    789    19    20  0.331903  {0,1,0}     38    1
76    799   226   251  0.043023  {1,1,0}     30    1
86    807   193   194  0.969965  {1,0,0}     38    1
60    809   240   242  0.199592  {1,0,0}     32    1
10    829   125   150  0.874330  {1,0,0}     27    1
119   836   133   135  0.490204  {0,2,0}     26    0
125   838   152   153  0.977791  {1,0,0}     29    1
33    882   140   141  0.514830  {0,1,1}     39    0
4     894   250   251  0.469734  {1,3,0}     35    1
75    896    97    98  0.694978  {0,1,1}     36    0
46    899   120   162  0.156591  {0,2,0}     35    1
24    899   227   229  0.967442  {0,1,0}     36    1
115   901    96    98  0.944965  {1,1,0}     24    1
23    906   236   237  0.799856  {0,1,0}     30    0
34    917   217   219  0.110832  {0,1,0}     21    0
43    919    90    91  0.524553  {1,1,0}     27    1
13    928    71    73  0.859778  {0,0,1}     29    0
127   946   218   225  0.531516  {0,3,0}     33    0
96    949   218   225  0.430862  {1,1,0}     29    1
88    950   154   157  0.925157  {0,0,1}     29    1
106   959   205   207  0.701628  {0,3,0}     26    1
14    963    98   127  0.006445  {0,1,0}     26    1
91    985    12    16  0.707674  {1,0,0}     34    1
58    991    36    38  0.593498  {0,1,0}     22    1
11   1002    71    72  0.010282  {0,1,0}     32    1
56   1005   163   167  0.217385  {0,1,1}     20    0
77   1013   193   194  0.978553  {0,1,1}     28    1
68   1024     9    34  0.554119  {1,1,0}     34    1
49   1035   121   155  0.222949  {0,1,0}     40    1
59   1037   111   114  0.382163  {0,2,0}     31    1
61   1062   243   245  0.701105  {0,1,1}     22    1
120  1064    97    98  0.968262  {0,3,0}     21    1
100  1068   228   230  0.801458  {0,3,0}     35    1
0    1071   217   218  0.667400  {0,2,0}     30    0
83   1082    23    87  0.954628  {0,1,0}     34    0
79   1092    42    43  0.901061  {0,1,0}     22    0
57   1095    54    55  0.668073  {0,1,0}     22    1
37   1104    69    70  0.437388  {0,1,1}     37    1
110  1107    90    92  0.880334  {0,3,0}     39    1
94   1122   178   185  0.720198  {0,1,1}     21    0
65   1132    66    93  0.414623  {0,3,0}     22    1
82   1136     4    22  0.987121  {0,0,1}     22    1
93   1137   115   116  0.495789  {1,0,0}     38    1
5    1140   152   153  0.633606  {1,0,0}     38    1
89   1144    15    17  0.708596  {0,1,0}     22    0
104  1178     7    30  0.416590  {1,0,0}     31    1
47   1179   129   130  0.987726  {0,1,0}     33    1
92   1195    78    82  0.562219  {0,2,0}     38    0
90   1195   201   202  0.854090  {0,3,0}     33    1
12   1201   197   199  0.325896  {1,1,0}     25    1
32   1204   141   142  0.954264  {0,1,0}     37    0
41   1218   227   233  0.036142  {0,3,0}     29    0
28   1218   226   227  0.079635  {1,0,0}     26    1
2    1290    43    44  0.454371  {0,3,0}     37    0
52   1322   199   200  0.558324  {1,1,0}     21    1
67   1354   155   156  0.384610  {0,2,0}     24    1
54   1386   196   197  0.373407  {1,1,0}     28    1
105  1395    90    91  0.970609  {1,1,0}     32    1
122  1400    95    99  0.090136  {0,2,0}     33    0
