map EGL-G2-C
fac 5 10 {0,138,30,82,172}
hosp 3 {0,19,249}
n_ALS 5 1 {2:0,1:138,1:82,1:172}
n_BLS 16 1 {5:0,3:138,2:30,2:82,4:172}
n_CLS 7 0 {1:138,1:30,2:82,3:172}
      c_m  head  tail      c_af      c_d  c_tau  c_h
80     17    60    68  0.755573  {0,1,0}     40    1
78     44   197   199  0.500342  {0,2,0}     33    1
79     52   130   137  0.020366  {0,2,0}     26    1
127    53   154   157  0.093616  {1,0,0}     32    1
118    96    63    65  0.290791  {0,1,0}     23    1
57    123   237   238  0.239589  {1,0,0}     27    1
87    144   215   221  0.916206  {0,2,0}     35    1
83    147   246   247  0.361232  {0,3,0}     27    1
82    180    95    96  0.292438  {0,3,0}     37    1
89    196    41    51  0.220488  {0,2,0}     29    1
14    222   164   169  0.626398  {0,2,0}     36    0
7     250    53    54  0.072516  {1,0,0}     28    1
113   254   218   250  0.240168  {0,1,0}     36    1
81    286   128   129  0.332269  {0,2,0}     39    0
109   287    13    14  0.763787  {0,2,0}     35    1
96    287   171   172  0.716371  {1,0,0}     35    1
67    301   199   200  0.719855  {0,2,0}     23    1
99    305    12    16  0.211695  {0,3,0}     25    0
17    312   105   106  0.601699  {1,1,0}     21    1
65    336    95    96  0.626252  {0,3,0}     37    1
41    376    89    97  0.925090  {0,2,0}     25    1
105   386   161   165  0.786234  {0,3,0}     35    0
72    427    28    29  0.843511  {1,0,0}     34    1
119   433    67    68  0.125789  {1,1,0}     25    1
62    438   252   253  0.081341  {0,1,0}     23    0
45    439    27    30  0.841338  {0,3,0}     36    1
61    453    43    45  0.254493  {1,0,0}     38    1
25    470   219   220  0.742771  {1,0,0}     33    1
2     471   102   111  0.436429  {1,0,0}     28    0
0     486   247   249  0.632474  {0,2,0}     25    1
56    490   235   236  0.962172  {1,0,0}     20    1
60    494     0     1  0.249372  {0,1,0}     39    1
21    503   139   140  0.127400  {0,2,0}     30    1
55    513   226   251  0.772976  {1,1,0}     28    1
100   526   228   230  0.479689  {0,2,0}     33    1
70    528    36    38  0.708485  {0,1,0}     25    0
104   540   218   250  0.739274  {0,3,0}     31    1
10    543   151   153  0.429826  {1,2,0}     24    1
92    551    94    95  0.408135  {0,2,0}     21    1
102   572   240   241  0.543029  {0,2,0}     24    1
4     590   225   226  0.127492  {1,0,0}     23    1
88    601    97   115  0.748861  {0,2,0}     21    1
124   603    49    56  0.116476  {0,1,0}     36    0
16    606   116   123  0.756033  {1,1,0}     35    1
101   608   135   147  0.056513  {0,2,0}     20    0
11    612    50    52  0.686806  {0,2,0}     37    1
86    621   159   160  0.409059  {1,0,0}     31    1
122   621    37    75  0.741624  {0,2,0}     21    1
30    630   180   181  0.051402  {0,1,0}     37    1
111   638    92    93  0.224788  {0,2,0}     29    0
13    641     4    22  0.328334  {0,0,1}     36    0
120   658    18    20  0.700454  {0,1,0}     26    0
77    674    50    52  0.099629  {0,1,1}     33    1
28    704    10    41  0.686553  {1,0,0}     20    1
49    716   130   131  0.195927  {0,3,0}     29    1
23    723   154   158  0.905753  {0,2,0}     20    1
38    738   178   185  0.351602  {0,1,0}     40    0
19    740   159   161  0.626887  {0,0,1}     34    1
85    743   213   215  0.038410  {0,1,0}     37    0
66    744   122   124  0.276325  {1,1,0}     25    1
107   748     2     3  0.811787  {0,1,0}     37    1
108   751   166   175  0.276611  {0,2,0}     29    1
95    756    36    37  0.762039  {0,1,0}     22    1
91    759    93    94  0.446374  {0,1,0}     30    1
40    762    31    32  0.811697  {0,3,0}     29    1
36    794   213   215  0.183858  {1,0,0}     36    0
32    814   233   234  0.998872  {0,2,0}     20    0
27    832    79    80  0.935173  {0,2,0}     20    0
76    854    99   131  0.747991  {0,1,0}     40    1
43    871   104   114  0.864493  {1,1,0}     37    1
6     886    79    80  0.561846  {0,1,1}     29    1
42    902    32    33  0.295286  {1,0,0}     24    1
15    904   125   150  0.814458  {0,2,0}     22    1
50    910   109   110  0.020354  {0,3,0}     27    0
117   933   213   214  0.418840  {1,0,0}     40    1
26    937   206   207  0.765628  {0,0,1}     40    1
97    945   219   220  0.005063  {0,2,0}     32    0
103   945   193   194  0.288193  {0,1,0}     40    0
126   958     5     6  0.980024  {0,2,0}     38    1
20    959   148   149  0.375094  {1,0,0}     30    1
59    987   226   229  0.562519  {0,2,0}     38    1
52   1004    17    22  0.415662  {0,2,0}     22    1
5    1013   125   150  0.185206  {0,1,0}     34    0
110  1055   190   192  0.968383  {0,3,0}     23    1
68   1060    38    40  0.308941  {1,0,0}     26    1
115  1066    17    19  0.624368  {1,0,0}     25    1
1    1079   113   114  0.506438  {0,1,0}     38    1
54   1084   132   133  0.920241  {0,3,0}     22    0
75   1091    67    68  0.891873  {0,1,0}     39    1
121  1093   152   155  0.044777  {1,1,0}     25    1
90   1096    78    82  0.974485  {1,1,0}     29    1
12   1099   243   245  0.699816  {0,2,0}     20    1
48   1099   242   243  0.356410  {0,2,0}     33    0
39   1106     8     9  0.170708  {1,0,0}     21    1
53   1113    38    40  0.132943  {1,1,0}     28    1
98   1115   141   142  0.687850  {0,2,0}     23    1
123  1122   208   209  0.084692  {0,3,0}     29    1
64   1132    21    35  0.982359  {0,3,0}     32    0
34   1140    74    75  0.478460  {0,3,0}     20    1
46   1143   181   182  0.449362  {1,0,0}     38    1
106  1145     9    10  0.879274  {1,1,0}     26    1
58   1163    83    84  0.003509  {1,0,0}     39    1
114  1168   133   135  0.647627  {0,1,0}     39    1
94   1180   246   247  0.611922  {1,0,0}     33    1
8    1193    74    76  0.697714  {1,0,0}     24    1
74   1193   121   122  0.723033  {0,2,0}     33    1
116  1199    54    58  0.969402  {0,0,1}     32    0
71   1223   185   187  0.449444  {0,2,0}     40    1
35   1227   174   183  0.930582  {0,1,1}     24    1
73   1236    53    55  0.510401  {0,1,1}     20    1
24   1259    93    94  0.108705  {0,3,0}     37    1
63   1267   204   206  0.788218  {0,1,0}     39    1
29   1278   240   241  0.003826  {0,1,0}     40    0
33   1281   226   229  0.602293  {0,1,1}     35    1
47   1299   198   199  0.715472  {0,2,0}     29    0
22   1305   172   173  0.406497  {0,2,0}     32    0
44   1321    84    86  0.469018  {1,0,0}     23    1
3    1333   215   221  0.940087  {1,1,0}     40    1
18   1335    63    64  0.641012  {1,0,0}     29    1
69   1335     3    15  0.474453  {1,2,0}     35    1
51   1353   121   122  0.092238  {1,1,0}     27    1
112  1363   128   139  0.281696  {1,1,0}     28    1
84   1364    99   132  0.112976  {0,2,0}     33    1
125  1367    39    40  0.689325  {0,2,0}     27    1
93   1370   192   194  0.889965  {0,3,0}     28    1
37   1376   197   200  0.170205  {1,1,0}     34    1
9    1408   107   109  0.987650  {0,3,0}     40    0
31   1408    17    22  0.894757  {0,2,0}     20    0
