map EGL-G1-B
fac 5 10 {0,151,125,173,15}
hosp 2 {0,108}
n_ALS 6 1 {3:125,3:173}
n_BLS 16 1 {5:0,1:151,1:125,7:173,2:15}
n_CLS 5 0 {1:0,3:151,1:125}
      c_m  head  tail      c_af      c_d  c_tau  c_h
69     20   137   138  0.810676  {0,3,0}     35    0
86     32   157   159  0.075815  {1,0,0}     35    1
10     43   241   242  0.111872  {0,3,0}     23    1
13     85    50    53  0.746253  {0,2,0}     35    0
57    116     5     6  0.021166  {1,0,0}     33    1
115   116    23    86  0.747337  {1,0,0}     36    1
97    121   108   109  0.726033  {0,1,1}     33    0
18    123    12    16  0.977386  {0,2,0}     29    1
51    123   137   138  0.063134  {1,0,0}     21    1
110   203   228   230  0.866916  {1,1,0}     23    1
48    311   144   145  0.554511  {1,0,0}     36    0
79    333    67    68  0.805363  {0,2,0}     22    1
76    335    50    52  0.408701  {1,2,0}     36    1
120   345   222   225  0.523931  {0,1,1}     31    1
102   392   142   144  0.520688  {1,0,0}     40    1
66    403    37    74  0.266161  {0,1,0}     31    1
90    404    28    29  0.537855  {1,1,0}     34    1
122   414   225   248  0.210839  {0,0,1}     32    0
26    435    92    93  0.746693  {0,2,0}     35    1
98    441   140   149  0.177524  {0,1,0}     21    1
100   475    50    53  0.761817  {0,2,0}     28    1
118   482   165   166  0.915172  {1,1,0}     33    1
81    488   195   197  0.892216  {1,1,0}     23    1
41    491    50    51  0.379481  {0,2,0}     26    1
114   505    49    50  0.055090  {0,3,0}     27    0
95    510   196   203  0.872750  {0,2,0}     32    0
20    530   165   174  0.619048  {0,2,0}     22    0
84    534   184   185  0.575245  {1,0,0}     39    1
33    536    46    47  0.828220  {0,2,0}     21    0
36    543   122   123  0.069208  {0,3,0}     23    1
92    548   228   229  0.067431  {1,0,0}     32    1
43    554   206   207  0.509449  {1,0,0}     35    1
116   560   119   169  0.876821  {1,1,0}     27    1
78    568   110   113  0.004576  {0,2,0}     28    0
42    586    39    52  0.605106  {0,1,0}     29    1
94    587   189   241  0.115317  {1,1,0}     28    1
96    599     2     3  0.595979  {1,0,0}     23    1
47    599     1     2  0.981725  {1,0,0}     31    1
91    601   220   222  0.244305  {0,2,0}     40    1
35    608   103   113  0.610836  {0,1,1}     32    1
56    613   228   229  0.099226  {0,2,0}     21    1
53    627   189   241  0.455548  {0,0,1}     40    0
40    628   100   101  0.183898  {0,3,0}     31    1
112   648    84   100  0.594394  {0,1,1}     35    0
109   672   119   169  0.000004  {1,0,0}     36    1
8     673    24    26  0.334632  {0,1,1}     37    1
59    675     7     8  0.055199  {0,2,0}     25    0
67    693     2    14  0.819973  {0,1,0}     37    0
107   698    17    19  0.613126  {0,1,0}     21    0
93    705    97   126  0.436929  {0,1,0}     40    1
3     710     3     4  0.343498  {0,2,0}     28    0
85    713   136   137  0.799891  {0,1,1}     28    0
104   721   210   211  0.534588  {0,1,0}     33    0
89    734   112   113  0.537589  {1,0,0}     25    1
5     735   124   125  0.600794  {1,1,0}     30    1
108   755    48    49  0.474911  {1,0,0}     40    1
27    762   153   157  0.858946  {1,1,0}     38    1
80    775    69    78  0.802090  {0,2,0}     29    1
101   786   137   138  0.184636  {0,3,0}     29    0
127   789   191   193  0.363279  {1,0,0}     27    1
19    790   195   197  0.463436  {1,1,0}     26    1
63    791    23   170  0.635888  {1,0,0}     22    1
29    792   141   142  0.275578  {0,1,1}     38    1
28    811    28    29  0.332160  {0,3,0}     28    0
50    813   119   169  0.495203  {1,1,0}     21    1
1     814   202   204  0.061715  {0,1,1}     22    0
54    829    98   131  0.967452  {1,1,0}     40    1
44    831   240   241  0.761716  {0,3,0}     23    1
103   837    31    38  0.501608  {1,1,0}     34    1
105   844   244   245  0.869427  {0,2,0}     20    1
62    853   211   213  0.933952  {0,0,1}     24    0
38    882   101   102  0.134946  {0,1,0}     39    0
75    899   193   194  0.333557  {0,3,0}     40    1
71    903   156   160  0.781538  {1,1,0}     26    1
87    904   106   107  0.937709  {0,2,0}     30    1
7     910   151   154  0.171279  {0,2,0}     34    0
77    914   138   139  0.459668  {1,0,0}     24    0
25    916   127   128  0.756100  {0,1,0}     29    0
2     944   212   243  0.539437  {1,1,0}     28    1
24    944   232   234  0.458637  {1,1,0}     38    1
9     952   155   161  0.408652  {0,2,0}     33    1
39    957   152   153  0.959931  {0,2,0}     27    0
37    960   105   117  0.849262  {0,1,0}     24    1
88    974    10    41  0.095466  {0,2,0}     25    0
4     990     5    26  0.781568  {0,1,0}     32    1
11    994    65    92  0.560199  {0,0,1}     40    1
99    998   153   157  0.540626  {0,2,0}     38    0
31   1014    94    98  0.959817  {0,1,0}     25    1
70   1024   163   164  0.900027  {0,3,0}     27    1
68   1035     2     3  0.698113  {0,2,0}     27    1
121  1035   121   123  0.759724  {0,2,0}     31    0
21   1039   116   120  0.385471  {1,1,0}     32    1
60   1048   106   107  0.563580  {0,1,1}     34    0
124  1075   167   175  0.983128  {0,2,0}     37    0
123  1084   210   211  0.229858  {1,0,0}     27    1
113  1090   128   129  0.545279  {1,0,0}     27    1
73   1109   210   212  0.440135  {1,1,0}     40    1
14   1115   127   138  0.638597  {0,1,1}     33    1
46   1136   116   118  0.747461  {1,0,0}     21    0
15   1137   115   116  0.838337  {1,1,0}     39    1
64   1145   108   109  0.760780  {1,2,0}     22    1
106  1145   184   185  0.761866  {0,2,0}     21    1
12   1150    60    67  0.424007  {0,1,1}     23    1
74   1154    43    46  0.225626  {0,1,0}     36    1
83   1159   222   225  0.058594  {0,3,0}     22    0
52   1159   242   245  0.754840  {1,0,0}     29    1
72   1164   212   218  0.600602  {0,1,0}     24    1
117  1169   145   146  0.268296  {1,0,0}     28    1
6    1173    71    72  0.862183  {0,1,0}     37    1
22   1195   237   240  0.408888  {0,3,0}     33    0
16   1203    27    30  0.706527  {0,3,0}     33    0
17   1207   191   194  0.518055  {0,1,0}     37    1
111  1207   223   224  0.415641  {0,2,0}     40    1
126  1212   213   216  0.639880  {0,3,0}     38    0
65   1245    13    14  0.012898  {0,1,1}     39    0
55   1251    55    56  0.866985  {0,1,0}     36    1
61   1286   185   186  0.632306  {0,3,0}     21    1
30   1288   234   236  0.470684  {1,0,0}     34    1
58   1298   174   176  0.520028  {0,2,0}     31    1
82   1300   207   208  0.368183  {0,3,0}     22    0
45   1305     7    30  0.049407  {0,3,0}     20    1
119  1324    43    46  0.534480  {0,2,0}     36    1
49   1337    59    60  0.179110  {1,0,0}     31    1
32   1359    69    78  0.954378  {1,1,0}     32    0
34   1369   206   207  0.981782  {0,2,0}     24    0
0    1369   132   134  0.620379  {1,0,0}     29    1
125  1388    89    91  0.277675  {0,1,0}     20    1
23   1438    96    97  0.126767  {1,0,0}     21    1
