map EGL-G1-B
fac 5 10 {0,30,163,144,98}
hosp 3 {0,161,189}
n_ALS 10 1 {3:0,3:30,1:163,2:144,1:98}
n_BLS 20 1 {5:0,5:30,6:163,1:144,3:98}
n_CLS 8 0 {2:0,1:30,2:163,1:144,2:98}
      c_m  head  tail      c_af      c_d  c_tau  c_h
12     12    80    88  0.991009  {0,1,0}     25    0
79     16   100   111  0.615784  {1,1,0}     38    1
38     50   204   209  0.817745  {1,0,0}     20    1
103    79   110   113  0.292212  {0,2,0}     29    1
62     89   132   133  0.806842  {0,2,0}     25    1
32     98   150   151  0.048167  {0,3,0}     22    1
3     112   207   208  0.309670  {1,1,0}     20    1
61    134   246   248  0.489745  {1,1,0}     23    1
99    135   140   141  0.063858  {1,1,0}     20    1
63    141   202   203  0.521501  {1,1,0}     38    1
127   147   105   117  0.036063  {1,0,0}     39    1
106   166   197   198  0.205794  {0,2,0}     27    1
88    181   125   126  0.826656  {1,0,0}     27    1
2     221   165   166  0.529610  {0,2,0}     32    0
60    222   103   113  0.540191  {1,0,0}     34    1
13    227    37    74  0.523753  {1,1,0}     38    1
80    286    81    82  0.778777  {0,3,0}     20    0
104   302   107   108  0.097642  {0,2,0}     29    0
91    327     4     5  0.344058  {1,1,0}     30    1
113   338   198   200  0.663686  {0,1,0}     24    1
28    339   163   164  0.692090  {0,3,0}     32    0
36    339   179   180  0.165903  {0,1,0}     35    1
123   353   234   235  0.579475  {0,2,0}     34    1
84    406    85    86  0.231086  {0,1,1}     37    1
109   434   145   146  0.668814  {1,0,0}     37    1
21    437   232   233  0.521716  {0,0,1}     30    0
48    493    89    90  0.506934  {0,1,0}     21    1
100   499   144   145  0.950528  {1,1,0}     27    1
58    509    17    19  0.962850  {0,1,0}     27    1
11    513   116   117  0.819994  {0,3,0}     32    1
47    525    30    33  0.895796  {1,1,0}     28    1
125   535    96   114  0.430176  {0,1,0}     36    0
92    561   104   105  0.353100  {0,1,0}     21    1
76    586    29    30  0.529502  {0,3,0}     30    1
68    591   163   168  0.971314  {1,0,0}     33    1
101   593   222   225  0.532452  {0,2,0}     34    0
111   596   142   143  0.494469  {0,2,0}     31    0
72    611   196   203  0.135681  {0,1,0}     38    0
121   612    83    85  0.295912  {0,1,0}     35    0
95    614    69    78  0.378215  {1,1,0}     33    1
15    623    75    76  0.680259  {0,2,0}     25    1
37    637   178   179  0.481294  {1,1,0}     36    1
44    640   169   173  0.460348  {1,1,0}     38    1
31    656   126   127  0.826144  {0,0,1}     30    0
116   675   150   151  0.541562  {0,2,0}     37    1
56    675    29    31  0.436323  {1,0,0}     28    1
17    677    27    28  0.454821  {0,0,1}     22    1
77    689   174   175  0.500438  {0,0,1}     21    0
67    709   228   229  0.485092  {1,0,0}     30    1
89    712   162   167  0.310126  {0,3,0}     35    1
65    713   185   192  0.752271  {1,0,0}     22    1
86    714    54    58  0.689284  {0,2,0}     26    0
118   725    39    72  0.680244  {1,1,0}     36    1
57    730    56    57  0.385490  {1,0,0}     36    1
0     736    28    29  0.335501  {1,0,0}     34    1
35    736    98   131  0.082936  {1,0,0}     25    1
40    739   167   175  0.260753  {0,2,0}     20    1
73    748   129   130  0.192685  {0,2,0}     27    1
54    752   244   248  0.671174  {0,1,0}     36    0
55    757    66    67  0.383776  {0,3,0}     26    1
108   769   114   115  0.501693  {0,1,1}     39    0
69    773    70    71  0.488036  {0,3,0}     39    1
82    775    83    85  0.193958  {0,1,0}     37    0
34    783   185   186  0.339568  {0,2,0}     28    0
94    785   219   220  0.493434  {0,3,0}     22    0
85    792   197   198  0.924871  {0,3,0}     32    0
9     797   213   216  0.770208  {0,1,0}     30    1
8     811   104   106  0.624385  {0,2,0}     27    1
78    825    32    33  0.100230  {1,2,0}     22    1
45    835   216   217  0.291697  {0,2,0}     30    0
53    836   206   207  0.277698  {0,1,0}     33    1
7     840    29    31  0.370671  {1,1,0}     40    1
107   843   145   146  0.932574  {0,2,0}     32    1
102   848   190   192  0.348465  {1,1,0}     38    1
23    862    42    43  0.280523  {1,1,0}     23    1
126   871   244   248  0.414274  {0,1,1}     22    0
46    871    37    74  0.761067  {0,1,0}     24    0
59    877   211   212  0.834498  {0,3,0}     33    1
29    878    55    56  0.559737  {0,1,0}     25    1
70    881   234   235  0.746745  {0,3,0}     22    1
98    891   193   194  0.130435  {0,1,1}     27    1
20    892   185   192  0.297552  {0,1,0}     38    0
122   899   242   243  0.988962  {0,2,0}     32    1
49    909   166   167  0.743146  {0,3,0}     27    1
33    910   107   108  0.796456  {1,1,0}     32    1
50    931    10    41  0.382922  {0,0,1}     22    1
83    938    43    46  0.663857  {1,0,0}     26    1
39    940    13    14  0.637918  {0,1,0}     34    0
25    942    45    64  0.175164  {0,3,0}     35    1
71    946   120   154  0.320234  {0,2,0}     25    1
117   949    84   100  0.096397  {0,3,0}     32    1
6     949   144   147  0.464856  {1,0,0}     34    1
16    954   164   165  0.154170  {1,1,0}     35    0
27    960    48    57  0.714181  {1,0,0}     25    1
90    969   238   240  0.138394  {0,0,1}     35    1
96    972    93    94  0.434223  {0,1,0}     40    1
120   993    54    55  0.337864  {0,3,0}     27    1
97   1011     6     7  0.016669  {0,0,1}     21    1
114  1018   180   181  0.874286  {0,2,0}     21    1
66   1035     7     8  0.034643  {0,3,0}     34    1
19   1041   216   217  0.580548  {1,3,0}     40    1
115  1086   189   190  0.240359  {0,3,0}     40    1
41   1120   119   169  0.965147  {0,1,0}     35    0
5    1127   202   204  0.180603  {1,1,0}     23    1
74   1184    39    40  0.367206  {1,0,0}     38    1
4    1184   246   248  0.578482  {0,0,1}     36    0
1    1184    25    26  0.987163  {1,1,0}     28    1
52   1192    18    20  0.691951  {0,1,1}     27    1
124  1193   243   244  0.438881  {1,1,0}     31    0
51   1194    25    26  0.774343  {1,0,0}     33    1
22   1201   225   248  0.565378  {1,0,0}     22    1
112  1207    80    81  0.671201  {1,0,0}     32    1
105  1214   232   234  0.430735  {0,3,0}     36    0
75   1229   138   139  0.222950  {0,2,0}     20    1
119  1240   134   135  0.837217  {0,2,0}     37    1
87   1257    27    28  0.156325  {1,0,0}     24    1
26   1262    69    70  0.452497  {0,3,0}     20    1
24   1265   190   191  0.186783  {0,3,0}     31    1
81   1276   118   119  0.062821  {0,3,0}     39    0
30   1294    97   126  0.778730  {0,2,0}     23    1
93   1316    71    72  0.226342  {0,1,0}     27    1
110  1349   115   122  0.258322  {0,0,1}     38    0
43   1373     7     8  0.985658  {1,1,0}     21    1
18   1387    81    82  0.493000  {0,1,1}     22    1
10   1402    49    56  0.822420  {0,1,0}     35    1
64   1422   196   203  0.357836  {0,1,0}     20    0
