map EGL-G1-A
fac 5 10 {0,24,136,102,113}
hosp 2 {0,166}
n_ALS 8 1 {3:0,3:24,2:113}
n_BLS 20 1 {2:0,7:24,2:136,4:102,5:113}
n_CLS 5 0 {1:0,3:136,1:102}
      c_m  head  tail      c_af      c_d  c_tau  c_h
54     11   227   228  0.182836  {1,1,0}     23    1
51     20    17    19  0.887520  {0,1,1}     32    0
119    37   213   214  0.381706  {0,0,1}     39    1
126    37   231   236  0.478792  {1,1,0}     35    1
37     50   130   131  0.543337  {0,1,0}     30    1
121    69    31    32  0.517311  {1,3,0}     33    1
108    85   243   244  0.230253  {1,1,0}     30    1
11     86    59    71  0.457459  {1,1,0}     24    1
73     93   131   132  0.465067  {0,1,0}     33    0
30     99   116   117  0.538823  {0,3,0}     36    1
95    142    96    97  0.117326  {0,2,0}     40    1
80    154   144   147  0.677548  {0,2,0}     31    0
9     181    25    26  0.422857  {1,0,0}     30    0
60    182    16    17  0.799416  {1,0,0}     22    1
111   247   102   103  0.898060  {1,1,0}     21    1
101   279    59    71  0.407383  {1,0,0}     22    1
62    281   197   198  0.186400  {0,1,1}     23    1
33    293    80    88  0.844676  {0,1,0}     24    1
46    297     2    14  0.605782  {0,1,0}     38    0
14    344    39    52  0.745434  {0,2,0}     36    1
55    352    10    11  0.234172  {0,2,0}     23    1
31    353    27    30  0.626892  {1,1,0}     39    1
124   368   153   157  0.239494  {0,2,0}     39    1
13    373   144   147  0.420283  {0,1,0}     32    1
38    409   232   234  0.918897  {0,3,0}     28    1
40    451    61    62  0.901631  {1,0,0}     39    1
27    466   238   240  0.585098  {1,2,0}     21    1
59    505   116   120  0.072105  {0,2,0}     29    1
18    540   227   228  0.548026  {0,1,0}     27    0
74    544   115   116  0.462248  {1,0,0}     20    1
72    550   106   108  0.151743  {0,1,0}     20    0
67    560    62    63  0.470978  {0,2,0}     31    0
44    573    17    22  0.946874  {0,2,0}     34    1
86    578    70    71  0.785678  {0,1,0}     36    0
35    578    53    54  0.455618  {0,1,0}     30    1
100   584   165   177  0.495629  {1,0,0}     28    1
3     595   174   176  0.043176  {0,1,1}     37    0
12    610   242   245  0.469629  {1,0,0}     31    1
68    611   119   161  0.835230  {0,1,0}     26    1
92    614   138   139  0.353364  {0,3,0}     30    1
47    618   127   138  0.646652  {0,0,1}     23    0
17    622   108   109  0.760359  {0,0,1}     39    0
123   640   106   107  0.333281  {1,1,0}     31    1
88    650   149   150  0.933996  {1,2,0}     26    1
114   653    47    48  0.903216  {1,1,0}     35    1
32    657    49    50  0.071384  {0,3,0}     24    1
57    663     8    33  0.916751  {1,1,0}     25    1
53    669    80    81  0.136537  {0,0,1}     31    0
75    673   116   117  0.731575  {1,0,0}     34    1
103   674    65    91  0.833487  {0,2,0}     27    1
105   678    19    25  0.046392  {0,2,0}     25    1
22    695   231   232  0.513977  {0,2,0}     35    1
