map EGL-G1-D
fac 5 10 {0,181,147,25,11}
hosp 2 {0,88}
n_ALS 5 1 {1:0,1:181,2:147,1:25}
n_BLS 21 1 {3:0,5:181,6:147,4:25,3:11}
n_CLS 7 0 {2:0,2:25,3:11}
      c_m  head  tail      c_af      c_d  c_tau  c_h
97      6   167   175  0.109572  {0,1,1}     31    0
87     19    23   229  0.493934  {0,1,1}     29    1
59     31   173   181  0.910106  {0,0,1}     39    0
20     40   189   190  0.249063  {0,1,0}     23    1
53     43   204   205  0.256360  {0,3,0}     30    0
81     47    95    97  0.349305  {0,1,0}     40    1
25     72    70    72  0.825259  {1,1,0}     38    1
78     81   134   146  0.169431  {0,3,0}     29    1
126   113   219   220  0.890181  {0,2,0}     23    1
19    121   138   139  0.288860  {1,1,0}     39    1
28    129    50    52  0.554714  {0,2,0}     23    0
94    132     3     4  0.191030  {0,1,0}     29    1
82    134   116   118  0.145678  {1,0,0}     29    1
98    142   180   181  0.257102  {0,1,0}     35    1
11    148    98   131  0.498514  {0,1,0}     34    1
9     253   189   190  0.635173  {1,1,0}     33    1
55    286    82    83  0.094088  {1,0,0}     28    1
3     304     9    34  0.315459  {1,0,0}     29    1
106   344    40    41  0.815266  {0,0,1}     34    1
104   354   108   109  0.559622  {0,1,0}     30    0
121   357   101   102  0.964647  {1,1,0}     31    1
120   373   177   184  0.746268  {1,2,0}     31    0
67    374   198   199  0.170721  {0,1,0}     23    0
107   402   246   248  0.778708  {0,3,0}     20    0
89    406    10    41  0.091284  {0,2,0}     23    0
37    426    57    61  0.727449  {0,2,0}     35    0
16    428   195   197  0.647870  {0,0,1}     26    1
32    430   106   107  0.382511  {0,0,1}     22    0
56    473    98    99  0.758409  {0,1,0}     38    1
88    486    80    88  0.390932  {0,2,0}     22    1
48    505    56    57  0.868060  {0,0,1}     38    0
7     512   112   114  0.782253  {0,3,0}     30    1
58    515    48    49  0.328270  {0,3,0}     32    0
83    528   220   222  0.964916  {0,2,0}     27    0
0     555   116   120  0.856239  {0,3,0}     24    1
84    568   202   203  0.235733  {0,2,0}     33    0
8     570    19    20  0.900625  {1,1,0}     27    1
64    575   177   178  0.119108  {0,1,0}     21    1
71    588   180   181  0.922042  {0,0,1}     24    1
116   594    59    60  0.277056  {0,3,0}     27    1
39    596    32    34  0.914790  {0,1,0}     29    0
41    600   116   117  0.750504  {0,1,0}     35    0
36    601   151   152  0.873577  {0,2,0}     27    1
61    603    31    32  0.019032  {1,1,0}     33    1
